Name,Team,Age,W,L,ERA,G,GS,CG,ShO,SV,BS,HLD,IP,TBF,H,R,ER,HR,BB,IBB,HBP,WP,BK,SO
리오스,Bears,33,12,16,2.8969957081545066,34,33,4,1,0,0,0,233,945,204,86,75,14,49,1,15,8,0,145
류현진,Eagles,19,18,6,2.2314011880195657,30,28,6,1,1,0,0,201.2,800,159,57,50,11,52,3,2,6,0,204
윤석민,Tigers,19,5,6,2.281689282708774,63,0,0,0,19,4,9,94.2,381,81,26,24,5,27,3,4,5,0,75
텔레마코,Twins,32,1,3,5.04,7,7,0,0,0,0,0,25,109,25,18,14,4,12,0,1,1,0,11
오승환,Lions,23,4,3,1.5882360068987709,63,0,0,0,47,5,0,79.1,289,43,15,14,1,12,0,1,2,0,109
하리칼라,Lions,34,12,7,3.325131525643343,23,23,0,0,0,0,0,135.1,552,131,60,50,14,26,0,6,1,0,70
카라이어,Twins,28,2,6,3.2468334832774035,32,3,0,0,2,3,11,52.2,215,45,21,19,3,11,2,4,0,1,48
세라노,Wyverns,30,2,3,4.121054700075802,13,13,0,0,0,0,0,63.1,269,50,31,29,5,26,0,7,1,0,58
브라운,Lions,29,11,9,2.6825113227550474,27,26,1,0,0,0,0,154.1,625,118,50,46,14,44,1,13,3,0,92
그레이싱어,Tigers,30,14,12,3.015957446808511,29,29,2,0,0,0,0,188,753,151,65,63,10,47,0,12,3,0,164
캘러웨이,Unicorns,31,14,7,2.8677413462994776,27,27,0,0,0,0,0,166.1,703,171,61,53,4,35,0,8,4,0,95
구대성,Eagles,36,3,4,1.8173086255264561,59,0,0,0,37,6,1,69.1,282,56,17,14,4,18,7,5,0,0,76
경헌호,Twins,28,2,3,3.4615384615384617,34,3,0,0,2,2,5,52,216,48,23,20,3,16,1,1,1,0,28
장준관,Twins,25,1,0,3.6486586173241444,11,0,0,0,0,0,0,12.1,63,19,7,5,0,6,0,1,0,1,3
신철인,Unicorns,29,2,3,2.220779220779221,65,0,0,0,1,7,17,77,326,56,25,19,4,30,0,8,1,0,85
박승민,Unicorns,29,5,5,1.8173086255264561,61,0,0,0,38,2,0,69.1,264,48,14,14,2,11,0,4,1,0,65
신승현,Wyverns,22,8,6,3.437898869597439,24,21,0,0,0,0,0,107.1,457,107,52,41,9,32,2,13,1,0,53
김태영,Bears,26,0,1,2.9347890581802734,13,0,0,0,0,2,2,15.1,62,13,6,5,1,6,0,0,1,0,11
김덕윤,Bears,24,6,0,3.6745582865869006,48,0,0,0,0,2,3,56.1,232,48,24,23,7,20,1,1,7,0,30
정원,Tigers,24,3,1,1.8782624271744663,30,0,0,0,0,0,4,38.1,155,30,9,8,1,15,3,1,0,0,24
김백만,Eagles,23,1,2,5.04,16,1,0,0,0,0,2,25,107,26,17,14,3,6,0,0,0,0,15
정대현,Wyverns,27,8,4,1.9372206588228242,59,0,0,0,15,4,11,74.1,289,55,19,16,3,23,4,3,0,0,52
채병용,Wyverns,24,7,8,3.0654953406658647,27,25,0,0,0,0,0,152.2,640,136,60,52,10,55,2,9,2,1,97
김건한,Tigers,25,0,1,4.5,11,2,0,0,0,0,0,18,84,23,12,9,1,10,0,0,1,0,7
고효준,Wyverns,23,0,2,9.391304347826088,14,3,0,0,0,0,0,23,119,20,24,24,1,33,0,3,1,0,22
강철민,Tigers,26,3,2,2.761362140090823,10,10,0,0,0,0,0,58.2,263,54,19,18,5,36,1,1,3,0,32
김진우,Tigers,23,10,4,2.6923076923076925,20,19,0,0,0,0,0,117,489,94,38,35,3,51,1,12,8,0,65
신용운,Tigers,22,4,0,0.7168135543303749,18,0,0,0,0,0,2,37.2,142,25,4,3,1,7,0,1,0,0,17
신주영,Eagles,22,1,1,4.395359170338654,8,0,0,0,0,0,0,14.1,66,17,8,7,1,8,0,1,0,0,6
윤길현,Wyverns,22,5,9,3.9028341468743117,32,24,0,0,1,0,2,140.2,594,126,66,61,13,54,1,7,6,0,91
정재복,Twins,25,7,10,3.5874125874125875,29,23,0,0,0,0,0,143,591,126,64,57,9,49,2,3,2,0,63
김성배,Bears,25,0,0,4.576263345558124,21,0,0,0,0,0,1,19.2,90,20,10,10,2,11,0,1,1,0,10
전병두,Tigers,21,5,8,4.351987992096624,44,15,0,0,0,2,1,101.1,439,89,51,49,8,55,1,5,5,0,94
김승회,Bears,25,6,5,3.9539731283268056,61,1,0,0,0,2,10,79.2,343,82,41,35,4,36,3,2,8,0,68
임동규,Lions,27,8,7,3.9130434782608696,34,23,0,0,0,0,3,138,588,136,69,60,20,41,1,8,1,1,59
안영명,Eagles,21,3,4,3.286954995284041,32,7,1,0,0,0,5,76.2,325,71,30,28,9,31,1,4,1,0,48
송은범,Wyverns,22,4,3,4.54891540118684,25,9,0,0,0,1,0,61.1,292,69,37,31,5,33,3,7,4,0,34
이영욱,Wyverns,25,6,5,3.107912474960913,55,5,0,0,0,1,3,92.2,382,87,36,32,5,28,4,6,0,0,52
민경수,Twins,25,0,1,2.7551077247428664,33,0,0,0,0,0,4,16.1,75,14,6,5,1,12,0,1,3,0,14
장진용,Twins,20,0,0,7.468069043761748,6,2,0,0,0,0,0,15.2,73,19,15,13,1,9,0,0,3,0,5
심수창,Twins,25,10,9,4.3783673804050425,29,24,0,0,0,0,0,135.2,595,147,73,66,17,52,2,8,5,1,56
오주원,Unicorns,21,1,1,4.609744731788133,4,4,0,0,0,0,0,13.2,58,9,7,7,0,10,0,1,1,0,5
채형직,Lions,20,1,1,4.989124952738751,26,1,0,0,0,0,1,30.2,134,32,17,17,4,19,0,0,0,1,19
김수화,Giants,20,1,9,7.553571428571429,19,10,1,0,0,0,0,56,268,71,50,47,8,31,1,1,5,0,21
최대성,Giants,21,1,3,6.6,23,2,0,0,1,1,0,30,149,43,23,22,2,17,0,3,3,0,27
이동현,Tigers,26,2,4,4.623284651296007,23,9,0,0,0,0,0,48.2,219,49,28,25,4,26,0,4,3,0,34
박근홍,Tigers,20,1,0,3.5702507478152405,33,3,0,0,0,0,4,40.1,180,35,18,16,2,24,1,4,2,0,29
이상화,Tigers,25,5,6,3.8677685950413223,45,14,0,0,0,1,0,121,517,119,60,52,15,43,2,11,1,0,50
조영민,Wyverns,25,0,0,3.6,21,0,0,0,0,0,1,20,86,13,8,8,0,16,0,2,2,0,9
송창식,Eagles,21,0,0,5.294117647058823,21,0,0,0,0,0,1,17,76,13,10,10,2,11,1,1,1,0,11
정우람,Wyverns,21,3,3,4.242854252642051,82,0,0,0,0,2,20,46.2,195,36,23,22,5,27,2,1,1,0,47
신재웅,Twins,24,1,2,4.613921265709994,22,5,1,1,0,0,1,52.2,220,51,30,27,5,17,0,1,3,0,30
김명제,Bears,19,3,11,4.45945945945946,41,9,0,0,0,1,6,111,479,104,62,55,10,49,1,8,4,0,67
금민철,Bears,19,3,2,4.655172413793103,38,9,0,0,0,0,2,58,267,51,33,30,2,42,0,8,9,0,42
서동환,Bears,20,1,1,5.323936081775818,20,3,0,0,0,0,0,23.2,105,22,16,14,3,13,0,1,1,0,9
이보근,Unicorns,20,0,2,3.6160745076405214,22,0,0,0,1,0,0,37.1,159,35,15,15,1,17,0,1,4,0,25
이재율,Giants,20,0,2,3.4785296425671035,46,0,0,0,3,2,2,54.1,241,46,24,21,5,29,1,10,2,0,50
차정민,Tigers,23,0,0,4.235294117647059,15,0,0,0,0,0,1,17,76,19,8,8,4,6,1,3,1,0,16
양훈,Eagles,20,2,1,3.9193578530571944,21,5,0,0,0,0,3,41.1,186,44,19,18,4,20,0,2,4,0,27
서민욱,Eagles,24,0,1,3.03370441937534,22,0,0,0,1,0,1,29.2,121,25,10,10,2,10,1,1,0,0,18
김회권,Twins,20,0,3,4.725011941224713,5,3,1,1,0,0,0,13.1,59,15,7,7,0,6,0,1,0,0,7
장원삼,Unicorns,23,12,10,2.847278019787246,29,29,0,0,0,0,0,183.1,743,146,60,58,19,63,0,5,3,0,142
정홍준,Lions,23,2,1,2.923568654861362,24,7,0,0,0,0,0,52.1,227,44,17,17,2,30,0,4,1,2,40
김효남,Lions,23,1,0,4.354831609231417,21,0,0,0,0,0,0,20.2,94,22,12,10,2,11,0,1,0,0,11
나승현,Giants,19,0,3,3.4785296425671035,51,0,0,0,16,6,0,54.1,241,55,21,21,2,30,7,4,3,0,33
김정환,Giants,22,0,0,7.8387352391499965,4,0,0,0,0,0,0,10.1,51,15,10,9,0,3,0,1,0,0,4
이한진,Wyverns,22,0,0,2.8421052631578947,13,0,0,0,0,0,0,19,85,22,9,6,2,4,0,0,0,0,9
송진우,Eagles,40,8,8,3.6040807343706227,26,26,0,0,0,0,0,147.1,624,147,64,59,10,47,1,9,6,0,94
권준헌,Eagles,34,1,1,5.102366036216883,37,0,0,0,1,5,12,42.1,175,41,24,24,5,12,0,0,5,1,32
조웅천,Wyverns,35,6,2,4.689476038017292,51,2,0,0,1,2,11,63.1,273,81,38,33,10,10,3,1,0,0,46
이상목,Giants,35,12,8,3.2451843325046292,23,23,1,0,0,0,0,138.2,566,132,63,50,17,23,0,5,2,0,50
김원형,Wyverns,33,5,9,4.06938794328579,24,23,0,0,0,0,0,139.1,603,152,69,63,11,41,0,13,1,0,52
가득염,Giants,36,3,3,5.062493602939583,63,0,0,0,0,0,11,26.2,113,23,15,15,2,14,2,0,0,0,20
염종석,Giants,33,6,9,3.7168929868160143,25,25,0,0,0,0,0,128.1,547,146,62,53,7,31,0,5,2,0,62
정민철,Eagles,34,7,13,3.9260101691000284,25,24,0,0,0,0,0,130.2,563,142,68,57,18,42,0,5,6,1,62
노승욱,Giants,32,2,0,4.5848969153804955,24,0,0,0,0,0,1,17.2,79,21,9,9,2,4,1,1,0,0,10
노장진,Giants,31,3,4,4.655175475531924,42,0,0,0,6,5,5,48.1,223,44,25,25,5,36,6,3,1,0,32
신윤호,Twins,31,0,0,6.352931732138976,14,0,0,0,0,0,0,22.2,100,27,17,16,1,7,1,1,0,0,13
최상덕,Twins,35,2,5,4.8,9,9,0,0,0,0,0,45,201,52,28,24,7,11,1,3,1,0,23
전준호,Unicorns,31,14,4,3.3907057359308395,30,23,1,0,1,0,0,143.1,627,141,56,54,7,60,0,12,5,0,82
강상수,Twins,35,1,0,7.977254399625467,16,0,0,0,0,0,1,14.2,71,23,13,13,2,6,0,1,1,0,11
주형광,Giants,30,3,6,4.143566547428987,52,8,0,0,1,2,7,67.1,296,82,38,31,6,16,0,2,0,0,26
박지철,Giants,31,1,2,2.9793123043404313,18,6,0,0,0,0,0,48.1,212,43,20,16,0,30,1,2,3,0,23
진필중,Twins,33,0,3,3.946156741037179,25,3,0,0,0,2,2,43.1,190,54,21,19,3,15,0,0,4,0,18
위재영,Wyverns,34,3,5,4.909086653027402,29,0,0,0,0,4,3,36.2,159,39,23,20,1,15,2,1,0,1,25
박석진,Lions,33,3,1,4.835828191811125,26,0,0,0,0,3,2,22.1,107,37,13,12,2,4,0,3,0,0,11
최원호,Twins,33,3,5,4.285714285714286,15,14,0,0,0,0,0,84,368,88,41,40,4,35,3,5,0,0,48
전병호,Lions,33,10,8,3.8955223880597014,35,21,0,0,0,0,2,134,584,146,69,58,10,47,0,5,3,2,65
차명주,Eagles,32,3,0,3.272727272727273,51,0,0,0,0,0,4,22,93,20,11,8,1,5,0,2,0,0,11
김민기,Twins,29,2,4,3.648646767772588,55,0,0,0,6,3,6,61.2,272,65,26,25,4,25,3,5,1,0,43
장문석,Tigers,31,1,3,4.360245864438203,29,8,0,0,15,3,0,53.2,235,51,26,26,4,26,2,3,0,1,36
최영필,Eagles,32,2,3,3.052176444158508,30,0,0,0,0,2,11,38.1,162,34,13,13,4,14,2,3,3,0,34
황두성,Unicorns,29,4,4,3.9112169054347485,47,0,0,0,0,1,5,71.1,312,55,35,31,7,40,0,4,6,0,76
이정훈,Giants,28,1,3,4.153849201091767,33,0,0,0,0,0,4,43.1,186,46,20,20,1,15,3,3,1,0,22
문동환,Eagles,34,16,9,3.0476190476190474,31,29,4,2,1,0,0,189,798,186,78,64,10,67,0,11,5,0,85
김해님,Eagles,31,1,3,4.581818181818182,36,5,0,0,0,0,4,55,243,67,32,28,5,14,1,2,0,0,23
오상민,Lions,31,1,2,4.5473635822041185,49,0,0,0,0,0,16,31.2,135,30,18,16,4,8,0,4,1,0,23
김경태,Wyverns,30,1,1,5.033889680113936,32,0,0,0,0,0,0,19.2,96,21,13,11,2,13,1,5,1,0,2
김수경,Unicorns,26,4,7,3.782099595440391,17,17,0,0,0,0,0,85.2,384,96,41,36,5,36,0,4,1,0,64
김재현,Twins,26,1,2,4.378378378378378,57,0,0,0,0,1,9,37,164,29,20,18,1,22,3,2,2,0,27
김광삼,Twins,25,0,2,4.075463924782663,6,3,0,0,0,0,0,17.2,84,19,10,8,0,14,0,2,0,0,10
송신영,Unicorns,29,6,5,4.53147022382251,43,9,1,1,0,0,1,95.1,422,95,52,48,8,31,0,12,2,0,60
권오준,Lions,26,9,1,1.6875,67,0,0,0,2,5,32,80,328,61,16,15,6,32,5,3,1,0,83
베로커,Twins,28,3,4,4.754716981132075,11,9,1,0,0,0,1,53,238,55,28,28,3,30,0,5,1,0,31
배영수,Lions,25,8,9,2.917379200318108,32,25,0,0,0,0,4,157.1,647,142,56,51,13,38,2,9,1,0,133
강영식,Lions,25,1,0,4.645161290322581,30,0,0,0,0,0,1,31,136,21,19,16,1,23,0,3,2,0,35
이정민,Giants,27,0,1,3.4615384615384617,29,0,0,0,0,1,4,39,164,43,16,15,8,10,1,2,3,0,21
우규민,Twins,21,3,4,1.5462547790404029,62,0,0,0,17,3,7,75.2,300,62,16,13,2,20,5,9,0,0,30
정재훈,Bears,26,2,3,1.3333333333333333,53,0,0,0,38,3,0,54,223,33,9,8,3,28,4,4,2,0,65
조태수,Tigers,23,1,1,5.1,19,0,0,0,0,0,0,30,134,37,17,17,0,9,0,2,3,1,8
장원준,Giants,20,7,12,3.6066721943577633,29,28,1,0,0,0,0,179.2,755,152,85,72,14,75,1,9,2,1,130
랜들,Bears,29,16,8,2.948012155749407,30,30,2,2,0,0,0,192.1,795,170,66,63,14,58,2,10,2,0,142
손승락,Unicorns,24,6,5,4.168421052631579,24,17,0,0,0,0,2,95,408,112,49,44,5,21,0,6,2,0,48
이현승,Unicorns,22,2,0,3.7933914195536933,70,0,0,0,0,1,19,40.1,182,44,18,17,3,14,0,2,3,0,43
한기주,Tigers,19,10,11,3.2630252703375393,44,17,0,0,1,1,8,140.2,584,117,57,51,8,52,1,12,8,0,78
박명환,Bears,29,7,7,3.4577750841298953,28,19,1,0,1,1,4,122.1,502,90,52,47,6,48,0,2,5,0,132
손민한,Giants,31,10,8,2.783499287258746,25,24,2,1,1,0,0,161.2,664,147,54,50,4,39,6,9,3,0,96
이혜천,Bears,27,8,6,2.788732394366197,32,22,0,0,0,0,1,142,594,119,52,44,4,56,0,12,5,1,104
이승호,Twins,24,8,7,4.456310679611651,21,16,0,0,0,0,1,103,449,114,56,51,13,35,0,2,6,0,86
카브레라,Wyverns,34,1,3,1.626504043103085,28,0,0,0,16,2,0,27.2,115,20,6,5,0,15,0,1,2,0,23
