Name,Team,Age,W,L,ERA,G,GS,CG,ShO,SV,BS,HLD,IP,TBF,H,R,ER,HR,BB,IBB,HBP,WP,BK,SO
리오스,Bears,34,22,5,2.0710197197671105,33,33,6,4,0,0,0,234.2,947,191,69,54,8,58,2,16,5,0,147
로마노,Wyverns,35,12,4,3.690213605122544,32,25,0,0,0,0,0,146.1,651,158,72,60,9,67,0,5,3,0,81
로드리게스,Tigers,34,0,1,3.126312462765332,30,0,0,0,1,0,10,31.2,144,32,11,11,3,20,1,3,0,2,15
류현진,Eagles,20,17,7,2.943127962085308,30,30,6,1,0,0,0,211,867,195,74,69,15,68,4,3,6,0,178
임창용,Lions,31,5,7,4.902248322780551,40,21,0,0,0,0,3,119.1,536,138,68,65,9,44,1,10,0,0,62
윤석민,Tigers,20,7,18,3.7777777777777777,28,26,2,1,0,0,0,162,703,161,76,68,10,59,1,15,2,0,104
오승환,Lions,24,4,4,1.3989645047954922,60,0,0,0,40,2,0,64.1,251,41,12,10,6,17,3,2,4,0,69
하리칼라,Twins,35,6,8,5.212357361929848,16,16,1,1,0,0,0,86.1,401,115,60,50,6,38,3,3,1,0,24
김광현,Wyverns,18,3,7,3.6233766233766236,20,13,0,0,0,0,0,77,342,80,35,31,5,41,2,4,2,0,52
양현종,Tigers,19,1,2,4.16778256731061,31,6,0,0,0,0,0,49.2,217,39,24,23,7,31,1,2,2,0,48
에서튼,Tigers,30,2,2,4.21875,6,6,0,0,0,0,0,32,137,28,16,15,8,12,2,0,2,0,24
세드릭,Eagles,29,11,13,4.149482615110223,28,28,0,0,0,0,0,158.1,714,143,81,73,7,104,4,10,11,0,140
브라운,Lions,30,12,8,3.326495689539702,30,30,0,0,0,0,0,162.1,681,155,65,60,10,43,1,14,2,1,68
윌슨,Lions,30,1,6,3.789473684210526,7,7,0,0,0,0,0,38,162,41,19,16,1,11,0,1,1,0,9
캘러웨이,Unicorns,32,2,6,4.178571428571429,11,11,1,0,0,0,0,56,254,65,36,26,3,22,0,2,2,0,24
옥스프링,Twins,30,4,5,3.2355357620144467,14,13,1,0,0,0,0,80.2,345,75,37,29,1,32,0,1,2,1,41
봉중근,Twins,26,6,7,5.319387115029587,24,22,0,0,0,0,0,111.2,498,121,71,66,6,53,0,7,11,0,56
구대성,Eagles,37,1,6,3.188978772635552,43,0,0,0,26,4,0,42.1,173,41,17,15,3,12,1,0,2,0,37
경헌호,Twins,29,1,0,5.9558734988802895,23,0,0,0,0,0,2,22.2,103,25,18,15,4,10,1,1,0,0,16
마일영,Unicorns,26,0,0,4.725011941224713,21,0,0,0,0,1,2,13.1,58,13,8,7,2,6,0,2,0,0,6
김성태,Unicorns,25,2,1,4.535996539309281,22,2,0,0,0,0,1,41.2,178,40,23,21,5,13,0,3,0,0,26
박승민,Unicorns,30,6,4,2.8609289592016354,54,0,0,0,3,1,4,50.1,221,41,19,16,4,28,2,9,3,0,49
이동학,Unicorns,26,1,2,6.443189219757181,20,1,0,0,0,0,0,29.1,136,29,24,21,6,21,0,2,1,0,15
김태영,Bears,27,4,9,4.334860261408126,28,9,0,0,0,1,2,72.2,309,78,41,35,7,19,1,1,2,0,52
김덕윤,Bears,25,0,0,6.196731580727179,21,0,0,0,0,0,0,20.1,81,16,14,14,4,8,0,1,0,0,7
정원,Tigers,25,1,1,5.921052631578948,38,2,0,0,0,0,2,38,185,59,32,25,4,14,0,0,2,0,18
정대현,Wyverns,28,3,2,0.919149353939331,60,0,0,0,27,4,3,78.1,307,50,12,8,3,24,9,8,2,0,65
채병용,Wyverns,25,11,8,2.835616438356164,28,23,0,0,0,0,0,146,610,137,51,46,8,47,4,5,3,1,84
김건한,Tigers,26,2,2,5.7272727272727275,19,3,0,0,0,0,0,33,151,35,22,21,3,17,2,3,4,0,17
권혁,Lions,23,7,1,2.793104734205913,60,0,0,0,0,2,19,77.1,310,47,26,24,2,39,0,3,3,0,100
권오원,Lions,27,4,1,4.846153846153846,24,0,0,0,0,0,4,26,118,26,15,14,3,15,1,0,1,0,16
노병오,Unicorns,23,1,1,8.437513327247093,11,0,0,0,0,0,0,21.1,98,28,23,20,5,4,0,2,0,0,14
안지만,Lions,23,5,3,3.4166666666666665,53,11,0,0,0,0,7,108,453,100,43,41,7,43,1,1,10,0,83
김진우,Tigers,24,1,2,8.345469884348917,5,5,0,0,0,0,0,18.1,95,14,19,17,0,23,0,6,4,0,17
