Name,Team,Age,W,L,ERA,G,GS,CG,ShO,SV,BS,HLD,IP,TBF,H,R,ER,HR,BB,IBB,HBP,WP,BK,SO
나이트,Heroes,36,16,4,2.1996769188255443,30,30,2,1,0,0,0,208.2,832,180,60,51,6,53,1,7,2,0,102
서재응,Tigers,35,9,8,2.5875,29,27,2,2,0,0,0,160,663,143,51,46,7,51,5,7,0,0,97
정대현,Bears,20,1,2,5.201839413633621,23,2,0,0,0,1,0,36.1,164,38,23,21,4,23,1,3,5,0,23
문성현,Heroes,20,1,1,4.226090461142549,13,5,0,0,0,0,3,38.1,162,38,21,18,0,11,0,0,0,0,31
김건태,Heroes,20,0,0,3.6,6,0,0,0,0,0,0,10,45,10,8,4,1,5,1,1,2,0,7
임진우,Lions,25,0,0,5.108122064253802,12,0,0,0,0,0,0,12.1,51,7,7,7,3,6,0,1,0,0,12
심동섭,Tigers,20,0,2,6.230781343585205,10,3,0,0,0,0,1,17.1,86,22,17,12,2,13,0,0,4,1,10
안승민,Eagles,21,3,7,4.75,62,4,0,0,16,3,5,72,305,69,41,38,6,21,1,5,5,0,53
박종훈,Wyverns,20,1,2,8,8,4,0,0,0,0,0,18,89,21,17,16,0,14,1,4,0,0,16
임찬규,Twins,19,1,5,4.526943522616905,18,7,0,0,0,0,1,55.2,243,71,29,28,5,23,1,1,1,0,31
안규영,Bears,24,0,0,3.9512097701041147,10,1,0,0,0,0,1,13.2,60,15,6,6,0,6,0,0,0,0,6
한승혁,Tigers,19,0,1,7.425018764781691,17,0,0,0,0,0,1,13.1,63,16,11,11,1,11,0,0,2,0,8
유창식,Eagles,20,6,8,4.769475349866464,27,18,0,0,0,0,1,111.1,502,101,61,59,13,79,1,1,8,0,82
최성훈,Twins,22,5,6,4.418183963240727,37,6,0,0,0,0,2,73.1,331,85,39,36,5,30,1,4,5,0,23
변시원,Bears,19,4,0,1.7052613433265447,31,0,0,0,1,0,2,31.2,118,15,6,6,0,11,1,3,1,0,18
한현희,Heroes,19,3,4,3.1153862151882104,43,4,0,0,0,0,7,69.1,281,54,26,24,4,22,0,11,3,0,54
박지훈,Tigers,22,3,3,3.3750017492676556,50,0,0,0,2,4,10,61.1,268,55,25,23,3,30,1,5,7,0,37
홍성민,Tigers,22,0,0,3.375,48,0,0,0,1,2,3,56,245,61,22,21,5,25,1,5,2,0,32
임치영,Wyverns,23,1,0,4.354852910638887,6,2,0,0,0,0,0,10.1,45,9,5,5,3,6,0,2,1,1,6
김광수,Eagles,31,0,0,8.042535893281881,16,0,0,0,0,0,0,15.2,81,30,15,14,2,5,0,1,1,0,11
마일영,Eagles,31,2,3,5.545943087014334,55,2,0,0,1,1,6,61.2,289,86,46,38,6,18,0,2,9,0,31
이용훈,Giants,34,8,5,3.009826202711948,25,18,0,0,1,0,1,101.2,419,102,44,34,4,25,1,3,1,0,57
이승호,Giants,35,2,3,3.698627721036806,41,0,0,0,0,0,1,48.2,216,40,23,20,1,35,2,1,5,0,27
엄정욱,Wyverns,31,4,5,3.195268075292957,49,0,0,0,3,2,12,56.1,232,46,21,20,5,24,2,4,1,0,44
이동현,Twins,29,2,2,3.0176453659700697,52,0,0,0,0,2,6,56.2,231,43,20,19,1,18,0,0,0,0,56
김태영,Bears,32,0,0,3.176470588235294,15,1,0,0,0,0,0,17,74,14,6,6,1,8,0,0,2,0,15
정대현,Giants,33,2,0,0.6352948731956096,24,0,0,0,1,1,5,28.1,102,12,2,2,0,7,3,1,1,0,26
채병용,Wyverns,30,3,3,3.1595728653172914,14,10,0,0,0,0,0,62.2,271,67,22,22,3,22,4,1,1,0,42
김건한,Lions,31,0,0,5.294117647058823,31,0,0,0,0,0,2,34,159,41,23,20,2,15,0,3,0,0,27
이재영,Wyverns,33,6,3,4.292307692307692,48,0,0,0,1,2,10,65,293,65,32,31,6,35,6,5,3,2,46
권혁,Lions,28,2,3,3.1013533497844836,64,0,0,0,1,0,18,49.1,211,48,18,17,2,20,2,1,2,0,38
안지만,Lions,28,1,2,1.70526401382447,56,0,0,0,0,1,28,63.1,246,42,12,12,1,20,2,0,1,0,58
이명우,Giants,30,2,1,2.563289592061108,74,0,0,0,0,3,10,52.2,222,51,16,15,1,17,2,2,2,0,32
김진우,Tigers,29,10,5,2.8952544640120474,24,22,2,1,0,0,0,133.2,558,110,47,43,2,50,0,10,5,1,101
제춘모,Wyverns,30,0,3,5.4000099251669464,8,3,0,0,0,0,1,18.1,81,20,11,11,4,9,1,1,0,0,6
정재복,Twins,31,2,1,5.637368899765679,7,7,0,0,0,0,0,30.1,131,35,19,19,1,13,0,1,2,0,15
노경은,Bears,28,12,6,2.5273972602739727,42,18,2,2,0,2,7,146,608,106,46,41,6,69,1,8,9,0,133
김성배,Giants,31,3,4,3.206251911075062,69,0,0,0,2,2,14,53.1,223,46,20,19,2,20,3,4,0,0,33
김승회,Bears,31,6,7,4.038792345079695,24,19,0,0,0,0,0,120.1,497,109,62,54,9,38,3,4,3,1,62
송은범,Wyverns,28,8,3,4.146756167503947,20,19,0,0,0,0,0,97.2,413,98,45,45,6,44,0,2,4,0,72
이영욱,Wyverns,31,0,2,5.567015782597908,11,6,0,0,0,1,0,32.1,142,28,20,20,3,17,0,5,4,0,15
심수창,Heroes,31,0,5,7.303272979554208,21,3,0,0,0,1,0,40.2,198,58,36,33,3,21,1,2,2,0,24
오주원,Heroes,27,1,3,5.1923076923076925,26,0,0,0,1,2,4,26,113,26,15,15,6,13,0,1,1,0,18
윤성환,Lions,30,9,6,2.8421052631578947,19,19,1,0,0,0,0,114,469,112,36,36,6,26,0,4,5,0,81
최대성,Giants,27,8,8,3.591131115398102,71,0,0,0,1,4,17,67.2,286,65,31,27,5,24,2,5,5,0,50
김창훈,Bears,26,1,1,2.07691984685012,28,0,0,0,0,0,2,21.2,86,9,5,5,0,12,0,2,1,0,15
송창식,Eagles,27,4,3,2.905830988234236,47,3,0,0,1,1,12,74.1,298,45,24,24,7,26,2,5,3,0,66
정재원,Eagles,27,0,2,8.55,14,2,0,0,0,0,3,20,102,29,19,19,4,13,0,2,1,0,18
정우람,Wyverns,27,2,4,2.204081632653061,53,0,0,0,30,5,0,49,193,33,12,12,0,9,2,4,1,0,55
신재웅,Twins,30,5,2,3.5895933969346654,12,11,0,0,0,0,0,57.2,241,53,23,23,5,23,0,3,3,1,30
박정배,Wyverns,30,4,3,3.142242825981652,37,3,0,0,0,1,3,77.1,309,52,29,27,6,30,0,4,1,1,48
서동환,Bears,26,0,0,8.59088935344281,10,1,0,0,1,0,0,14.2,70,17,14,14,0,12,1,1,3,0,17
전유수,Wyverns,25,1,0,4.330192575088154,25,0,0,0,0,0,0,35.1,154,40,17,17,2,10,0,2,4,1,21
이보근,Heroes,26,3,1,5.2682926829268295,27,2,0,0,0,2,0,41,184,42,26,24,3,18,0,4,3,0,17
박성훈,Heroes,29,5,4,2.4545438175976244,53,0,0,0,0,0,7,47.2,198,33,13,13,1,24,1,6,3,0,34
윤근영,Eagles,26,2,2,3.7241348693001934,18,5,0,0,0,0,2,38.2,162,33,20,16,2,19,1,2,3,0,25
양훈,Eagles,26,4,7,5.303573451724143,25,15,0,0,0,1,1,93.1,402,95,58,55,7,44,1,1,8,0,44
김선규,Twins,26,0,2,5.744668495201345,12,0,0,0,0,1,1,15.2,79,23,10,10,1,8,2,2,1,0,6
김기표,Twins,29,3,0,3.03749616176375,25,0,0,0,0,1,1,26.2,111,27,10,9,2,7,0,3,0,0,13
김세현,Heroes,24,5,9,4.68595041322314,30,20,0,0,0,0,0,121,554,143,68,63,9,70,0,3,5,0,90
장원삼,Lions,29,17,6,3.554140127388535,27,25,0,0,0,0,1,157,649,143,64,62,9,38,1,9,2,0,127
김상수,Heroes,24,2,1,4.729923714739587,33,0,0,0,0,0,0,45.2,210,42,24,24,4,39,0,2,5,0,36
김효남,Lions,29,0,0,2.7551077247428664,9,0,0,0,0,0,0,16.1,67,17,5,5,2,3,0,1,0,0,13
손영민,Tigers,25,2,2,7.6304515512687106,18,0,0,0,1,0,1,15.1,69,18,13,13,2,2,0,3,0,0,18
진해수,Tigers,26,1,2,5.2682926829268295,56,0,0,0,0,4,6,41,185,48,29,24,3,19,0,2,4,0,24
박경태,Tigers,24,1,6,7.339812621156101,27,2,0,0,0,0,0,34.1,153,41,29,28,0,14,0,2,4,0,26
유원상,Twins,26,4,2,2.189189189189189,58,0,0,0,3,3,21,74,301,70,20,18,4,13,1,2,4,0,43
이승우,Twins,23,2,9,5.902836560692169,21,17,0,0,0,0,0,82.1,373,104,57,54,9,32,0,5,1,0,46
임태훈,Bears,23,4,4,4.649009558702658,22,8,0,0,0,0,3,50.1,232,53,30,26,5,36,2,1,2,0,33
김강률,Bears,23,0,0,2.8834978154541826,30,0,0,0,0,0,0,34.1,144,28,11,11,1,17,2,2,2,0,27
정민혁,Eagles,28,1,1,6.16303670632434,25,1,0,0,0,0,2,30.2,131,34,24,21,6,7,3,1,1,0,19
김혁민,Eagles,25,8,9,4.059234965634798,32,21,1,0,0,0,1,146.1,612,137,69,66,9,45,1,9,15,0,102
홍상삼,Bears,22,5,2,1.9285724795600234,53,0,0,0,1,3,22,65.1,260,35,18,14,2,29,3,2,2,0,69
김수완,Giants,22,2,0,3.7622921409824706,24,0,0,0,0,0,0,40.2,168,37,20,17,3,13,1,1,2,0,24
정대훈,Eagles,27,0,0,5.225823492766664,16,0,0,0,0,0,2,10.1,42,4,6,6,2,5,0,3,0,0,6
한희,Twins,22,1,1,5.311484212051868,19,0,0,0,0,0,4,20.1,90,24,12,12,3,6,1,2,0,0,11
고원준,Giants,22,3,7,4.248253334833604,19,19,0,0,0,0,0,95.1,440,109,52,45,7,43,0,11,4,1,45
강윤구,Heroes,21,4,7,4.0822172944963775,27,21,1,0,0,0,0,125.2,530,89,58,57,14,74,1,7,7,0,127
정인욱,Lions,21,1,1,2.486845413077678,13,2,0,0,0,0,0,25.1,104,17,7,7,0,11,1,2,1,0,16
허준혁,Wyverns,21,0,0,3.857150814640013,15,3,0,0,0,0,1,16.1,77,17,7,7,1,13,1,1,0,0,7
류택현,Twins,40,3,1,3.328771732928703,30,0,0,0,0,1,3,24.1,98,20,9,9,2,8,0,1,0,0,15
정현욱,Lions,33,2,5,3.1595728653172914,54,1,0,0,0,1,3,62.2,256,57,25,22,1,21,1,0,3,0,48
이상열,Twins,35,1,3,3.718560750721029,73,0,0,0,0,0,15,55.2,227,47,24,23,5,16,4,2,0,0,29
최영필,Wyverns,38,2,1,4.584905660377358,46,0,0,0,0,0,5,53,215,52,27,27,7,10,2,2,0,0,40
이정훈,Heroes,34,4,4,4.669176280356013,40,0,0,0,1,0,8,44.1,198,45,28,23,2,17,0,5,3,0,32
김수경,Heroes,32,0,1,2.131573276851871,9,0,0,0,0,0,0,12.2,57,19,3,3,0,4,0,1,0,0,5
김광삼,Twins,31,7,9,4.916948607819959,20,20,0,0,0,0,0,104.1,467,114,63,57,3,38,1,9,10,1,46
송신영,Eagles,35,1,3,4.9436549330775446,24,0,0,0,0,2,2,23.2,117,37,16,13,3,8,1,4,2,0,17
권오준,Lions,32,1,3,2.9531227997520566,46,0,0,0,0,2,10,42.2,174,32,15,14,2,13,1,0,2,0,48
김사율,Giants,32,2,3,2.977943264697064,50,0,0,0,34,4,1,45.1,190,45,16,15,4,11,0,2,6,0,43
유동훈,Tigers,35,1,0,5.294117647058823,43,0,0,0,6,2,5,34,141,33,20,20,0,10,0,2,0,0,29
박정진,Eagles,36,4,4,5.472976499619677,63,0,0,0,3,0,12,49.1,205,36,30,30,4,27,1,0,5,0,45
마리오,Wyverns,27,6,3,3.398602667866883,18,18,0,0,0,0,0,95.1,401,88,38,36,6,39,2,5,2,1,49
심창민,Lions,19,2,2,1.8305099539918044,37,0,0,0,1,0,5,39.1,159,26,8,8,0,17,0,2,3,0,41
임정우,Twins,21,1,2,6.263995220950911,14,6,0,0,0,0,0,41.2,196,53,31,29,1,18,0,5,2,0,26
배영수,Lions,31,12,8,3.20625,26,25,2,0,0,0,0,160,658,159,64,57,7,39,1,3,5,0,89
강영식,Giants,31,2,0,3.8879970336936696,55,0,0,0,0,0,10,41.2,182,41,19,18,2,19,2,0,2,0,49
이정민,Giants,33,1,3,5.181818181818182,14,5,0,0,0,0,0,33,150,44,21,19,2,12,2,1,3,0,14
우규민,Twins,27,4,4,3.30215700464597,58,3,0,0,1,1,9,92.2,396,96,41,34,2,23,8,9,2,1,57
윤희상,Wyverns,27,10,9,3.3612315026889936,28,28,0,0,0,0,0,163.1,693,164,66,61,10,49,1,6,5,0,100
손승락,Heroes,30,3,2,2.1456967194012266,53,0,0,0,33,6,0,50.1,203,50,12,12,2,15,2,0,2,0,47
차우찬,Lions,25,6,7,6.023901819035338,26,11,0,0,0,0,2,83.2,377,83,59,56,11,48,0,1,7,0,52
한기주,Tigers,25,1,1,3.2033843418906867,16,0,0,0,7,2,0,19.2,88,20,8,7,1,8,1,2,2,0,13
박희수,Wyverns,28,8,1,1.3170731707317074,65,0,0,0,6,4,34,82,312,52,12,12,2,27,2,3,3,0,93
이용찬,Bears,23,10,11,3,26,26,3,1,0,0,0,162,679,154,58,54,5,63,1,6,7,0,113
장시환,Heroes,24,0,6,5.016393442622951,21,8,0,0,1,0,1,61,278,63,35,34,3,42,0,4,8,0,42
고창성,Bears,27,3,2,8.617002742802017,21,0,0,0,0,0,3,15.2,75,22,15,15,2,7,1,3,1,0,5
진명호,Giants,23,2,1,3.45,23,5,0,0,0,0,1,60,260,48,23,23,8,41,1,3,6,0,54
이혜천,Bears,33,1,3,7.448269738600387,48,1,0,0,0,1,7,38.2,179,42,33,32,2,21,0,5,4,0,25
임경완,Wyverns,36,0,2,5.3999942538673915,32,0,0,0,0,0,3,31.2,141,36,20,19,4,13,1,4,0,0,16
최향남,Tigers,41,1,3,3.9836131590389012,24,0,0,0,9,3,2,20.1,85,19,10,9,0,6,0,1,0,0,20
주키치,Twins,29,11,8,3.451134451558056,30,29,0,0,0,0,1,177.1,750,179,75,68,6,54,0,4,9,1,96
송승준,Giants,32,7,11,3.312883435582822,28,28,0,0,0,0,0,163,687,158,73,60,12,57,0,8,5,0,117
