Name,Team,Age,W,L,ERA,G,GS,CG,ShO,SV,BS,HLD,IP,TBF,H,R,ER,HR,BB,IBB,HBP,WP,BK,SO
윤성환,Lions,27,14,5,4.319991167010248,30,28,2,0,0,0,0,166.2,690,163,83,80,19,34,0,10,3,0,131
정재원,Eagles,24,0,5,9.264705882352942,20,4,0,0,0,0,0,34,172,43,37,35,4,28,1,5,2,0,24
정우람,Wyverns,24,1,1,3.375,62,0,0,0,1,2,2,56,248,56,23,21,5,29,2,3,2,0,46
박정배,Bears,27,0,0,5.855414555171107,19,0,0,0,1,0,0,27.2,124,35,18,18,3,9,0,1,5,0,16
김명제,Bears,22,1,2,9.185576041286549,16,4,0,0,0,0,0,32.1,157,43,36,33,8,14,0,5,0,1,12
금민철,Bears,22,7,2,4.428001891846511,36,9,0,0,0,0,0,83.1,372,74,44,41,7,52,0,9,3,0,55
조현근,Lions,23,0,1,5.8125,34,0,0,0,0,0,0,48,225,58,31,31,9,33,1,1,0,0,36
이보근,Heroes,23,7,7,4.263156182878923,52,1,0,0,7,2,4,88.2,376,74,50,42,9,44,5,6,3,0,58
박성훈,Lions,26,0,1,5.1702183261135035,20,2,0,0,0,0,0,31.1,143,32,19,18,1,18,0,4,3,0,20
조정훈,Giants,24,14,9,4.047539557508238,27,27,2,2,0,0,0,182.1,784,189,97,82,23,53,3,7,11,0,175
곽정철,Tigers,23,5,4,4.045294661727925,41,9,0,0,2,0,7,95.2,427,90,50,43,6,47,5,6,4,1,70
양훈,Eagles,23,3,6,4.383765565448998,67,0,0,0,1,5,11,90.1,403,97,52,44,5,48,7,3,2,0,71
김세현,Heroes,21,1,3,5.9361702127659575,18,6,0,0,0,1,0,47,220,54,36,31,4,28,3,3,6,0,37
장원삼,Heroes,26,4,8,5.538461538461538,19,19,0,0,0,0,0,91,411,108,57,56,17,31,0,6,4,0,60
조용훈,Heroes,21,1,0,4.438362310571605,25,0,0,0,0,1,1,24.1,106,24,14,12,2,11,1,4,0,0,24
김상수,Lions,21,3,3,6,43,0,0,0,0,1,2,60,281,73,42,40,7,41,0,1,3,0,45
나승현,Giants,22,0,4,5.282602891135149,22,0,0,0,0,0,0,30.2,143,38,22,18,2,11,3,3,2,0,23
배장호,Giants,22,2,1,4.153848497880844,32,1,0,0,2,0,2,56.1,250,62,26,26,2,23,1,4,1,0,19
손영민,Tigers,22,5,2,2.9680851063829787,63,0,0,0,1,1,12,94,363,71,36,31,5,20,1,10,1,0,65
박경태,Tigers,21,1,2,5.451918077543994,36,1,0,0,0,0,2,34.2,161,37,24,21,7,21,1,1,0,0,32
유원상,Eagles,23,5,10,6.644859813084112,24,23,0,0,0,0,0,107,510,130,83,79,23,69,0,6,3,0,57
이승우,Twins,20,0,3,8.307692307692308,5,4,0,0,0,0,0,13,67,13,12,12,0,15,0,1,2,0,9
임태훈,Bears,20,11,5,3.05660500558731,58,0,0,0,4,5,13,88.1,353,67,30,30,3,24,2,3,1,0,85
백정현,Lions,21,1,0,7.363649897954927,20,0,0,0,0,0,0,18.1,93,24,15,15,3,16,0,4,2,0,17
최원제,Lions,20,3,1,5.2105263157894735,40,0,0,0,0,0,1,38,170,43,24,22,2,22,0,0,2,0,23
김이슬,Giants,25,0,0,12.6,14,0,0,0,0,0,1,10,56,19,15,14,4,6,0,2,0,1,4
오준형,Tigers,24,1,0,5.4,20,0,0,0,0,0,0,30,139,37,20,18,4,10,0,3,1,1,18
김혁민,Eagles,22,8,14,7.868548959352467,33,24,0,0,0,0,0,116.2,575,160,107,102,24,64,0,17,10,1,85
이범준,Twins,19,2,3,6.192665968611453,12,7,0,0,0,0,0,36.1,184,46,27,25,6,29,0,4,4,0,37
정찬헌,Twins,19,6,5,5.777295271099167,55,0,0,0,2,1,10,76.1,342,81,49,49,12,35,1,5,7,0,56
노진용,Twins,19,0,1,5.1265888385340155,16,0,0,0,1,1,0,26.1,128,34,15,15,3,15,1,5,1,0,10
박민석,Bears,19,0,0,8.25,5,0,0,0,0,0,0,12,59,15,11,11,4,7,0,2,2,0,9
홍상삼,Bears,19,9,6,5.230769230769231,30,25,0,0,0,0,3,117,527,114,75,68,21,71,0,4,8,0,96
진야곱,Bears,20,0,1,2.025005117667734,7,2,0,0,0,0,1,13.1,55,12,3,3,0,9,0,0,0,0,8
김성현,Heroes,20,2,4,6.9898439259092475,27,8,0,0,0,0,0,65.2,299,72,53,51,10,43,0,2,6,0,48
임성헌,Wyverns,24,1,1,1.4210526315789473,16,0,0,0,0,0,0,19,79,15,4,3,1,10,1,0,1,0,14
한희,Twins,19,1,4,6.344996611406229,26,9,0,0,0,0,0,66.2,311,74,48,47,11,36,0,10,0,0,45
최동환,Twins,19,1,1,7.0654142634540955,38,0,0,0,1,2,3,35.2,179,45,31,28,6,29,0,5,0,0,13
성영훈,Bears,19,2,0,3.374989338252847,9,0,0,0,0,0,0,10.2,45,10,6,4,0,4,0,0,1,0,7
유희관,Bears,23,0,0,4.050010235335468,16,0,0,0,0,0,0,13.1,61,15,7,6,1,7,0,0,0,0,10
오현택,Bears,23,0,0,4.450554394551852,17,0,0,0,0,0,0,30.1,130,33,15,15,4,13,0,1,0,0,22
강윤구,Heroes,18,3,2,5.5125,45,13,0,0,1,0,2,80,363,64,52,49,12,70,0,0,3,1,79
이우선,Lions,26,2,0,6.1094847982053,16,9,0,0,0,0,0,45.2,223,58,32,31,10,28,0,5,0,0,33
박민규,Lions,18,0,2,4.95,9,3,0,0,0,0,0,20,90,19,12,11,2,16,0,0,1,0,8
오수호,Giants,19,0,1,9.692307692307692,9,0,0,0,0,1,0,13,68,23,16,14,5,5,0,1,0,0,4
정성철,Tigers,19,0,1,7.941200081522567,11,1,0,0,0,0,0,11.1,61,13,10,10,3,11,2,3,0,0,7
허유강,Eagles,22,1,0,3.4941218025758527,27,0,0,0,0,0,2,28.1,125,23,16,11,1,15,0,7,0,1,10
황재규,Eagles,23,0,3,4.625,49,2,0,0,0,0,2,72,323,70,38,37,7,40,1,7,3,1,49
박성호,Eagles,22,0,0,8.419354838709678,17,0,0,0,0,0,0,31,149,38,29,29,5,22,2,2,5,0,22
박현준,Wyverns,22,0,1,5.823529411764706,14,0,0,0,0,1,0,17,84,21,14,11,1,10,2,2,2,0,7
김원형,Wyverns,36,0,4,4.5900043773692865,25,2,0,0,0,0,1,33.1,148,36,17,17,3,18,2,1,1,0,17
정민철,Eagles,37,0,6,9.870967741935484,8,8,0,0,0,0,0,31,158,54,36,34,7,18,0,0,1,0,21
이대진,Tigers,35,3,5,6.328120285182979,10,10,0,0,0,0,0,42.2,192,45,31,30,6,22,1,5,2,0,25
류택현,Twins,37,4,1,2.9589021768294446,73,0,0,0,1,0,12,48.2,187,38,16,16,2,14,0,3,0,0,33
최상덕,Eagles,38,0,0,6.749978676505694,8,1,0,0,0,0,0,10.2,45,14,8,8,1,1,1,0,2,0,9
전준호,Heroes,34,2,1,6.3,23,1,0,0,1,1,0,40,187,48,29,28,8,20,1,2,0,0,24
최원호,Twins,36,3,2,5.625,10,10,0,0,0,0,0,48,215,52,31,30,7,23,0,4,1,0,28
정현욱,Lions,30,8,5,3.4177215189873418,62,0,0,0,6,6,16,79,339,77,33,30,8,36,1,2,9,0,66
이상열,Heroes,32,0,1,7.363636363636363,26,0,0,0,0,0,5,11,49,12,10,9,4,3,0,0,1,0,6
최영필,Eagles,35,0,2,10.180344739766081,13,2,0,0,0,0,0,20.1,103,31,23,23,4,11,1,0,1,0,11
황두성,Heroes,32,8,3,3.509026623842886,40,10,0,0,9,1,0,92.1,385,76,37,36,10,35,1,2,2,1,79
이정훈,Giants,31,1,3,3.026907279410663,57,0,0,0,8,3,9,74.1,319,77,26,25,5,28,5,8,4,0,50
오상민,Twins,34,3,2,3,63,0,0,0,1,0,6,48,199,49,18,16,4,14,2,2,1,0,44
김경태,Twins,33,0,0,7.534901434866264,20,0,0,0,0,0,2,14.1,79,24,13,12,3,12,0,3,1,0,8
김수경,Heroes,29,6,11,6.673314402410913,25,25,0,0,0,0,0,117.1,539,142,93,87,29,53,1,5,4,0,66
송신영,Heroes,32,3,3,5.233477713675209,58,0,0,0,4,4,6,75.2,348,84,50,44,13,30,2,11,3,0,68
김사율,Giants,29,0,0,9.450023882449425,8,0,0,0,0,0,1,13.1,61,22,15,14,4,1,0,1,0,0,5
유동훈,Tigers,32,6,2,0.5346537480553532,57,0,0,0,22,3,10,67.1,256,37,6,4,2,13,1,7,0,0,38
박정진,Eagles,33,0,0,3.48388232851111,17,0,0,0,0,0,2,10.1,48,10,5,4,1,8,0,0,2,0,7
존슨,Twins,26,1,2,5.275862068965517,5,5,0,0,0,0,0,29,136,34,20,17,2,15,0,3,4,0,26
세데뇨,Bears,25,4,7,5.704225352112676,28,15,0,0,0,0,1,71,350,105,50,45,5,48,1,2,2,0,41
배영수,Lions,28,1,12,7.255503193958813,23,12,0,0,0,2,0,75.2,352,106,73,61,18,22,1,7,2,1,40
강영식,Giants,28,4,3,4.8413824945532005,54,1,0,0,2,1,8,48.1,218,51,28,26,6,28,4,1,3,0,31
이재우,Bears,29,5,2,3.8835630644153674,54,7,0,0,0,2,12,97.1,422,82,47,42,14,49,1,3,6,0,100
이정민,Giants,30,1,2,3.7384642809825905,31,1,0,0,1,0,5,43.1,186,52,19,18,3,13,0,1,5,1,26
우규민,Twins,24,0,3,5.697252691122538,30,0,0,0,7,4,0,36.1,173,46,28,23,3,16,0,6,0,0,22
정재훈,Bears,29,5,5,4.435715977805647,32,11,0,0,0,0,4,93.1,405,99,48,46,6,29,1,7,3,0,80
장원준,Giants,23,13,8,4.149581470740943,28,28,1,1,0,0,0,162.2,727,175,83,75,16,82,5,6,4,0,108
이현승,Heroes,25,13,10,4.182352941176471,30,29,0,0,0,0,0,170,716,161,84,79,25,66,1,5,1,1,120
차우찬,Lions,22,6,9,6.091481976023857,42,19,0,0,0,0,1,109.1,516,129,80,74,17,76,0,6,5,0,97
한기주,Tigers,22,4,5,4.235294117647059,26,0,0,0,4,8,0,34,156,39,20,16,6,15,2,1,1,0,30
이용찬,Bears,20,0,2,4.204914745803938,51,0,0,0,26,5,0,40.2,176,33,22,19,4,19,0,4,1,1,34
이상화,Giants,21,0,1,3.857150814640013,3,3,0,0,0,0,0,16.1,73,22,8,7,1,3,0,0,0,0,11
고창성,Bears,24,5,2,1.945945945945946,64,0,0,0,1,0,16,74,301,59,21,16,1,14,0,11,2,0,48
하준호,Giants,20,0,1,7.297317234648289,20,0,0,0,0,0,3,12.1,54,7,10,10,1,11,0,1,2,0,7
김일엽,Giants,29,0,5,7.363640923711184,18,9,0,0,0,0,0,51.1,244,66,45,42,14,27,1,6,0,0,27
구톰슨,Tigers,32,13,4,3.2355440244264724,26,25,0,0,0,0,0,161.1,667,149,61,58,15,46,2,8,0,0,95
카도쿠라,Wyverns,35,8,4,5,28,23,0,0,0,0,1,126,564,141,78,70,19,53,0,7,2,0,98
박명환,Twins,32,0,1,6.1875,4,4,0,0,0,0,0,16,70,14,12,11,2,9,0,0,0,0,6
손민한,Giants,34,6,5,5.192310358647017,14,14,0,0,0,0,0,69.1,311,87,41,40,3,28,0,4,1,0,20
임경완,Giants,33,4,1,2.4545467063305626,43,0,0,0,1,0,7,62.1,258,55,23,17,1,18,2,3,0,0,37
송승준,Giants,29,13,8,4.723648450955454,29,29,3,3,0,0,0,167.2,735,175,92,88,25,68,4,8,10,0,104
