Name,Team,Age,W,L,ERA,G,GS,CG,ShO,SV,BS,HLD,IP,TBF,H,R,ER,HR,BB,IBB,HBP,WP,BK,SO
김경태,Eagles,25,0,0,7.714263433403998,10,0,0,0,0,0,0,11.2,58,17,10,10,2,9,0,0,1,0,12
김용주,Eagles,24,0,2,9.765936441842285,17,2,0,0,0,0,0,15.2,79,19,18,17,2,15,0,0,1,0,12
이태양,Eagles,25,5,8,4.96737378232974,29,25,0,0,1,0,0,112.1,512,128,66,62,15,62,1,3,2,0,60
박종훈,Wyverns,24,8,13,5.6571428571428575,28,28,0,0,0,0,0,140,650,141,102,88,17,91,0,23,4,0,104
문광은,Wyverns,28,1,1,9.529411764705882,17,0,0,0,0,1,1,17,85,30,18,18,6,7,0,0,0,2,13
임찬규,Twins,23,3,3,6.51063829787234,15,10,0,0,0,0,1,47,215,46,35,34,6,32,0,6,6,0,38
이현호,Bears,23,0,2,7.085106382978723,41,1,0,0,0,0,0,47,223,63,37,37,5,20,1,5,7,0,32
안규영,Bears,28,1,2,6.608387201224373,16,9,0,0,0,0,0,47.2,229,73,36,35,6,24,0,4,2,0,24
이태양,Dinos,23,2,2,4.212765957446808,10,10,0,0,0,0,0,47,209,44,22,22,7,26,1,8,0,0,27
윤지웅,Twins,28,4,2,6.545454545454546,59,0,0,0,0,1,11,44,196,48,33,32,4,18,2,4,1,0,37
김대우,Lions,27,6,0,5.045454545454546,67,0,0,0,0,1,11,66,295,82,39,37,8,19,1,6,2,0,37
홍건희,Tigers,23,4,4,4.981551778919316,50,9,0,0,4,3,5,90.1,407,103,53,50,10,41,2,1,8,0,83
한승혁,Tigers,23,3,2,4.860004634861598,36,0,0,0,1,0,9,33.1,152,36,21,18,3,19,1,2,8,0,31
서진용,Wyverns,23,0,0,4.7249940294102775,25,0,0,0,0,0,3,26.2,120,26,16,14,3,13,2,2,5,0,30
최성훈,Twins,26,2,1,7.147048198656348,28,0,0,0,0,0,4,22.2,112,35,22,18,1,11,1,0,0,0,8
윤명준,Bears,27,4,0,3.9473684210526314,55,0,0,0,2,1,11,57,239,51,25,25,5,17,1,3,4,0,39
이준형,Twins,23,2,6,6.182246076332344,25,13,0,0,0,0,0,71.1,335,84,54,49,4,45,1,4,11,0,35
김윤동,Tigers,23,0,3,5.433962264150943,31,5,0,0,2,1,2,53,242,48,33,32,9,38,0,3,4,0,47
홍성민,Giants,26,1,1,4.464570281689773,52,0,0,0,2,0,5,42.1,185,45,24,21,5,16,3,1,3,0,30
문승원,Wyverns,26,4,4,6.643975740215172,20,12,0,0,0,0,0,63.2,306,86,52,47,12,33,0,3,2,0,49
이민호,Dinos,22,9,9,5.510189711017584,45,21,0,0,2,0,3,130.2,603,159,90,80,18,55,0,6,10,0,102
신재영,Heroes,26,15,7,3.8952490469081065,30,30,0,0,0,0,0,168.2,718,192,76,73,19,21,0,11,2,1,99
최금강,Dinos,27,11,4,5,52,11,0,0,2,1,4,108,486,123,65,60,13,36,0,8,6,2,84
박진형,Giants,22,6,2,5.806451612903226,39,14,0,0,0,1,3,93,438,101,65,60,9,54,0,13,6,1,78
박준표,Tigers,24,4,0,6.2709638835760035,46,2,0,0,0,2,5,51.2,238,60,39,36,4,22,3,8,2,0,33
송창현,Eagles,26,0,0,5.06248400737927,11,0,0,0,0,0,0,10.2,46,9,6,6,0,6,0,0,1,0,11
이성민,Giants,26,6,5,7.077666233124695,36,6,0,0,0,0,1,68.2,327,89,59,54,11,42,5,4,1,0,47
장현식,Dinos,21,1,3,4.480351434729966,37,5,0,0,0,1,1,76.1,331,68,40,38,5,43,0,2,13,0,59
임정호,Dinos,26,1,1,5.400007798342386,42,0,0,0,1,0,7,23.1,111,25,17,14,0,11,0,6,4,0,29
고영표,Wiz,24,2,4,5.591719131762675,53,0,0,0,0,3,5,56.1,260,65,38,35,6,19,0,10,0,1,62
심재민,Wiz,22,2,3,5.4662608668911625,59,0,0,0,0,1,7,54.1,255,75,36,33,4,24,0,5,1,0,30
박세웅,Giants,20,7,12,5.762589928057554,27,27,0,0,0,0,0,139,627,160,97,89,17,62,0,6,9,0,133
안현준,Wiz,21,0,0,6,11,0,0,0,0,0,0,12,57,11,8,8,2,9,0,2,1,0,12
하영민,Heroes,21,1,1,3.1395311933306043,11,1,0,0,0,0,1,28.2,121,33,12,10,2,9,0,2,1,0,15
김유영,Giants,22,0,1,6.553404126032233,46,0,0,0,1,1,3,34.1,171,37,32,25,3,30,1,0,8,0,31
박한길,Giants,22,0,0,6.0612369944343065,9,0,0,0,0,0,0,16.1,78,24,15,11,1,7,0,1,2,0,10
박민호,Wyverns,24,0,1,4.909086653027402,32,0,0,0,0,0,3,36.2,159,40,20,20,4,9,1,4,0,0,18
배재환,Dinos,21,1,1,4.090909090909091,11,1,0,0,0,0,0,22,90,17,11,10,1,9,0,0,2,0,15
엄상백,Wiz,19,1,5,6.750003277173333,52,6,0,0,1,1,8,73.1,345,93,61,55,8,40,1,4,5,0,57
이창재,Wiz,23,3,1,5.1322354499844085,47,0,0,0,1,0,2,40.1,182,48,24,23,6,15,0,2,3,0,38
정성곤,Wiz,19,0,7,5.834173985713625,28,9,0,0,0,0,0,66.1,304,72,52,43,4,33,1,6,3,2,46
주권,Wiz,21,6,8,5.104477611940299,28,26,1,1,0,0,0,134,594,162,80,76,14,44,0,5,2,1,63
조무근,Wiz,24,2,0,8.612061885256697,38,0,0,0,0,0,4,38.2,196,59,37,37,5,27,0,3,6,0,31
최원태,Heroes,19,2,3,7.229508196721311,17,11,0,0,0,0,0,61,293,89,51,49,6,23,0,6,4,0,42
김택형,Heroes,19,2,2,7.623538478347315,32,0,0,0,0,1,7,28.1,135,41,26,24,6,11,0,0,1,0,35
박주현,Heroes,20,7,5,6.352941176470588,30,23,0,0,0,0,0,119,538,153,89,84,19,37,0,8,5,1,71
이준영,Tigers,23,0,2,8.660360840163158,13,1,0,0,0,1,1,17.2,87,22,17,17,4,11,0,0,1,0,7
김명찬,Tigers,23,0,0,4.846153846153846,11,0,0,0,0,0,1,13,59,17,7,7,1,4,0,1,2,0,10
구창모,Dinos,19,4,1,4.1941725825924125,39,9,0,0,0,0,1,68.2,296,61,32,32,9,37,0,2,9,2,67
박세진,Wiz,19,0,2,5.142857142857143,7,3,0,0,0,0,0,21,94,24,13,12,5,13,0,0,2,0,8
고봉재,Bears,23,3,0,6.1714374838198705,25,0,0,0,0,0,0,23.1,101,32,17,16,1,2,0,3,0,0,18
임대한,Lions,22,0,1,5.142857142857143,26,0,0,0,0,0,0,28,126,33,18,16,2,14,0,2,1,0,13
전상현,Tigers,20,0,2,8.100020470670936,8,1,0,0,0,0,1,13.1,67,19,13,12,3,8,0,0,0,0,11
정동현,Tigers,19,1,2,6,9,3,0,0,0,0,0,18,79,20,13,12,2,6,1,2,0,0,4
김재영,Eagles,22,0,0,10.323560105979338,11,2,0,0,0,0,0,11.1,58,18,14,13,2,8,0,3,0,0,4
김주한,Wyverns,23,3,1,4.2471932867635696,39,1,0,0,1,0,2,59.1,254,62,28,28,6,14,0,4,3,1,50
박준영,Dinos,18,1,3,6.950488486631331,32,0,0,0,0,1,5,33.2,158,37,31,26,4,18,0,3,2,0,33
김광수,Tigers,35,2,6,5.159238802696521,54,0,0,0,7,4,14,52.1,241,67,31,30,5,22,1,0,2,0,39
신승현,Twins,32,3,1,4.963238774495107,49,0,0,0,1,2,9,45.1,199,41,26,25,3,24,3,4,3,0,31
이동현,Twins,33,4,3,5.400003961419297,46,0,0,0,2,2,5,43.1,195,54,26,26,5,14,3,3,3,0,38
정대현,Giants,37,1,0,5.192317786321005,24,0,0,0,0,0,8,17.1,85,24,10,10,3,13,2,0,0,0,7
채병용,Wyverns,34,6,3,4.30278701359667,68,0,0,0,2,1,9,83.2,345,77,43,40,9,29,1,3,2,0,67
황덕균,Heroes,33,1,0,3.3061292696914397,7,0,0,0,0,0,0,16.1,68,13,6,6,3,7,0,1,0,0,3
권혁,Eagles,32,6,2,3.8706308161817278,66,0,0,0,3,3,13,95.1,418,93,45,41,5,42,5,7,2,1,77
안지만,Lions,32,2,5,5.785719212224834,31,0,0,0,5,3,5,37.1,173,44,26,24,9,15,0,4,1,0,41
고효준,Tigers,33,0,2,6.065217391304348,24,6,0,0,0,0,2,46,222,54,39,31,6,29,1,2,3,1,52
이명우,Giants,34,2,3,9.272727272727273,45,2,0,0,0,0,6,33,157,41,37,34,5,18,4,1,1,0,25
김진우,Tigers,33,2,1,4.8,11,0,0,0,0,0,2,15,65,16,8,8,3,5,1,2,2,0,10
마정길,Heroes,37,6,1,4.099474392898723,61,0,0,0,0,0,12,63.2,282,61,33,29,10,34,0,4,1,0,52
윤길현,Giants,32,7,7,6,62,0,0,0,2,8,16,60,275,75,42,40,8,22,2,2,3,1,50
노경은,Giants,32,3,12,6.8450678481263205,22,20,0,0,0,1,0,94.2,454,128,79,72,13,48,0,5,10,0,52
김성배,Bears,35,0,1,6.026790846067536,39,0,0,0,1,2,5,37.1,184,59,26,25,5,19,0,2,1,0,27
김승회,Wyverns,35,1,1,5.917816414095472,23,0,0,0,0,1,4,24.1,105,29,16,16,4,9,1,0,2,0,19
임준혁,Wyverns,31,2,6,10.058823529411764,12,11,0,0,0,0,0,34,169,57,41,38,6,10,0,2,0,0,20
윤규진,Eagles,31,7,7,6.817298383898771,41,16,0,0,1,0,3,100.1,472,125,78,76,19,54,3,8,4,0,74
송은범,Eagles,32,2,11,6.418032786885246,30,27,0,0,0,0,1,122,562,159,95,87,13,49,1,5,11,0,85
심수창,Eagles,35,5,5,5.955899860671138,66,10,0,0,2,0,6,113.1,529,138,86,75,14,58,2,4,6,0,76
오주원,Heroes,31,3,2,4.411764705882353,55,0,0,0,2,0,7,51,220,50,25,25,3,17,0,4,0,0,40
윤성환,Lions,34,11,10,4.35,28,28,1,0,0,0,0,180,767,202,95,87,25,41,0,13,6,1,85
박근홍,Lions,30,0,2,7.463414634146342,60,0,0,0,0,2,9,41,192,42,34,34,5,27,1,4,3,0,40
송창식,Eagles,31,8,5,4.976107401004736,66,1,0,0,0,0,8,97.2,437,97,61,54,10,45,0,10,7,0,77
정재원,Eagles,31,0,0,7.593761994522384,14,0,0,0,0,0,0,21.1,102,28,19,18,2,9,1,1,3,0,16
정우람,Eagles,31,8,5,3.3333333333333335,61,0,0,0,16,7,1,81,331,64,33,30,7,26,6,4,5,1,85
신재웅,Wyverns,34,0,1,5.5,35,0,0,0,0,1,4,18,91,16,12,11,4,17,1,3,3,0,17
홍성용,Wiz,29,2,2,6.021586865203409,67,0,0,0,2,1,12,46.1,221,66,32,31,8,19,0,4,0,0,33
박정배,Wyverns,34,2,3,5.399996677523781,49,0,0,0,2,2,11,51.2,223,55,34,31,6,17,1,3,7,0,26
금민철,Heroes,29,1,1,5.1265888385340155,14,2,0,0,0,0,0,26.1,125,36,16,15,2,9,0,1,2,0,16
전유수,Wyverns,29,2,4,5.13497232950382,46,0,0,0,0,2,3,54.1,255,67,38,31,6,29,4,0,1,0,45
이보근,Heroes,30,5,7,4.453605795379279,67,0,0,0,0,2,25,64.2,290,69,36,32,3,27,1,6,5,0,56
곽정철,Tigers,30,0,1,7.902448766517281,27,0,0,0,2,1,1,27.1,137,34,24,24,3,22,0,2,1,1,16
양훈,Heroes,30,1,6,8.278297715954762,20,13,0,0,0,0,0,70.2,348,119,71,65,10,27,0,1,1,0,24
김선규,Dinos,30,1,0,2.9347890581802734,17,0,0,0,0,0,0,15.1,70,20,6,5,1,8,0,1,1,0,6
김진성,Dinos,31,6,8,4.482215331036553,69,0,0,0,1,5,14,84.1,347,79,44,42,15,16,0,2,8,1,100
김세현,Heroes,28,2,0,2.5989318067029488,62,0,0,0,36,8,0,62.1,254,66,19,18,2,7,0,0,4,0,50
장원삼,Lions,33,5,8,7.008513823787398,26,13,0,0,0,1,2,78.1,366,114,69,61,16,23,1,2,2,0,53
김상수,Heroes,28,6,5,4.621621621621622,67,0,0,0,0,6,21,74,331,77,40,38,6,34,2,1,2,0,76
김기태,Lions,29,4,4,7.08,17,15,0,0,0,0,0,75,343,94,61,59,20,22,0,10,2,0,34
배장호,Giants,29,0,0,3.8028114869827268,19,0,0,0,0,0,1,23.2,104,26,10,10,1,10,1,4,0,0,11
진해수,Twins,30,0,4,4.666666666666667,75,0,0,0,1,2,17,54,254,57,30,28,5,37,4,2,1,0,54
유원상,Twins,30,2,1,6.375,19,0,0,0,0,0,1,24,115,31,18,17,3,13,1,2,2,0,15
김강률,Bears,27,0,2,5.142857142857143,25,0,0,0,0,0,4,28,125,31,18,16,2,17,0,2,7,0,21
백정현,Lions,28,6,3,5.7669873010645665,70,4,0,0,0,0,9,68.2,306,73,44,44,9,30,0,2,4,0,77
장필준,Lions,28,4,6,5.125,56,1,0,0,4,3,9,72,317,82,42,41,9,26,0,5,4,0,57
박민석,Dinos,26,0,0,1.661535877480096,21,0,0,0,1,0,3,21.2,90,10,4,4,2,11,0,6,2,0,27
홍상삼,Bears,26,0,1,5.25,11,0,0,0,5,0,1,12,54,12,7,7,0,9,0,0,0,0,17
진야곱,Bears,27,5,2,4.935483870967742,55,2,0,0,1,0,4,62,294,68,38,34,8,40,0,1,4,0,56
임창민,Dinos,30,1,3,2.5714285714285716,65,0,0,0,26,3,6,70,302,61,22,20,5,30,0,5,8,1,91
민태호,Dinos,26,2,0,6.035301295358291,25,0,0,0,0,0,1,28.1,131,33,20,19,2,15,0,4,0,0,18
정대훈,Eagles,31,1,0,4.887927015956504,36,0,0,0,0,0,0,38.2,171,47,24,21,3,10,1,1,1,0,26
최동환,Twins,26,2,0,4.413457491345138,26,0,0,0,1,0,0,34.2,151,30,18,17,2,15,0,4,5,0,22
배우열,Wiz,30,1,1,4.016532091292146,36,0,0,0,1,2,4,40.1,175,47,21,18,2,18,0,0,5,0,29
유희관,Bears,30,15,6,4.4111229629040345,30,29,0,0,0,0,0,185.2,809,212,95,91,22,58,0,6,5,0,102
오현택,Bears,30,1,0,6.096764252923983,20,0,0,0,0,0,4,20.2,91,29,14,14,3,3,0,2,0,0,17
고원준,Bears,26,1,1,5.472965496496991,14,4,0,0,0,0,1,24.2,114,31,15,15,2,11,0,5,0,0,21
정인욱,Lions,25,4,7,6.8108108108108105,27,23,0,0,0,0,0,111,533,138,92,84,19,62,0,8,7,0,70
허준혁,Bears,25,4,7,5.641793293315435,28,15,0,0,0,0,0,89.1,410,106,61,56,17,39,0,7,2,0,56
정용운,Tigers,25,0,1,7.892295418030455,12,3,0,0,0,0,0,21.2,113,31,21,19,1,20,1,0,3,1,12
장민재,Eagles,26,6,6,4.675990707882987,48,13,0,0,0,0,1,119.1,542,133,66,62,15,67,0,4,3,1,92
김동호,Lions,30,0,1,7.636363636363637,33,0,0,0,0,0,2,33,154,46,28,28,5,14,0,3,4,0,21
김태훈,Wyverns,26,0,1,4.295444676721405,15,2,0,0,0,0,0,14.2,72,15,7,7,1,12,2,1,4,0,9
정현욱,Twins,37,1,0,7.285714285714286,17,0,0,0,1,0,3,21,97,22,19,17,4,10,1,4,2,0,18
최영필,Tigers,42,4,3,3.61046711814521,54,3,0,0,2,1,10,57.1,249,74,26,23,6,8,0,3,5,0,54
이정훈,Heroes,38,0,3,7,15,0,0,0,0,0,1,18,87,32,14,14,3,5,0,0,5,0,8
송신영,Eagles,39,0,1,5.023267623244176,11,3,0,0,0,0,0,14.1,65,24,8,8,1,2,0,1,0,0,7
권오준,Lions,36,1,3,3.884894751744134,41,0,0,0,0,1,7,46.1,194,48,20,20,9,11,0,3,1,0,35
김사율,Wiz,36,0,1,5.340665273462222,25,0,0,0,1,0,1,30.1,143,29,20,18,4,17,2,2,3,0,27
박정진,Eagles,40,4,4,5.571428571428571,77,1,0,0,0,1,6,84,374,96,58,52,11,33,2,2,9,0,85
심창민,Lions,23,2,6,2.9724756078227155,62,0,0,0,25,6,4,72.2,303,59,29,24,6,26,3,4,1,1,76
임정우,Twins,25,3,8,3.8207527919791207,67,0,0,0,28,5,0,70.2,317,73,31,30,5,36,4,6,6,0,87
강영식,Giants,35,0,2,5.399984403382798,24,0,0,0,0,1,5,11.2,55,13,8,7,2,9,0,0,0,0,11
이재우,Eagles,36,0,1,6.039481717474361,15,3,0,0,0,0,0,25.1,122,34,20,17,9,14,1,3,0,0,18
이정민,Giants,37,5,2,3.155844155844156,67,0,0,0,2,0,9,77,326,83,29,27,6,21,1,5,5,0,60
우규민,Twins,31,6,11,4.909090909090909,28,24,1,1,0,0,1,132,599,166,89,72,16,36,1,18,1,0,81
정재훈,Bears,36,1,5,3.2675179083744634,46,0,0,0,2,5,23,52.1,219,43,21,19,3,17,1,5,2,0,56
장원준,Bears,30,15,6,3.3214285714285716,27,27,0,0,0,0,0,168,727,161,66,62,14,76,0,9,8,0,137
윤희상,Wyverns,31,9,6,4.842378152939796,23,22,0,0,0,0,0,122.2,540,143,69,66,18,44,0,6,5,1,74
손승락,Giants,34,7,3,4.263155219959447,48,0,0,0,20,6,0,50.2,232,61,25,24,5,24,4,3,5,1,48
원종현,Dinos,28,3,3,3.1839606599826005,54,0,0,0,3,2,17,70.2,283,51,26,25,4,18,0,3,4,0,75
이현승,Bears,32,1,4,4.838147621955418,56,0,0,0,25,7,1,57.2,260,65,36,31,8,17,3,7,2,1,41
차우찬,Lions,29,12,6,4.726487597531676,24,24,1,0,0,0,0,152.1,671,168,87,80,16,65,0,8,5,0,120
한기주,Tigers,29,4,3,7.623525135082281,29,5,0,0,1,1,1,56.2,278,81,48,48,11,30,3,5,1,0,27
박희수,Wyverns,32,4,5,3.292681012106516,51,0,0,0,26,4,0,54.2,237,43,23,20,3,26,3,5,2,0,37
장시환,Wiz,28,3,12,6.331861399627266,40,7,0,0,6,4,3,75.1,365,93,62,53,7,43,5,9,11,0,67
이상화,Wiz,28,0,0,7.989788143208423,16,0,0,0,0,0,0,32.2,160,55,32,29,7,10,0,0,1,0,24
마에스트리,Eagles,31,2,2,9.418593579991812,9,8,0,0,0,0,0,28.2,157,37,37,30,4,34,0,1,6,0,23
정영일,Wyverns,27,1,0,4.743236763630726,21,0,0,0,0,0,1,24.2,99,16,13,13,3,12,0,3,1,0,18
밴와트,Wiz,30,6,13,5.948004750305845,28,27,0,0,0,0,0,134.2,614,172,103,89,21,49,0,4,6,0,92
맥그레거,Heroes,29,6,3,5.2,14,14,0,0,0,0,0,90,385,108,56,52,13,20,0,2,3,1,61
정수민,Dinos,26,3,3,6.1875,15,11,0,0,0,0,0,48,223,59,34,33,4,29,0,5,2,0,31
김재윤,Wiz,25,8,1,4.969328060810148,52,0,0,0,14,3,1,54.1,235,61,31,30,6,15,0,1,3,0,73
라라,Wyverns,27,2,6,6.703452684765971,17,9,0,0,0,0,1,48.1,232,66,46,36,5,30,0,1,3,1,40
로위,Wiz,31,3,6,6.3,14,13,0,0,0,0,0,60,295,74,46,42,6,39,0,5,8,1,68
송승준,Giants,36,1,2,8.709684117904876,10,10,0,0,0,0,0,41.1,201,62,43,40,6,21,0,2,4,0,35
