Name,Team,Age,W,L,ERA,G,GS,CG,ShO,SV,BS,HLD,IP,TBF,H,R,ER,HR,BB,IBB,HBP,WP,BK,SO
피어밴드,Heroes,29,13,11,4.669181905049134,30,30,0,0,0,0,0,177.1,774,202,101,92,23,61,1,12,7,3,137
소사,Twins,29,10,12,4.029166585203435,32,30,2,1,0,0,1,194.1,809,199,102,87,16,36,0,5,6,1,177
옥스프링,Wiz,38,12,10,4.475675675675675,31,31,3,0,0,0,0,185,806,200,104,92,23,66,0,10,5,0,142
스튜어트,Dinos,28,8,2,2.677046244828047,19,19,0,0,0,0,0,117.2,488,116,37,35,7,26,0,6,4,1,109
스와잭,Bears,29,5,7,5.263539935764329,20,17,0,0,0,0,1,92.1,414,110,57,54,9,30,1,4,4,1,72
루카스,Twins,30,10,11,4.928145556825736,33,30,0,0,0,1,1,171.2,785,175,103,94,11,108,4,14,11,1,151
린드블럼,Giants,28,13,11,3.557142857142857,32,32,2,1,0,0,0,210,861,196,86,83,28,52,0,12,12,0,180
봉중근,Twins,34,5,2,4.925678849657709,47,2,0,0,15,5,0,49.1,223,60,28,27,10,23,4,6,3,0,39
류제국,Twins,32,4,9,4.776923076923077,24,23,0,0,0,0,0,130,572,134,72,69,16,55,1,14,15,0,88
피가로,Lions,30,13,7,3.381818181818182,25,25,1,0,0,0,0,165,688,154,66,62,16,51,0,7,6,0,117
클로이드,Lions,28,11,11,5.185792689692226,28,28,0,0,0,0,0,159.2,705,190,103,92,24,38,0,12,3,1,123
험버,Tigers,32,3,3,6.749995764935791,12,11,0,0,0,0,0,50.2,244,62,38,38,11,32,0,5,6,0,35
해커,Dinos,32,19,5,3.1323529411764706,31,31,1,0,0,0,0,204,833,174,81,71,14,36,1,25,6,0,164
서재응,Tigers,38,1,4,4.95,9,9,0,0,0,0,0,40,174,52,23,22,5,8,0,5,1,0,16
어윈,Wiz,28,1,7,8.678571428571429,12,12,0,0,0,0,0,56,271,90,57,54,10,21,0,2,2,0,41
이승현,Twins,23,0,0,5.869578116360547,15,0,0,0,0,0,0,15.1,71,14,10,10,1,10,0,1,0,0,21
김지용,Twins,27,1,1,4.1326490395905635,24,0,0,0,0,0,0,32.2,137,30,15,15,4,12,2,1,2,0,28
이재학,Dinos,24,10,8,4.104,29,23,0,0,0,0,1,125,545,115,58,57,17,58,1,9,5,0,116
정대현,Wiz,23,5,11,5.186440677966102,30,26,0,0,0,0,0,118,542,138,80,68,19,62,0,4,6,0,82
문성현,Heroes,23,0,5,6.283633923038138,34,13,0,0,0,0,1,91.2,425,114,75,64,10,39,0,5,9,0,58
김건태,Heroes,23,0,2,7.043493739632656,13,1,0,0,0,0,1,15.1,79,20,14,12,2,10,0,3,4,0,11
김현우,Lions,27,0,0,7.297317234648289,11,0,0,0,0,0,0,12.1,55,14,10,10,5,5,0,1,0,0,14
임기준,Tigers,23,1,3,6.617647058823529,17,6,0,0,0,0,0,34,175,39,32,25,4,27,0,12,4,0,26
심동섭,Tigers,23,3,1,5.023258599158552,69,0,0,0,1,1,21,57.1,257,47,35,32,7,43,3,3,5,1,71
박종훈,Wyverns,23,6,8,5.186440677966102,33,23,0,0,0,0,0,118,530,123,74,68,7,53,1,17,5,0,105
문광은,Wyverns,27,1,5,6.854926073497912,53,1,0,0,1,1,11,64.1,304,87,55,49,13,27,5,4,10,0,54
최원재,Wiz,28,2,1,3.8181818181818183,36,0,0,0,0,0,3,33,148,43,16,14,2,12,1,3,1,0,24
이현호,Bears,22,6,1,4.186046511627907,49,7,0,0,0,0,2,86,377,83,43,40,8,35,0,4,17,0,87
양현,Bears,22,0,0,5.225823492766664,13,0,0,0,0,0,0,10.1,50,19,7,6,2,0,0,3,0,0,7
이태양,Dinos,22,10,5,3.669912019159457,29,25,0,0,0,0,0,137.1,591,141,59,56,19,40,1,19,0,1,113
윤지웅,Twins,27,3,1,3.774193548387097,78,0,0,0,0,1,12,62,245,47,26,26,3,17,0,1,4,0,54
김대우,Heroes,26,6,3,4.943661971830986,47,1,0,0,1,1,4,71,318,81,44,39,8,31,1,6,4,0,63
김명성,Bears,27,1,0,7.788476679481507,17,0,0,0,0,0,0,17.1,89,27,15,15,2,11,0,1,4,0,10
홍건희,Tigers,22,2,5,6.036585365853658,38,7,0,0,1,0,0,82,383,84,63,55,18,57,4,4,8,0,86
한승혁,Tigers,22,2,6,5.464285714285714,49,0,0,0,0,3,6,56,251,55,36,34,7,36,3,1,17,0,56
유창식,Tigers,23,0,8,7.902434429055639,27,12,0,0,0,1,0,54.2,268,67,53,48,9,40,0,3,8,0,34
서진용,Wyverns,22,0,0,5.906259329072966,18,0,0,0,0,0,0,21.1,95,25,14,14,4,6,2,0,3,0,24
윤명준,Bears,26,4,6,3.9705882352941178,60,0,0,0,6,5,7,68,302,72,33,30,9,30,3,5,3,0,48
김태훈,Heroes,23,1,1,6.43709015820368,22,5,0,0,0,0,0,50.1,237,56,41,36,7,30,0,3,4,0,32
한현희,Heroes,22,11,4,4.8162292259016,45,17,0,0,0,0,10,123.1,542,126,70,66,14,41,0,13,3,1,122
김원중,Giants,22,0,0,5.754107896389524,15,0,0,0,0,0,1,20.1,99,21,15,13,1,15,1,3,1,0,20
임준섭,Eagles,25,1,0,3.724144421927826,22,0,0,0,0,0,2,19.1,95,26,12,8,1,13,2,0,1,0,18
홍성민,Giants,25,4,4,3.951219512195122,67,0,0,0,1,3,8,82,352,85,38,36,8,24,4,10,4,0,65
김기현,Eagles,26,1,0,4.354842058952438,54,0,0,0,0,0,3,41.1,187,36,20,20,5,30,1,3,5,0,32
노성호,Dinos,25,1,2,10.647872163551636,17,3,0,0,0,0,0,23.2,122,33,28,28,8,23,0,0,4,0,25
이민호,Dinos,21,6,5,5.0625,64,6,0,0,0,3,10,96,436,103,62,54,15,41,3,6,8,1,103
최금강,Dinos,26,6,5,3.713753172224409,78,0,0,0,1,1,14,89.2,384,77,40,37,11,37,2,11,12,0,61
함덕주,Bears,20,7,2,3.648646767772588,68,0,0,0,2,0,16,61.2,278,52,30,25,4,46,1,2,2,1,76
조상우,Heroes,20,8,5,3.0857154628213195,70,0,0,0,5,3,19,93.1,382,65,36,32,4,41,2,6,7,0,89
구승민,Giants,25,0,2,10.241379310344827,11,3,0,0,0,0,0,29,140,46,33,33,9,9,0,2,4,0,20
박준표,Tigers,23,2,2,6.260869565217392,37,2,0,0,0,0,3,46,201,54,32,32,4,11,1,5,2,0,33
손정욱,Dinos,24,1,0,6.557152326558612,20,1,0,0,0,0,0,23.1,112,37,17,17,3,9,0,0,0,0,17
이성민,Giants,25,5,7,4.58256656206002,61,0,0,0,4,6,7,72.2,343,92,44,37,11,33,4,4,5,0,58
임정호,Dinos,25,1,2,3.75,80,0,0,0,0,0,14,48,200,31,21,20,2,27,1,5,3,0,54
이상민,Heroes,24,0,1,10.7069152130425,23,0,0,0,0,0,1,19.1,99,29,23,23,4,10,0,3,1,0,12
박진우,Dinos,25,1,1,3.13954226452761,11,0,0,0,0,0,0,14.1,62,19,5,5,1,2,0,1,0,0,8
고영표,Wiz,23,3,4,5.684210526315789,46,0,0,0,0,1,0,57,266,68,41,36,2,19,1,16,3,0,57
심재민,Wiz,21,2,3,6.869826361879857,50,1,0,0,0,0,1,56.1,270,68,45,43,3,41,3,7,9,0,29
박세웅,Giants,19,2,11,5.7631578947368425,31,21,0,0,0,0,0,114,526,129,81,73,16,54,1,12,10,0,82
안현준,Wiz,20,0,0,5.0625,13,0,0,0,0,0,0,16,84,23,13,9,1,12,0,1,2,0,25
임지섭,Twins,19,1,2,6.252624925530664,8,8,0,0,0,0,0,31.2,144,18,23,22,3,36,0,2,9,0,37
하영민,Heroes,20,2,0,7.528839249941707,18,2,0,0,0,0,0,34.2,159,48,30,29,7,12,0,2,5,0,25
이인복,Giants,24,0,0,10.180344739766081,9,1,0,0,0,0,0,20.1,105,36,25,23,4,8,0,2,4,0,9
박한길,Eagles,21,0,0,8.560954501892247,10,0,0,0,0,0,0,13.2,71,17,13,13,0,12,1,2,2,0,9
박민호,Wyverns,23,1,1,4.280493081863527,20,0,0,0,0,0,1,27.1,116,26,18,13,4,9,0,2,0,0,12
강장산,Dinos,25,0,0,5.6103822447972735,20,0,0,0,0,0,0,25.2,121,27,17,16,3,15,1,3,4,0,9
홍성무,Wiz,22,0,1,4.821428571428571,23,0,0,0,0,0,0,28,121,31,15,15,5,9,0,1,0,0,22
김민수,Wiz,22,0,1,5.785722641081128,15,1,0,0,0,0,1,23.1,115,30,18,15,1,13,0,1,5,1,18
엄상백,Wiz,18,5,6,6.66,28,22,0,0,0,0,0,100,465,127,77,74,15,50,0,10,6,1,78
이창재,Wiz,22,0,1,6.818181818181818,38,0,0,0,0,0,3,33,151,38,30,25,8,12,1,2,3,0,32
정성곤,Wiz,18,2,6,8.53448275862069,20,15,0,0,0,0,0,58,300,81,58,55,12,51,0,1,2,1,41
주권,Wiz,20,0,2,8.506861095262241,15,3,0,0,0,0,0,24.1,123,43,26,23,6,9,0,2,2,0,13
조무근,Wiz,23,8,5,1.8837199944046403,43,1,0,0,4,1,2,71.2,298,54,26,15,3,32,1,4,5,0,83
김택형,Heroes,18,4,4,7.913793103448276,37,10,0,0,0,0,2,58,293,79,58,51,7,42,0,6,9,0,55
박정수,Tigers,19,0,3,5.5275632059016235,19,4,0,0,0,0,0,42.1,197,47,31,26,4,19,0,6,4,2,25
문경찬,Tigers,22,1,3,9.759024258618512,8,4,0,0,0,0,0,27.2,133,44,32,30,7,10,0,1,0,0,15
김민우,Eagles,19,1,3,5.142857142857143,36,8,0,0,0,0,0,70,314,67,41,40,5,38,3,10,5,0,50
김범수,Eagles,19,0,2,7.363619445808124,15,0,0,0,0,0,0,14.2,72,10,12,12,0,20,0,1,3,0,10
김광수,Tigers,34,4,4,4.53434784405261,41,1,0,0,0,1,9,43.2,194,53,24,22,2,13,1,2,2,0,22
신승현,Twins,31,0,1,4.794388250200994,37,0,0,0,0,0,3,35.2,155,32,19,19,3,18,3,5,3,0,30
이동현,Twins,32,5,5,4.39887876129084,60,0,0,0,4,4,11,59.1,258,65,33,29,4,20,5,2,7,0,55
김태영,Tigers,35,0,2,5.1923076923076925,27,0,0,0,0,0,4,26,120,36,16,15,3,8,0,4,3,0,30
정대현,Giants,36,2,1,2.945459959181971,19,0,0,0,3,1,3,18.1,77,16,6,6,3,7,0,2,2,0,17
채병용,Wyverns,33,4,4,6.072289156626506,33,8,0,0,0,0,1,83,367,103,56,56,17,27,1,3,4,0,78
김건한,Lions,34,1,1,6.0612369944343065,16,1,0,0,0,0,0,16.1,83,26,11,11,1,8,0,1,0,0,6
이재영,Wyverns,36,1,0,4.645161290322581,26,0,0,0,0,0,1,31,145,36,18,16,4,13,0,3,1,0,26
권혁,Eagles,31,9,13,4.982142857142857,78,0,0,0,17,8,6,112,506,124,68,62,15,53,7,5,5,1,88
안지만,Lions,31,4,3,3.3319164080300747,66,0,0,0,0,4,37,78.1,323,76,29,29,8,26,2,2,2,0,96
고효준,Wyverns,32,0,3,6.176470588235294,30,2,0,0,0,0,0,51,246,61,37,35,8,31,0,4,4,0,43
이명우,Giants,33,2,1,5.6440677966101696,59,5,0,0,0,0,6,59,270,78,44,37,5,20,1,2,3,0,34
김진우,Tigers,32,1,0,3.4615384615384617,4,2,0,0,0,0,1,13,55,12,5,5,1,9,0,1,0,0,12
신용운,Lions,31,1,1,7.012977805996592,35,0,0,0,0,0,2,25.2,131,35,23,20,2,16,2,2,5,0,22
마정길,Heroes,36,0,0,5.06250431069673,35,0,0,0,0,0,0,37.1,166,36,22,21,4,17,0,6,1,0,33
윤길현,Wyverns,31,0,4,3.1595728653172914,70,0,0,0,13,5,17,62.2,284,58,25,22,7,36,4,2,3,0,62
노경은,Bears,31,1,4,4.474288152579255,47,0,0,0,4,3,0,58.1,267,57,33,29,6,37,1,5,8,0,41
김성배,Giants,34,2,3,7.714279532008185,45,0,0,0,1,2,5,39.2,188,51,34,34,2,19,3,2,0,1,33
김승회,Giants,34,7,3,6.24,39,7,0,0,2,1,2,75,343,96,52,52,13,28,3,4,2,0,50
임준혁,Tigers,30,9,6,4.095494120100006,27,21,0,0,0,0,2,118.2,514,125,58,54,11,43,1,8,3,0,73
안영명,Eagles,30,10,6,5.098417807492455,35,27,0,0,0,0,1,125.1,568,137,77,71,15,60,1,11,4,0,82
윤규진,Eagles,30,3,2,2.6644720124746546,40,0,0,0,10,2,3,50.2,205,39,15,15,3,21,3,0,2,0,48
송은범,Eagles,31,2,9,7.0379182546482015,33,14,0,0,4,1,1,70.1,341,103,59,55,10,30,0,4,11,1,48
장진용,Twins,29,1,3,6.402068149987595,11,9,0,0,0,0,0,32.1,150,43,26,23,5,7,0,5,0,0,20
심수창,Giants,34,4,6,6.013639283299878,39,6,0,0,5,2,3,73.1,340,99,56,49,9,29,4,3,14,0,76
오주원,Heroes,30,0,2,9.327289870742907,9,4,0,0,0,0,0,18.1,96,31,19,19,4,12,0,1,3,0,11
윤성환,Lions,33,17,8,3.7577319587628866,30,30,3,1,0,0,0,194,809,199,86,81,27,30,0,10,1,0,164
박근홍,Lions,29,2,2,2.9589021768294446,66,0,0,0,0,1,8,48.2,212,39,20,16,3,24,0,6,5,0,55
송창식,Eagles,30,8,7,6.440366972477064,64,10,0,0,0,0,11,109,503,115,82,78,29,64,5,7,8,1,87
정우람,Wyverns,30,7,5,3.2142857142857144,69,0,0,0,16,5,11,70,287,52,25,25,3,28,5,1,3,0,90
신재웅,Wyverns,33,0,1,4.1125853788523505,61,0,0,0,0,0,9,50.1,236,72,28,23,5,17,0,4,0,0,49
홍성용,Wiz,28,0,4,3.8571397660040927,42,0,0,0,0,0,10,39.2,174,39,19,17,3,13,2,6,1,0,31
박정배,Wyverns,33,2,2,5.328954456595024,24,0,0,0,0,0,2,25.1,115,25,15,15,3,13,3,2,1,0,28
금민철,Heroes,28,1,1,4.5,7,5,0,0,0,0,0,22,104,25,11,11,2,14,0,2,0,0,11
조현근,Lions,29,0,0,3.2586263691868473,22,0,0,0,0,0,1,19.1,81,18,10,7,1,7,0,1,0,0,11
전유수,Wyverns,28,3,6,4.403431457780162,66,0,0,0,1,0,5,77.2,337,66,39,38,9,42,5,5,2,0,84
윤근영,Wiz,29,1,4,5.625,17,7,0,0,0,0,2,32,155,35,23,20,3,21,0,4,4,0,21
양훈,Heroes,29,2,1,1.4086968203808496,16,3,0,0,0,0,0,38.1,153,33,9,6,1,14,0,0,0,0,15
김선규,Twins,29,2,0,3.126312462765332,31,0,0,0,0,0,2,31.2,136,34,12,11,5,10,2,2,1,0,19
김진성,Dinos,30,3,4,4.5,59,0,0,0,5,3,12,66,271,59,35,33,14,18,0,1,2,0,70
김기표,Wiz,32,0,0,6.096794074894442,14,0,0,0,0,0,0,10.1,43,11,7,7,2,2,0,1,1,1,6
김세현,Heroes,27,4,5,4.383765565448998,57,4,1,1,0,1,6,90.1,389,90,47,44,14,28,0,7,6,0,85
장원삼,Lions,32,10,9,5.795107501064298,26,25,0,0,0,0,0,136.2,599,151,96,88,29,50,1,1,3,0,107
김기태,Lions,28,3,0,7.0568262883054835,23,0,0,0,0,0,0,29.1,131,36,25,23,11,10,0,0,1,0,23
배장호,Giants,28,0,2,6.593015505994268,9,5,0,0,0,0,0,28.2,132,35,21,21,5,10,1,5,0,0,9
진해수,Twins,29,2,2,5.717653858760486,39,0,0,0,0,0,4,28.1,128,29,19,18,2,16,0,5,3,0,20
유원상,Twins,29,1,1,5.594594594594595,25,0,0,0,0,0,1,37,163,44,26,23,6,12,1,2,2,0,22
이원재,Bears,26,1,0,12.656210018448176,12,0,0,0,0,0,0,10.2,63,21,15,15,2,12,0,1,4,0,5
김강률,Bears,26,3,1,2.4545398152693743,16,0,0,0,0,1,3,14.2,67,14,5,4,1,10,0,0,1,0,7
백정현,Lions,27,0,0,6.107142857142857,31,1,0,0,0,0,2,28,135,32,19,19,3,20,1,1,3,0,37
이동걸,Eagles,31,2,0,4.466168615992708,32,0,0,0,0,0,0,44.1,219,58,28,22,8,28,3,4,5,0,25
정찬헌,Twins,25,3,6,5.5227272727272725,32,0,0,0,1,1,5,44,191,49,27,27,3,14,2,5,2,0,32
진야곱,Bears,26,5,9,7.012964256130131,47,14,0,0,0,1,4,102.2,486,120,88,80,12,68,0,3,9,4,108
임창민,Dinos,29,1,5,3.796875,61,0,0,0,31,4,0,64,266,57,28,27,7,21,2,1,3,0,72
민태호,Dinos,25,1,0,4.909084464197615,21,0,0,0,0,0,0,25.2,128,28,17,14,2,23,1,4,1,0,21
김수완,Bears,25,0,0,8.80436717454082,9,2,0,0,0,0,0,15.1,80,22,15,15,4,9,0,3,0,0,13
정대훈,Eagles,30,1,1,4.75,51,0,0,0,0,1,2,36,162,44,21,19,4,14,3,5,1,0,12
백청훈,Wyverns,27,1,2,4.790314770154558,7,4,0,0,0,0,0,20.2,94,24,13,11,2,11,0,2,4,1,14
최동환,Twins,25,0,0,8.274180057539692,17,0,0,0,0,0,0,20.2,101,32,19,19,7,6,1,2,2,0,21
배우열,Wiz,29,0,0,5.625,12,0,0,0,0,1,1,16,70,21,10,10,2,4,0,0,2,0,17
유희관,Bears,29,18,5,3.9384815000655267,30,30,1,1,0,0,0,189.2,786,193,84,83,23,44,0,4,4,1,126
오현택,Bears,29,1,3,5.303571428571429,61,0,0,0,0,1,13,56,239,59,33,33,6,16,3,4,0,1,45
정인욱,Lions,24,2,2,8.28410042540209,12,4,0,0,1,0,0,29.1,143,40,27,27,5,16,0,2,0,0,29
허준혁,Bears,24,3,2,3.5714285714285716,16,14,0,0,0,0,0,63,282,52,37,25,7,41,1,6,3,0,45
박성호,Eagles,28,0,0,4.790314770154558,16,0,0,0,0,0,1,20.2,96,24,14,11,2,11,1,1,1,0,12
최영필,Tigers,41,5,2,2.857142857142857,59,0,0,0,0,3,10,63,247,57,23,20,8,8,0,2,1,0,51
김광삼,Twins,34,0,1,5.744668495201345,4,4,0,0,0,0,0,15.2,72,16,13,10,2,9,0,1,0,0,11
송신영,Heroes,38,7,4,5.3478260869565215,18,16,0,0,0,0,0,69,298,77,42,41,12,22,0,2,2,0,46
권오준,Lions,35,0,0,8.035714285714286,30,0,0,0,0,0,0,28,131,33,27,25,5,9,1,5,2,0,24
김사율,Wiz,35,0,0,8.064924476896081,21,0,0,0,0,1,0,25.2,126,40,28,23,4,11,1,2,3,0,24
박정진,Eagles,39,6,1,3.09375,76,0,0,0,1,1,15,96,411,84,37,33,8,39,3,5,7,0,92
심창민,Lions,22,6,3,4.277229984442825,61,0,0,0,0,0,9,67.1,280,54,32,32,7,24,1,5,2,0,91
임정우,Twins,24,6,9,5.036697247706422,54,11,0,0,5,3,3,109,501,123,65,61,8,50,4,14,8,1,99
배영수,Eagles,34,4,11,7.03960396039604,32,21,0,0,0,1,1,101,469,124,93,79,21,39,0,14,6,0,56
강영식,Giants,34,2,1,4.189651727962717,50,0,0,0,2,1,6,38.2,159,40,21,18,6,10,0,0,2,0,46
이재우,Bears,35,0,2,6.260869565217392,37,1,0,0,0,1,9,46,213,44,33,32,9,28,0,5,2,0,47
이정민,Giants,36,1,4,5.84327942344365,34,0,0,0,1,2,5,44.2,212,59,34,29,4,31,2,2,6,0,36
우규민,Twins,30,11,9,3.4192063415119263,25,25,1,0,0,0,0,152.2,621,163,64,58,13,17,0,12,2,0,119
장원준,Bears,29,12,12,4.084471167556726,30,30,1,0,0,0,0,169.2,748,182,86,77,13,68,1,14,2,0,128
윤희상,Wyverns,30,5,9,5.8821451010031405,21,21,0,0,0,0,0,93.1,415,113,65,61,15,34,2,3,2,0,67
손승락,Heroes,33,4,6,3.81521936873735,58,0,0,0,23,6,0,61.1,272,73,35,26,6,13,2,3,1,0,63
이현승,Bears,31,3,1,2.8928551722559437,41,0,0,0,18,6,2,46.2,191,45,16,15,3,10,2,2,2,0,41
차우찬,Lions,28,13,7,4.786127167630058,31,29,0,0,0,0,1,173,743,160,98,92,28,74,1,5,9,1,194
박희수,Wyverns,31,0,0,5.4,14,1,0,0,0,1,2,10,51,13,6,6,3,8,0,1,0,0,12
장시환,Wiz,27,7,5,3.97767667472453,47,0,0,0,12,5,0,74.2,308,73,33,33,1,28,2,1,6,0,75
이상화,Giants,27,3,8,6.545454545454546,14,12,0,0,0,0,0,55,255,69,43,40,7,25,0,1,1,0,35
이재곤,Giants,26,0,2,6.230769230769231,5,5,0,0,0,0,0,13,71,15,10,9,1,18,0,4,0,0,9
박명환,Dinos,38,1,1,4.846153846153846,11,4,0,0,0,0,0,26,118,36,14,14,6,5,0,3,2,0,15
손민한,Dinos,40,11,6,4.885714285714286,26,19,0,0,0,0,0,105,444,122,65,57,8,15,0,5,3,0,50
이혜천,Dinos,36,0,0,5.192317786321005,29,0,0,0,0,0,3,17.1,74,15,11,10,3,7,0,2,1,0,10
찰리,Dinos,29,4,5,5.737503419818532,12,12,0,0,0,0,0,53.1,245,67,39,34,8,19,0,7,1,0,29
밴와트,Wyverns,29,5,3,4.633138709174788,12,12,0,0,0,0,0,56.1,245,70,29,29,5,13,0,2,2,1,50
김재윤,Wiz,24,1,2,4.23134027214885,42,0,0,0,0,1,6,44.2,188,46,23,21,3,12,2,1,1,0,70
송승준,Giants,35,8,7,4.752,25,23,0,0,0,0,0,125,551,131,71,66,17,46,1,4,8,0,112
