Name,Team,Age,W,L,ERA,G,GS,CG,ShO,SV,BS,HLD,IP,TBF,H,R,ER,HR,BB,IBB,HBP,WP,BK,SO
바워스,Unicorns,31,13,4,3.006953424303115,24,22,0,0,1,0,1,143.2,601,145,58,48,12,46,0,9,5,0,85
조진호,Wyverns,27,4,5,5.196650397229516,19,17,0,0,0,0,0,79.2,347,99,50,46,10,17,0,3,1,0,22
존슨,Tigers,27,8,1,3,18,10,1,0,3,0,1,69,281,49,24,23,8,31,0,2,4,0,53
키퍼,Bears,34,8,7,3.7885298949380215,29,29,3,1,0,0,0,168.2,711,160,78,71,15,46,2,17,2,0,77
이상훈,Twins,32,4,4,3.335292246598498,55,0,0,0,30,0,0,56.2,233,42,22,21,4,21,4,0,1,0,55
리오스,Tigers,30,10,13,3.8162475238548224,30,30,2,0,0,0,0,188.2,820,186,93,80,19,62,1,28,5,0,121
임창용,Lions,27,13,3,3.5510204081632653,28,26,1,1,1,0,0,147,618,141,63,58,15,44,1,15,1,0,85
스미스,Wyverns,30,7,10,4.203947368421052,30,27,1,1,0,0,0,152,662,157,84,71,9,61,1,9,4,1,82
라이언,Lions,28,1,3,5.023258599158552,15,10,0,0,1,0,0,57.1,250,65,33,32,5,16,0,3,1,0,28
경헌호,Twins,25,4,4,4.2028280711770325,54,0,0,0,1,0,11,70.2,319,74,39,33,8,34,2,3,3,0,73
김광수,Twins,22,4,7,5.096385542168675,28,12,0,0,1,0,0,83,374,87,52,47,12,39,0,4,1,0,56
신철인,Unicorns,26,3,2,3.0655036132362925,52,0,0,0,1,0,10,76.1,327,59,28,26,10,40,0,4,2,0,88
마일영,Unicorns,22,3,6,5.971156912444069,20,14,0,0,0,0,0,69.1,333,81,50,46,4,41,0,7,5,0,32
김성태,Unicorns,21,2,0,6.096778882533414,25,0,0,0,0,0,1,41.1,199,54,37,28,7,19,0,3,5,0,38
이동학,Unicorns,22,8,3,5.353450740561333,27,11,0,0,0,0,0,77.1,346,91,55,46,8,33,0,4,5,0,41
이용훈,Giants,25,0,1,11.076923076923077,8,1,0,0,0,0,0,13,78,25,17,16,5,14,0,2,1,0,9
조규수,Eagles,21,4,10,5.2809917355371905,32,21,0,0,2,0,1,121,532,121,74,71,18,60,1,4,6,1,80
이승호,Wyverns,26,5,4,4.082474226804123,23,15,2,2,0,0,2,97,423,88,45,44,16,50,0,9,1,0,81
신승현,Wyverns,19,0,0,6,25,0,0,0,1,0,2,42,184,42,32,28,10,15,0,2,3,0,30
