Name,Team,Age,W,L,ERA,G,GS,CG,ShO,SV,BS,HLD,IP,TBF,H,R,ER,HR,BB,IBB,HBP,WP,BK,SO
레일리,Giants,29,13,7,3.7953805696887404,30,30,1,0,0,0,0,187.1,798,199,87,79,19,44,0,17,3,1,156
오간도,Eagles,33,10,5,3.9272727272727272,19,19,0,0,0,0,0,110,475,115,53,48,8,30,0,11,6,1,74
로치,Wiz,27,4,15,4.6909090909090905,28,28,1,0,0,0,0,165,743,200,106,86,18,60,0,13,10,1,99
켈리,Wyverns,28,16,7,3.6,30,30,0,0,0,0,0,190,815,204,85,76,16,45,2,11,9,1,189
팻딘,Tigers,28,9,7,4.142045454545454,30,29,1,0,0,0,0,176,770,211,86,81,22,39,1,16,3,0,143
레나도,Lions,27,2,3,6.795918367346939,11,11,0,0,0,0,0,49,243,70,46,37,11,27,0,6,1,1,28
임창용,Tigers,41,8,6,3.78,51,0,0,0,7,5,9,50,225,51,22,21,3,22,2,5,2,0,58
밴헤켄,Heroes,37,8,7,3.7735032718049646,24,24,0,0,0,0,0,138.1,591,140,68,58,13,42,0,2,4,0,139
양현종,Tigers,29,20,6,3.444833658254034,31,31,1,0,0,0,0,193.1,808,209,88,74,17,45,0,0,14,0,158
브리검,Heroes,29,10,6,4.375,24,24,0,0,0,0,0,144,619,166,77,70,17,26,0,13,8,0,98
헥터,Tigers,30,20,5,3.4809858533105222,30,30,1,0,0,0,0,201.2,854,221,83,78,21,45,1,5,7,0,149
비야누에바,Eagles,33,5,7,4.178571428571429,20,20,0,0,0,0,0,112,461,108,58,52,12,23,0,5,5,0,68
허프,Twins,32,6,4,2.3823465747649393,19,17,2,0,0,0,0,124.2,490,100,37,33,7,14,0,2,2,0,98
니퍼트,Bears,36,14,8,4.057506218652484,30,30,0,0,0,0,0,179.2,782,175,88,81,20,77,0,10,13,0,161
보우덴,Bears,30,3,5,4.637406470719275,17,17,0,0,0,0,0,87.1,389,90,47,45,15,38,0,6,6,1,51
다이아몬드,Wyverns,30,10,7,4.421847445723346,24,24,1,1,0,0,0,134.1,581,163,69,66,11,35,1,9,2,0,59
피어밴드,Wiz,31,8,10,3.0375,26,26,1,1,0,0,0,160,657,153,67,54,20,31,0,7,4,0,132
맨쉽,Dinos,32,12,4,3.67454534755367,21,21,0,0,0,0,0,112.2,478,112,51,46,7,33,0,7,5,1,86
소사,Twins,31,11,11,3.8848992296465426,30,29,2,1,1,0,0,185.1,769,189,86,80,11,38,0,3,3,0,153
린드블럼,Giants,30,5,3,3.715594509778394,12,12,0,0,0,0,0,72.2,296,66,31,30,10,18,0,2,3,2,76
류제국,Twins,34,8,6,5.3451915345103,25,25,0,0,0,0,0,131.1,591,140,87,78,10,55,0,19,15,0,107
해커,Dinos,34,12,7,3.42412370190176,26,26,1,0,0,0,0,160.1,672,159,64,61,14,29,1,14,6,2,97
신정락,Twins,30,3,5,5.338983050847458,63,0,0,0,10,3,12,59,265,61,42,35,4,24,3,10,5,0,58
이승현,Lions,25,2,0,5.1157840299796336,30,0,0,0,0,0,0,31.2,156,36,21,18,9,22,0,1,1,1,25
김지용,Twins,29,4,3,5.09433962264151,53,0,0,0,3,3,8,53,235,59,33,30,13,14,1,2,2,1,39
이재학,Dinos,26,5,7,5.6722689075630255,28,23,0,0,0,0,0,119,546,142,88,75,22,41,0,13,6,0,117
