Name,Team,Age,W,L,ERA,G,GS,CG,ShO,SV,BS,HLD,IP,TBF,H,R,ER,HR,BB,IBB,HBP,WP,BK,SO
류현진,Eagles,23,16,4,1.8217960856523419,25,25,5,3,0,0,0,192.2,756,149,42,39,11,45,2,9,6,1,187
윤석민,Tigers,23,6,3,3.8316831683168315,23,13,1,0,3,1,0,101,432,95,48,43,5,36,0,3,3,0,94
로페즈,Tigers,35,4,10,4.662650602409639,27,26,1,0,1,0,0,166,713,180,92,86,22,43,2,8,2,1,83
곤잘레스,Twins,27,0,6,7.684621022019769,9,9,0,0,0,0,0,43.1,206,49,40,37,4,21,0,5,5,0,23
왈론드,Bears,33,7,9,4.953488372093023,29,21,0,0,0,0,0,129,584,143,84,71,13,54,0,10,7,0,100
오승환,Lions,27,0,0,4.5,16,0,0,0,4,3,0,14,60,13,7,7,4,5,0,0,1,0,19
김선우,Bears,32,13,6,4.015077360410258,28,28,1,0,0,0,0,154.2,662,163,77,69,12,50,1,8,9,0,128
크루세타,Lions,28,6,10,5.252557812171666,26,20,0,0,0,0,1,97.2,442,106,62,57,8,54,1,5,13,1,78
카페얀,Eagles,29,0,11,9.152542372881356,15,13,0,0,0,0,0,59,300,87,63,60,9,41,1,5,4,1,33
콜론,Tigers,30,8,7,3.90673985661151,21,21,1,0,0,0,0,103.2,454,97,51,45,6,41,0,9,14,1,57
글로버,Wyverns,33,6,8,5.6571428571428575,22,22,0,0,0,0,0,105,471,113,71,66,18,50,1,5,7,1,85
김광현,Wyverns,21,17,7,2.3700474647303955,31,30,2,1,0,0,0,193.2,797,153,56,51,13,84,1,5,13,0,183
양현종,Tigers,22,16,8,4.251977060947661,30,30,1,1,0,0,0,169.1,748,169,84,80,9,98,0,6,3,0,145
데폴라,Eagles,27,6,12,4.579734982174497,41,17,0,0,3,3,1,131.2,575,133,74,67,8,58,0,10,4,3,68
히메네스,Bears,29,14,5,3.3157894736842106,27,26,1,0,0,1,0,152,654,139,65,56,7,62,0,9,5,0,87
니코스키,Heroes,37,2,6,6.68041893911749,9,6,0,0,0,0,0,32.1,150,38,24,24,3,17,0,5,1,0,25
레딩,Lions,32,1,3,5.094344205986064,9,6,0,0,0,0,1,35.1,153,40,20,20,2,11,0,2,1,0,19
사도스키,Giants,27,10,8,3.8722908471641686,27,26,0,0,0,0,0,169.2,713,153,83,73,17,54,0,8,11,1,120
부에노,Eagles,29,1,3,9.10111325812602,9,5,0,0,0,0,0,29.2,144,38,33,30,7,19,1,4,4,0,23
봉중근,Twins,29,10,9,3.5831844172499028,28,28,0,0,0,0,0,178.1,752,166,74,71,13,69,2,14,11,1,130
나이트,Lions,34,6,5,4.536001937989109,21,14,0,0,0,0,0,83.1,375,87,47,42,5,42,2,2,6,0,66
더마트레,Twins,28,4,6,8.217395563434291,15,15,0,0,0,0,0,61.1,300,83,58,56,10,37,0,3,6,0,29
서재응,Tigers,33,9,7,3.342857142857143,24,23,0,0,0,1,0,140,572,134,53,52,10,29,1,11,1,0,68
신정락,Twins,23,0,1,6.311680025396933,24,0,0,0,0,1,2,25.2,129,25,23,18,1,22,0,6,1,0,24
오카모토,Twins,35,5,3,3,46,0,0,0,16,5,1,48,205,36,17,16,6,29,5,4,5,0,40
장민익,Bears,19,0,0,10.536559386944305,9,2,0,0,0,0,0,13.2,79,25,16,16,2,15,0,0,4,0,6
이재학,Bears,19,1,1,5.014292955603644,16,1,0,0,0,0,0,23.1,107,21,14,13,3,13,1,6,2,1,18
정대현,Bears,18,0,0,6.906992981960742,14,0,0,0,0,0,1,14.1,70,16,13,11,1,11,0,1,2,0,6
문성현,Heroes,18,1,5,4.9326948407146665,32,6,0,0,0,0,0,69.1,299,63,43,38,9,46,0,1,6,0,57
임진우,Lions,23,2,1,2.6470588235294117,15,0,0,0,0,0,1,17,69,11,5,5,2,9,1,2,1,0,10
안승민,Eagles,19,4,4,5.428571428571429,25,8,0,0,0,0,0,63,280,80,43,38,10,15,0,2,2,0,28
문광은,Wyverns,22,0,0,4.821419867949724,12,2,0,0,0,0,0,18.2,75,13,10,10,1,11,1,0,1,1,16
김광수,Twins,29,4,5,3.4043462451156143,68,0,0,0,8,3,7,76.2,345,90,33,29,5,31,4,5,3,0,71
마일영,Eagles,29,1,3,7.007628486263125,47,0,0,0,2,0,10,43.2,200,51,37,34,9,20,2,1,3,0,26
김성태,Heroes,28,2,4,3.9545454545454546,15,13,0,0,0,0,0,66,274,60,35,29,9,22,0,2,2,0,45
박승민,Heroes,33,3,3,2.3385844332660715,42,0,0,0,0,3,8,42.1,167,30,11,11,4,16,2,4,1,0,25
이동학,Heroes,29,0,1,7.163280084331453,8,1,0,0,0,0,0,16.1,81,25,17,13,1,8,0,1,0,0,9
이용훈,Giants,32,0,2,8.2653231742286,7,2,0,0,0,0,0,16.1,77,27,15,15,3,4,0,1,0,0,8
이승호,Wyverns,33,6,4,4.215611709011491,65,5,0,0,20,4,5,89.2,395,81,44,42,12,51,6,4,3,0,96
엄정욱,Wyverns,29,4,3,6.2727272727272725,34,6,0,0,0,0,0,66,295,62,46,46,6,40,0,3,10,0,67
이동현,Twins,27,7,3,3.527027027027027,68,0,0,0,4,4,15,74,311,65,38,29,5,34,1,3,2,0,58
정대현,Wyverns,31,4,1,1.4,49,0,0,0,4,2,8,45,170,31,7,7,1,7,3,1,1,0,47
김건한,Tigers,29,3,5,5.259740259740259,57,2,0,0,1,2,3,77,358,87,53,45,5,34,2,7,5,1,61
서승화,Twins,30,1,5,6.75,12,9,1,0,0,0,0,52,257,65,41,39,4,42,1,5,8,0,41
이재영,Wyverns,31,0,0,6.749978676505694,8,0,0,0,0,2,0,10.2,55,15,9,8,2,10,0,2,3,0,6
배힘찬,Heroes,26,2,5,6.942857142857143,14,7,0,0,0,1,0,35,161,40,28,27,7,21,0,5,1,0,11
이대환,Heroes,31,0,0,4.909090909090909,9,0,0,0,0,0,0,11,47,11,6,6,3,3,0,0,0,0,9
권혁,Lions,26,7,1,2.086364649308121,60,0,0,0,4,4,10,73.1,282,54,18,17,6,19,2,2,5,0,73
안지만,Lions,26,9,3,2.739130434782609,67,0,0,0,9,1,8,92,363,74,32,28,6,25,0,7,4,0,95
고효준,Wyverns,27,8,6,5.146858924901029,51,10,0,0,2,0,1,106.2,476,106,68,61,16,61,0,5,9,0,101
이명우,Giants,28,1,3,6.750006437307775,6,6,0,0,0,0,0,33.1,152,50,25,25,4,8,1,1,0,0,18
강철민,Twins,30,0,1,5.399984403382798,3,3,0,0,0,0,0,11.2,49,8,7,7,2,8,0,1,0,0,10
마정길,Heroes,31,3,2,3.0355046715283094,58,0,0,0,0,1,2,56.1,249,51,23,19,6,28,3,6,2,0,43
정재복,Twins,29,1,1,4.695652173913044,16,0,0,0,0,0,0,23,102,26,15,12,2,7,2,0,1,1,17
김성배,Bears,29,2,2,5.586216632891738,9,4,0,0,0,0,0,19.1,85,21,13,12,2,5,0,2,1,0,9
전병두,Wyverns,25,5,2,3.0591116908946794,27,7,0,0,0,1,1,67.2,281,55,27,23,2,26,2,2,6,0,52
김승회,Bears,29,0,1,4.239672763030598,25,0,0,0,0,1,2,40.1,165,38,20,19,6,10,0,2,1,0,26
안영명,Tigers,25,6,8,6.750003466241123,47,3,0,0,3,3,3,69.1,319,80,54,52,15,35,1,3,3,0,82
윤규진,Eagles,25,1,2,3.374998171222117,47,0,0,0,0,1,4,58.2,269,57,28,22,3,36,3,5,3,0,45
송은범,Wyverns,26,8,5,2.304,44,18,0,0,8,0,4,125,519,103,38,32,12,48,7,6,5,0,91
심수창,Twins,29,0,4,7.570086710843674,12,6,0,0,0,0,1,35.2,174,58,30,30,3,15,1,4,1,0,7
오주원,Heroes,25,1,1,2.3823546117576515,69,0,0,0,0,1,9,45.1,187,39,15,12,4,15,0,2,2,0,28
박건우,Twins,25,1,0,4.064516129032258,13,2,0,0,1,0,0,31,134,30,16,14,2,16,0,1,2,0,22
윤성환,Lions,28,3,6,5.913220530578127,28,14,0,0,0,0,1,80.2,363,104,55,53,12,19,0,2,1,0,54
이동현,Eagles,30,1,3,4.263163565276019,21,2,0,0,0,0,0,25.1,122,25,19,12,2,23,2,0,4,1,19
송창식,Eagles,25,0,0,4.075463924782663,12,0,0,0,0,0,0,17.2,75,17,8,8,1,5,0,0,2,0,11
정재원,Eagles,25,0,0,8.790718340677309,12,0,0,0,0,0,0,14.1,70,24,14,14,3,4,0,1,3,0,6
정우람,Wyverns,25,8,4,3.5294117647058822,75,0,0,0,2,1,18,102,428,80,41,40,7,44,2,4,4,0,111
박정배,Bears,28,1,1,6.1363495381734365,10,1,0,0,0,0,0,14.2,65,17,10,10,4,5,0,2,0,0,11
금민철,Heroes,23,6,11,4.400540336676664,24,23,1,1,0,1,0,120.2,544,118,63,59,10,71,1,15,8,0,86
이보근,Heroes,24,1,2,4.32,52,0,0,0,0,0,4,75,323,71,38,36,5,45,0,5,1,1,35
박성훈,Heroes,27,0,1,4.764705882352941,32,0,0,0,0,0,0,34,170,35,20,18,2,27,1,8,7,0,25
조정훈,Giants,25,5,3,4.935483870967742,11,11,1,0,0,0,0,62,262,59,34,34,7,22,0,3,0,0,50
곽정철,Tigers,24,2,7,5.586206896551724,47,1,0,0,2,5,10,58,260,62,38,36,6,24,2,3,2,0,70
윤근영,Eagles,24,0,0,7.163280084331453,25,0,0,0,0,0,0,16.1,82,22,13,13,1,13,0,0,3,0,8
양훈,Eagles,24,4,5,6.456521739130435,46,0,0,0,8,1,3,46,215,54,35,33,8,21,2,6,2,0,38
김선규,Twins,24,2,0,5.926836574887961,28,0,0,0,0,0,0,27.1,121,30,19,18,2,14,0,3,1,0,14
