Name,Team,Age,W,L,ERA,G,GS,CG,ShO,SV,BS,HLD,IP,TBF,H,R,ER,HR,BB,IBB,HBP,WP,BK,SO
이창재,Wiz,28,2,0,2.7000006437303172,32,0,0,0,0,0,0,26.2,108,22,8,8,0,10,2,0,0,0,19
주권,Wiz,26,3,4,3.3061234785191993,62,0,0,0,0,4,31,49,208,48,19,18,3,19,2,1,1,0,19
백승현,Twins,26,0,0,2.1600005767823807,16,0,0,0,0,0,2,16.2,66,13,4,4,0,4,0,2,0,0,10
최원태,Heroes,24,9,11,4.5837210928884495,28,28,0,0,0,0,0,143.1,643,163,89,73,11,53,2,10,3,0,93
김택형,Landers,24,5,1,2.389380692296708,59,0,0,0,7,4,4,75.1,316,61,23,20,3,42,5,3,3,0,62
김정인,Heroes,25,1,2,7.105263300549623,11,6,0,0,0,0,0,31.2,151,34,26,25,6,18,0,2,2,0,21
홍정우,Lions,25,2,0,3.446809070150346,15,0,0,0,0,1,0,15.2,64,14,6,6,3,4,0,0,1,0,12
배제성,Wiz,24,9,10,3.6847061469371947,26,26,0,0,0,0,0,141.2,621,126,67,58,6,82,1,1,9,0,136
이민우,Tigers,28,1,6,8.052631578947368,16,12,1,0,0,0,0,57,275,78,53,51,8,31,0,5,2,1,28
박정수,Bears,25,3,3,7.417582728525632,12,5,0,0,0,0,0,30.1,143,38,27,25,5,14,0,3,2,0,26
문경찬,Dinos,28,0,1,4.935484781970015,35,0,0,0,0,1,3,31,142,25,20,17,6,20,1,0,1,0,25
이준영,Tigers,28,3,2,5.551403452480267,50,1,0,0,1,1,7,35.2,159,30,25,22,3,19,1,0,3,0,26
주현상,Eagles,28,2,2,3.5761595728063775,43,0,0,0,0,0,3,50.1,218,46,21,20,6,21,2,1,6,0,33
김민우,Eagles,25,14,10,3.9978542081596866,29,28,0,0,0,0,0,155.1,662,131,71,69,15,76,1,7,5,1,125
김범수,Eagles,25,4,9,5.221699428626582,56,2,0,0,1,7,10,70.2,319,68,44,41,2,42,1,2,8,1,70
이영하,Bears,24,5,6,6.292373695033923,35,11,0,0,1,2,2,78.2,364,81,58,55,9,57,0,1,7,0,53
전상현,Tigers,25,1,0,3.4615392233494737,15,0,0,0,0,1,8,13,59,15,6,5,1,6,0,0,1,0,8
고우석,Twins,22,1,5,2.1724140788655877,63,0,0,0,30,7,0,58,240,47,15,14,3,23,5,3,1,0,68
손주영,Twins,22,1,3,8.437500201165681,7,6,0,0,0,0,0,26.2,127,31,25,25,4,20,0,1,1,0,21
김명신,Bears,27,3,2,4.2985084416422925,58,1,0,0,0,1,3,67,289,72,37,32,6,14,1,6,1,0,43
최원준,Bears,26,12,4,3.296842211170147,29,29,0,0,0,0,0,158.1,673,160,65,58,15,37,1,10,0,0,113
박치국,Bears,23,2,1,4.090910154926167,23,0,0,0,0,2,8,22,95,21,11,10,2,11,3,1,1,0,20
최지광,Lions,23,7,1,4.909092125110409,60,0,0,0,0,2,16,51.1,231,53,30,28,5,27,0,2,2,0,49
나종덕,Giants,23,1,2,6.410073173866333,23,7,0,0,1,0,1,46.1,223,62,36,33,4,24,0,0,1,1,27
이승호,Heroes,22,1,3,5.5140850995652215,38,3,0,0,0,1,5,47.1,224,55,39,29,4,31,2,1,8,0,37
박진태,Tigers,26,3,3,5.9538475515154445,59,0,0,0,0,0,10,65,305,68,44,43,6,36,0,13,5,0,45
소이현,Dinos,22,0,0,6.750000402331376,10,0,0,0,0,0,0,10.2,59,13,12,8,1,12,0,0,1,0,10
김민규,Bears,22,2,3,6.071006876410493,31,6,0,0,0,0,2,56.1,262,64,40,38,9,28,0,4,3,0,39
곽빈,Bears,22,4,7,4.104729835529065,21,21,0,0,0,0,0,98.2,455,78,50,45,7,79,0,12,6,1,96
안우진,Heroes,21,8,8,3.260061996508666,21,21,0,0,0,0,0,107.2,450,88,47,39,13,41,1,7,5,1,110
김윤수,Lions,21,0,0,6.631579613091279,20,1,0,0,0,0,1,19,101,25,18,14,2,17,0,1,4,0,25
양창섭,Lions,21,1,1,6.6000008392335054,9,0,0,0,0,1,1,15,73,21,11,11,3,8,0,0,1,0,13
최채흥,Lions,26,5,9,4.561308091553237,26,20,1,0,0,0,2,122.1,538,143,66,62,16,37,1,2,4,1,82
이승헌,Giants,22,0,3,5.7745667286499875,16,12,0,0,0,0,0,57.2,278,65,39,37,2,43,0,7,11,1,31
정성종,Giants,25,0,0,9.000001430511702,12,0,0,0,0,0,0,12,65,19,12,12,2,8,0,1,2,0,4
김유신,Tigers,22,2,6,7.619632615131085,15,11,0,0,0,0,0,54.1,249,63,47,46,11,35,0,2,0,0,29
최민준,Landers,22,2,3,5.860465636183773,38,12,0,0,0,1,4,86,398,93,56,56,11,50,0,7,5,1,62
김영규,Dinos,21,5,3,5.371728606974594,37,8,0,0,0,0,5,63.2,286,69,41,38,10,28,0,1,3,0,42
정우영,Twins,21,7,3,2.2153853954791947,70,0,0,0,2,5,28,65,263,43,16,16,0,26,1,8,2,0,41
이상영,Twins,20,1,1,4.320000329589869,21,9,0,0,0,0,0,50,228,48,28,24,7,32,0,8,3,0,30
박주성,Heroes,20,0,1,4.909091249576308,13,0,0,0,0,0,0,18.1,89,24,11,10,1,9,0,2,1,0,12
원태인,Lions,21,14,8,2.95141718637673,27,27,0,0,0,0,0,164.2,677,149,60,54,11,53,1,5,5,1,137
김현수,Tigers,20,1,4,7.883212117840404,17,8,0,0,0,0,0,45.2,229,57,43,40,8,36,0,3,1,0,27
서준원,Giants,20,1,3,7.333334369424095,26,8,0,0,0,0,3,54,257,72,46,44,5,29,3,2,1,0,37
장지수,Tigers,21,0,0,3.1395349533510197,9,0,0,0,0,0,0,14.1,67,9,6,5,1,13,0,3,1,0,5
김이환,Eagles,20,0,1,7.6153857327073515,14,5,0,0,0,0,0,26,132,32,22,22,2,22,0,4,1,0,13
송명기,Dinos,20,8,9,5.910811054572484,24,24,0,0,0,0,0,123.1,574,147,83,81,12,58,1,9,2,1,102
배민서,Dinos,21,1,0,4.950000944137753,32,2,0,0,0,0,0,40,187,51,26,22,3,17,0,4,3,0,23
노경은,Giants,37,3,5,7.349113089577316,14,11,0,0,0,0,0,56.1,269,79,50,46,11,24,0,4,3,0,35
안영명,Wiz,36,0,1,4.075472284780867,35,0,0,0,0,0,5,35.1,145,24,17,16,2,11,0,1,0,0,32
송은범,Twins,37,2,2,4.0982152628049455,35,0,0,0,0,0,6,37.1,155,34,18,17,1,13,1,2,4,0,19
오주원,Heroes,36,1,1,9.310346358454861,22,0,0,0,1,2,0,19.1,94,35,20,20,3,4,1,0,1,0,11
정우람,Eagles,36,1,4,5.641791847825669,50,0,0,0,15,5,1,44.2,199,47,29,28,5,20,2,5,0,0,32
전유수,Wiz,34,1,0,3.3750008046628963,11,0,0,0,0,1,0,10.2,46,9,6,4,1,6,0,0,0,0,9
이보근,Wiz,35,0,1,15.545458588719434,16,0,0,0,0,1,1,11,68,28,20,19,4,7,0,0,2,0,9
김진성,Dinos,36,2,4,7.1681428028449,42,0,0,0,1,5,12,37.2,174,43,34,30,7,18,3,1,2,0,37
김건국,Giants,33,0,0,6.545455112930221,13,0,0,0,0,0,0,22,104,27,16,16,3,14,0,0,1,0,17
김상수,Landers,33,4,3,5.091429015365951,50,0,0,0,6,3,4,58.1,273,71,33,33,10,30,3,1,2,0,44
진해수,Twins,35,1,0,2.436090714666467,50,0,0,0,0,1,3,44.1,188,41,17,12,2,18,1,3,1,0,39
유원상,Wiz,35,1,1,6.0750014483932135,11,0,0,0,0,1,0,13.1,62,15,10,9,0,7,0,0,3,0,13
김강률,Bears,32,3,0,2.0903228378693166,50,0,0,0,21,7,3,51.2,230,54,15,12,2,25,4,1,4,0,41
백정현,Lions,33,14,5,2.6257929812533667,27,27,0,0,0,0,0,157.2,648,142,54,46,15,54,2,2,5,0,109
장필준,Lions,33,0,0,7.269232102399991,41,0,0,0,0,1,2,34.2,174,46,30,28,4,27,1,1,4,0,24
정찬헌,Heroes,31,9,5,4.014577304123606,23,23,1,1,0,0,0,114.1,497,133,55,51,6,27,0,6,3,0,59
홍상삼,Tigers,31,4,1,4.750002013313299,49,0,0,0,0,1,12,36,160,33,19,19,6,19,2,3,4,0,33
임창민,Dinos,35,0,3,3.7933892668960465,46,0,0,0,0,3,18,40.1,178,35,23,17,2,20,1,4,7,0,29
김대우,Giants,36,2,2,5.094340355976084,39,0,0,0,0,4,9,35.1,160,32,22,20,4,24,0,4,5,0,31
유희관,Bears,35,4,7,7.71428618139153,15,15,0,0,0,0,0,63,314,107,57,54,10,24,0,3,0,0,23
오현택,Giants,35,0,1,6.612247729193435,20,0,0,0,0,1,1,16.1,87,28,13,12,2,8,2,1,0,0,8
강윤구,Giants,30,0,1,8.437502514571701,22,1,0,0,0,1,3,16,79,21,15,15,3,14,1,1,0,0,15
장민재,Eagles,31,0,2,2.7613639356183937,12,6,0,0,0,0,0,29.1,128,34,17,9,4,8,1,0,1,0,13
김태훈,Landers,31,2,4,4.965518874306144,65,0,0,0,1,8,17,58,269,55,35,32,7,38,3,10,4,1,49
이민호,Twins,19,8,9,4.304348111648435,25,22,0,0,0,0,0,115,477,89,58,55,13,45,1,14,6,0,100
김윤식,Twins,21,7,4,4.320000659179788,35,3,0,0,0,1,1,66.2,301,65,37,32,3,36,2,6,0,2,56
채지선,Twins,25,0,0,3.1153848439278855,14,0,0,0,0,0,0,17.1,87,15,8,6,0,20,0,0,2,2,18
김현준,Tigers,24,0,1,5.491526133847787,19,0,0,0,0,0,2,19.2,83,15,13,12,4,12,0,0,0,0,19
김재웅,Heroes,22,0,1,3.543750337958368,51,0,0,0,1,1,12,53.1,243,49,24,21,5,33,3,1,2,0,47
소형준,Wiz,19,7,7,4.159663865546219,24,24,0,0,0,0,0,119,521,123,67,55,6,51,1,4,5,0,85
윤대경,Eagles,27,2,6,3.9399146791272703,43,9,0,0,0,1,7,77.2,337,73,35,34,8,34,2,6,3,0,54
조제영,Bears,20,0,1,10.968751634471362,6,1,0,0,0,0,0,10.2,60,18,13,13,1,10,1,1,1,0,5
강재민,Eagles,24,2,1,2.1315793753331587,58,0,0,0,5,7,14,63.1,269,51,16,15,2,26,3,5,1,1,55
이승민,Lions,20,1,4,8.579439864074127,11,11,0,0,0,0,0,35.2,173,50,34,34,6,18,0,3,0,0,22
정해영,Tigers,19,5,4,2.204082061627848,64,0,0,0,34,4,0,65.1,272,49,18,16,5,28,1,4,1,0,49
서덕원,Tigers,27,1,0,7.438776957993986,24,0,0,0,0,0,0,32.2,148,36,28,27,7,14,0,0,5,0,24
김동혁,Heroes,19,0,5,5.04878095755051,40,8,0,0,1,1,0,82,367,89,51,46,5,34,4,14,0,1,30
최준용,Giants,19,4,2,2.8521129825337352,44,0,0,0,1,2,22,47.1,195,41,16,15,6,16,3,1,1,0,45
이정용,Twins,25,3,3,2.971292299888253,66,0,0,0,0,1,14,69.2,284,55,25,23,4,23,1,1,0,0,74
신민혁,Dinos,22,9,6,4.406896551724138,30,25,0,0,0,0,0,145,625,155,75,71,17,44,0,5,2,2,107
서동민,Landers,27,0,0,5.12658289735322,20,0,0,0,0,0,0,26.1,118,27,15,15,5,17,0,1,1,0,24
권휘,Bears,20,0,0,2.6557383692352716,24,0,0,0,0,0,0,20.1,92,16,6,6,0,14,0,2,3,0,15
오원석,Landers,20,7,6,5.8909094994915705,33,21,0,0,0,0,1,110,530,125,84,72,11,73,1,10,2,1,95
오동욱,Eagles,20,0,1,5.400002059937309,34,0,0,0,0,0,2,25,117,21,17,15,3,16,0,5,0,0,13
김재열,Tigers,25,1,0,3.8571431574251727,24,0,0,0,0,0,0,32.2,152,28,18,14,4,18,0,4,1,2,18
김기탁,Eagles,22,0,0,5.837840245361429,19,0,0,0,0,1,4,12.1,58,14,10,8,0,7,0,1,0,0,12
김태경,Dinos,20,0,0,4.800000305175801,7,3,0,0,0,0,0,15,63,11,8,8,1,9,0,1,1,0,10
류진욱,Dinos,24,1,0,2.076923320702576,44,0,0,0,1,0,6,43.1,190,40,15,10,2,22,0,0,4,0,31
수아레즈,Twins,28,10,2,2.1849710500866872,23,22,0,0,0,0,0,115.1,473,91,33,28,4,41,0,4,2,0,126
로켓,Bears,27,9,9,2.975806451612903,21,21,1,0,0,0,0,124,540,132,44,41,5,42,1,12,1,1,112
장재영,Heroes,19,0,1,9.169812640756952,19,2,0,0,0,2,0,17.2,92,15,18,18,0,24,0,3,5,0,14
김진욱,Giants,18,4,6,6.306570747892449,39,5,0,0,0,0,8,45.2,227,42,32,32,3,49,3,3,14,0,45
프랑코,Giants,28,9,8,5.4,37,27,0,0,0,0,1,150,677,147,97,90,20,75,0,20,6,1,124
멩덴,Tigers,28,8,3,3.6,21,21,0,0,0,0,0,120,502,109,53,48,12,35,0,8,2,3,104
이의리,Tigers,19,4,5,3.612676153389196,19,19,0,0,0,0,0,94.2,404,69,42,38,6,56,0,2,5,0,93
장민기,Tigers,19,2,1,3.4714293281401125,21,0,0,0,0,1,0,23.1,114,13,11,9,1,29,0,4,2,0,22
이승재,Tigers,20,2,1,7.50000178813977,25,0,0,0,0,1,6,24,118,26,20,20,5,18,0,3,2,1,17
배동현,Eagles,23,1,3,4.500000451740511,20,4,0,0,0,0,0,38,177,34,21,19,3,25,0,4,1,2,26
르위키,Landers,29,1,0,3.7674419440212237,4,4,0,0,0,0,0,14.1,56,15,6,6,2,2,0,0,0,0,9
파슨스,Dinos,28,4,8,3.7218045112781954,24,24,1,0,0,0,0,133,577,109,56,55,9,63,0,11,10,1,148
장지훈,Landers,22,2,5,3.921162446392019,60,1,0,0,1,2,9,80.1,342,84,40,35,6,19,1,4,1,1,51
김성진,Heroes,23,1,3,5.1840007910157455,46,0,0,0,0,2,4,41.2,188,40,30,24,4,23,2,0,3,0,31
송재영,Giants,19,0,2,13.500006729909611,19,0,0,0,0,1,1,14.2,79,24,23,22,3,12,0,1,1,0,13
이승현,Lions,19,1,4,5.262713055335591,41,0,0,0,0,1,7,39.1,174,35,24,23,3,23,0,3,5,0,46
윤중현,Tigers,26,5,6,3.9193553210049688,30,13,0,0,0,0,2,82.2,373,91,44,36,7,31,0,14,2,0,33
김기중,Eagles,18,2,4,4.695652396428477,15,12,0,0,0,0,0,53.2,260,63,32,28,4,36,2,4,0,2,36
문용익,Lions,26,2,0,4.500000780279121,22,0,0,0,0,1,2,22,98,21,11,11,3,10,0,1,4,0,19
몽고메리,Lions,31,2,5,5.264150943396227,12,11,0,0,0,0,0,53,247,46,33,31,3,38,0,4,4,0,55
김도규,Giants,22,1,1,5.7857153367024985,43,0,0,0,0,0,5,42,182,41,28,27,3,22,1,0,2,0,39
이재희,Lions,19,0,1,5.400000158456661,5,5,0,0,0,0,0,21.2,95,24,13,13,2,10,0,0,2,0,17
강태경,Dinos,19,0,1,5.684210811625571,3,3,0,0,0,0,0,12.2,61,13,8,8,2,10,0,2,2,0,10
최승용,Bears,20,0,0,3.927273816826232,15,2,0,0,0,0,1,18.1,83,20,10,8,3,10,0,1,0,0,16
임준형,Twins,20,1,0,3.130434782608696,6,4,0,0,0,0,0,23,94,24,8,8,0,4,0,3,1,0,21
김건우,Landers,18,0,1,4.909091334697666,6,4,0,0,0,0,0,11,54,8,7,6,1,12,0,0,1,0,7
김준형,Heroes,18,0,0,3.139535162241307,14,0,0,0,0,0,0,14.1,67,15,6,5,2,7,0,3,1,0,8
다카하시,Tigers,24,1,3,4.909091249576308,7,7,0,0,0,0,0,36.2,168,46,22,20,4,12,0,4,4,0,46
심창민,Lions,28,3,2,5.084416843864353,59,0,0,0,0,2,16,51.1,238,47,32,29,8,32,0,6,2,1,58
김성민,Heroes,27,2,3,3.278571875241399,47,0,0,0,1,5,12,46.2,218,43,21,17,4,35,2,6,1,0,36
우규민,Lions,36,3,3,3.197369062999738,61,0,0,0,2,4,24,50.2,218,58,22,18,5,9,1,2,1,0,38
장원준,Bears,35,0,1,6.750004368171794,32,0,0,0,1,0,5,18.2,95,20,15,14,1,18,0,2,1,0,8
원종현,Dinos,33,2,2,4.24528362998007,61,0,0,0,14,7,6,53,245,67,27,25,5,23,2,3,4,0,45
이현승,Bears,37,5,1,1.9285726372084115,38,0,0,0,0,2,7,23.1,90,16,6,5,1,6,1,0,0,0,20
차우찬,Twins,34,2,1,5.238806268424775,5,5,0,0,0,0,0,22.1,99,16,14,13,2,13,0,3,0,0,12
이용찬,Dinos,32,1,3,2.189189414894456,39,0,0,0,16,4,3,37,151,27,11,9,2,11,3,1,2,1,35
장시환,Eagles,33,0,11,7.043478260869565,19,16,1,0,0,0,0,69,342,87,62,54,4,48,2,6,7,0,47
하준호,Wiz,32,0,0,6.750000536441846,10,0,0,0,0,0,0,12,56,16,10,9,2,6,0,0,1,0,10
진명호,Giants,32,2,2,4.808220936895217,33,0,0,0,0,0,4,24.1,107,20,14,13,3,14,0,2,1,0,24
이대은,Wiz,32,3,2,3.4838718251558918,31,0,0,0,1,3,10,31,128,27,15,12,4,11,0,1,0,0,22
하재훈,Landers,30,1,0,4.000000423855297,18,0,0,0,0,0,2,18,88,16,8,8,1,16,2,3,2,0,8
정수민,Landers,31,1,2,6.824176539345263,10,7,0,0,0,0,0,30.1,151,34,24,23,6,27,1,1,1,0,22
김재윤,Wiz,30,4,3,2.4902916310566474,66,0,0,0,33,5,0,68.2,280,57,20,19,5,24,4,0,1,0,64
김선기,Heroes,29,3,2,6.5172415507676105,21,7,0,0,0,1,0,48.1,224,53,38,35,5,22,0,7,4,1,25
김진영,Eagles,29,0,1,3.927273816826232,20,0,0,0,0,0,1,18.1,81,16,8,8,2,14,2,0,1,0,8
윤정현,Heroes,28,0,0,1.4594596099296373,10,0,0,0,0,0,0,12.1,53,11,2,2,0,5,0,1,0,0,7
