Name,Team,Age,W,L,ERA,G,GS,CG,ShO,SV,BS,HLD,IP,TBF,H,R,ER,HR,BB,IBB,HBP,WP,BK,SO
서승화,Twins,24,1,8,5.581733635545543,49,2,0,0,1,0,14,69.1,315,58,45,43,5,45,2,7,9,0,64
이재영,Bears,25,9,7,2.5851063829787235,60,0,0,0,3,0,14,94,383,71,30,27,7,39,5,4,4,1,79
이대환,Unicorns,25,0,0,4.984607632440287,15,0,0,0,1,0,0,21.2,96,19,12,12,2,13,0,0,1,0,13
조용준,Unicorns,25,10,3,2.28,63,0,0,0,34,0,0,75,301,67,19,19,0,22,0,3,4,0,56
권혁,Lions,20,3,3,4.777777777777778,37,9,0,0,0,0,3,81,355,80,44,43,12,38,0,4,3,2,78
안지만,Lions,20,0,0,7.7727272727272725,12,1,0,0,0,0,0,22,106,30,19,19,7,9,1,3,0,0,13
고효준,Wyverns,21,2,1,5.955886529394128,31,5,0,0,0,0,0,45.1,221,45,35,30,5,38,1,9,5,1,37
이명우,Giants,22,1,2,1.3846153846153846,18,1,1,1,0,0,2,26,100,21,4,4,0,5,0,1,0,0,9
강철민,Tigers,24,8,12,5.325700561171281,31,26,1,0,1,0,0,145.1,650,159,94,86,14,61,1,13,9,0,86
김진우,Tigers,21,7,2,2.857142857142857,19,7,0,0,1,0,0,63,269,49,23,20,2,33,2,3,3,1,57
문수호,Tigers,21,1,0,7.105244256172904,16,0,0,0,0,0,0,12.2,63,12,12,10,2,11,1,2,0,0,10
신용운,Tigers,20,4,2,2.076924248940422,43,0,0,0,11,0,0,56.1,235,43,14,13,3,25,6,3,4,0,43
정병희,Eagles,21,4,5,5.4822305301249,33,3,0,0,1,0,3,65.2,285,71,40,40,13,25,3,1,1,0,52
마정길,Eagles,25,2,1,4.829268292682927,33,1,0,0,2,0,1,41,183,36,23,22,7,22,1,5,1,0,37
제춘모,Wyverns,22,4,4,5.881191228608885,18,15,0,0,0,0,0,67.1,321,76,49,44,6,46,0,7,5,1,35
박창근,Wyverns,21,0,1,6.28767993997644,14,0,0,0,0,0,0,24.1,107,31,18,17,4,4,0,1,0,0,12
윤길현,Wyverns,20,0,1,7.012977805996592,14,0,0,0,0,0,1,25.2,121,31,21,20,2,16,1,1,2,0,24
정재복,Twins,23,4,4,5.127906976744186,40,11,0,0,2,0,3,86,376,87,50,49,14,37,2,2,2,0,56
노경은,Bears,20,2,2,6.885901632947965,20,10,0,0,0,0,0,49.2,244,65,41,38,11,31,0,2,3,0,35
전병두,Bears,19,0,4,5.510201679375364,35,17,0,0,0,0,1,81.2,380,86,56,50,11,54,0,5,4,2,50
고우석,Tigers,19,0,5,9.9,18,4,0,0,0,0,0,30,153,44,37,33,8,20,0,3,4,0,27
문용민,Eagles,23,1,1,4.673086007688904,37,0,0,0,0,0,4,17.1,77,19,10,9,4,6,0,1,0,0,13
안영명,Eagles,19,0,1,6.456535927996602,8,1,0,0,0,0,0,15.1,72,16,11,11,1,9,0,4,3,0,7
윤규진,Eagles,19,3,4,4.570864219602478,28,9,1,0,3,0,0,84.2,369,85,50,43,8,36,0,8,5,0,63
송은범,Wyverns,20,2,5,5.186440677966102,27,6,0,0,0,0,1,59,271,65,38,34,11,32,1,5,7,1,32
민경수,Twins,23,0,3,5.3035618547446965,44,0,0,0,0,0,7,18.2,81,18,12,11,2,7,1,1,1,0,14
장진용,Twins,18,0,1,5.399989082358499,5,2,0,0,0,0,0,16.2,80,22,11,10,1,11,1,1,0,0,12
심수창,Twins,23,2,1,4.55055662906301,16,2,0,0,1,0,1,29.2,136,41,20,15,8,7,0,3,1,0,18
오주원,Unicorns,19,10,9,3.9865771812080535,30,25,1,0,0,0,0,149,625,135,71,66,16,53,0,5,5,1,113
윤성환,Lions,22,4,7,4.835820895522388,56,0,0,0,1,0,17,67,299,60,41,36,7,35,3,6,4,0,71
이동현,Tigers,24,1,6,6.230772746821266,23,13,0,0,0,0,0,56.1,261,66,42,39,7,29,0,3,10,0,42
조영민,Eagles,23,1,5,4.050003862384665,25,0,0,0,8,0,0,33.1,144,31,18,15,6,10,0,4,2,1,19
김창훈,Eagles,18,3,2,7.171869656540709,31,8,0,0,0,0,2,42.2,197,52,36,34,9,20,1,5,2,0,22
송창식,Eagles,19,8,7,5.130653789232263,26,24,1,0,0,0,0,140.1,620,143,83,80,15,63,1,8,7,1,80
정재원,Eagles,19,0,0,9.692307692307692,10,0,0,0,0,0,0,13,78,28,20,14,6,3,0,6,3,0,9
한용덕,Eagles,39,0,0,9,10,0,0,0,0,0,1,10,52,17,13,10,2,2,0,2,1,0,8
이강철,Tigers,38,6,2,2.9531262321402805,79,0,0,0,7,0,7,85.1,354,68,29,28,9,31,1,8,0,0,56
송진우,Eagles,38,11,8,3.61046511627907,28,26,1,0,1,0,0,172,729,162,73,69,19,44,1,7,5,0,100
권준헌,Eagles,32,1,1,2.1093734283943264,35,0,0,0,17,0,1,42.2,170,34,10,10,2,13,2,0,0,0,24
조웅천,Wyverns,33,6,6,3.0759493670886076,55,0,0,0,9,0,10,79,344,79,34,27,5,26,5,4,1,1,85
이상목,Giants,33,3,9,5.030416207960386,19,18,0,0,0,0,0,87.2,391,112,58,49,16,16,0,7,2,0,51
조규제,Tigers,36,1,0,2.142857142857143,38,0,0,0,1,0,5,21,76,11,5,5,1,4,0,1,2,0,18
김원형,Wyverns,31,8,6,4.2,30,20,1,0,1,0,1,135,588,147,70,63,19,41,0,10,2,1,78
권명철,Bears,34,0,0,3.6486586173241444,5,1,0,0,0,0,1,12.1,53,9,5,5,0,6,0,2,0,0,6
정민태,Unicorns,34,7,14,4.997977646626146,28,28,1,0,0,0,0,165.2,721,193,109,92,21,42,0,8,9,0,123
오봉옥,Eagles,35,5,2,5.966853972616234,40,0,0,0,0,0,2,60.1,267,70,40,40,7,22,4,5,1,0,31
가득염,Giants,34,3,3,4.909094778245956,65,0,0,0,0,0,12,40.1,175,40,23,22,2,21,4,2,2,0,25
염종석,Giants,31,3,6,4.588235294117647,21,21,0,0,0,0,0,102,445,113,58,52,10,30,2,5,5,0,55
지연규,Eagles,34,0,4,5.567015782597908,20,2,0,0,3,0,3,32.1,143,36,23,20,4,13,0,6,4,0,17
정민철,Eagles,32,0,6,7.666666666666667,13,13,0,0,0,0,0,54,260,76,50,46,11,18,0,3,2,0,22
노승욱,Giants,30,0,1,5.829552151208878,29,0,0,0,0,0,2,29.1,129,34,20,19,5,7,2,6,2,0,11
김현욱,Lions,33,0,2,5.884615384615385,28,0,0,0,0,0,8,26,112,24,18,17,3,6,1,4,0,0,28
노장진,Giants,29,1,0,4.108695652173913,34,4,0,0,17,0,1,46,215,51,22,21,7,28,0,2,1,0,55
성영재,Twins,33,1,0,3.4615384615384617,16,0,0,0,0,0,4,13,54,14,5,5,2,4,1,0,0,0,6
신윤호,Twins,29,6,3,5.425834547647589,54,1,0,0,0,0,3,69.2,313,77,45,42,12,34,3,6,7,0,36
류택현,Twins,32,0,3,3.3749978824678957,85,0,0,0,1,0,17,50.2,224,49,22,19,2,22,3,2,4,0,53
최상덕,Tigers,33,1,2,12.886334030164216,5,5,0,0,0,0,0,14.2,83,28,22,21,4,12,0,1,2,0,10
전준호,Unicorns,29,2,5,4.406541258518318,49,6,0,0,0,0,4,112.1,487,101,59,55,11,51,0,8,3,0,74
강상수,Giants,33,0,1,4.114285714285714,29,0,0,0,0,0,4,35,161,41,16,16,5,20,3,1,1,0,17
주형광,Giants,28,4,4,3.41052802764894,11,11,0,0,0,0,0,63.1,260,53,26,24,8,21,0,2,1,0,45
박지철,Giants,29,9,7,3.866339015015158,27,26,1,1,0,0,0,139.2,600,131,62,60,9,60,1,6,7,0,94
진필중,Twins,31,0,4,5.2346887834813804,34,1,0,0,15,0,0,32.2,156,49,22,19,3,12,3,1,4,0,23
최용호,Tigers,28,2,3,5.831995550540504,20,6,0,0,1,0,0,41.2,191,43,27,27,6,22,0,9,3,0,19
위재영,Unicorns,32,1,1,4.709296789995906,10,4,0,0,0,0,0,28.2,126,28,18,15,3,15,0,1,0,0,14
박석진,Lions,31,4,4,2.297871174776212,48,0,0,0,1,0,6,62.2,249,47,21,16,4,8,0,8,1,0,33
최원호,Twins,31,8,7,4.748274113205546,27,19,0,0,0,0,0,96.2,438,114,55,51,9,40,1,6,1,0,64
전병호,Lions,31,5,2,4.2,21,12,0,0,0,0,2,60,260,60,31,28,9,23,1,2,0,1,34
정현욱,Lions,25,4,5,3.361866307058125,27,10,0,0,0,0,1,85.2,370,81,41,32,8,38,0,4,5,0,67
정성훈,Bears,26,3,3,3.1195205848575855,79,0,0,0,2,0,15,83.2,329,64,34,29,4,20,2,8,0,0,42
차명주,Eagles,30,0,1,2.4545398152693743,32,0,0,0,0,0,11,14.2,63,14,5,4,0,6,2,2,1,0,11
이상열,Unicorns,27,4,1,2.55,81,0,0,0,0,0,20,60,247,55,19,17,5,18,0,1,1,0,46
장문석,Twins,29,10,8,4.026315789473684,28,27,0,0,1,0,0,152,657,168,73,68,15,55,3,8,1,0,75
전승남,Twins,29,1,1,5.094329905978328,24,0,0,0,1,0,7,17.2,78,23,11,10,2,2,0,3,0,0,8
이경필,Bears,30,5,12,4.695650496489689,21,20,0,0,0,0,0,99.2,457,113,59,52,4,44,3,11,1,0,49
김영수,Wyverns,29,1,3,7.071428571428571,37,3,0,0,0,0,4,28,144,31,25,22,1,31,0,3,10,0,27
최영필,Eagles,30,0,3,4.135135135135135,14,4,0,0,1,0,0,37,156,39,18,17,5,9,0,3,2,0,27
이정훈,Giants,26,1,4,4.189655172413793,30,1,0,0,0,0,0,58,257,68,29,27,7,23,5,5,1,0,33
문동환,Eagles,32,4,15,5.370150919334234,25,22,0,0,0,0,0,120.2,557,147,88,72,20,45,1,5,2,0,56
오철민,Tigers,31,1,3,6,34,0,0,0,0,0,1,30,131,35,21,20,5,11,0,3,0,0,23
김해님,Eagles,29,5,3,5.579337992389633,23,15,0,0,0,0,3,90.1,410,109,59,56,12,36,0,9,2,0,43
오상민,Lions,29,2,0,2.3225806451612905,34,1,0,0,0,0,5,31,126,24,10,8,2,10,0,1,2,0,24
김경태,Wyverns,28,5,2,2.3275842933126207,21,2,0,0,0,0,4,38.2,147,23,10,10,0,9,0,3,0,0,21
김수경,Unicorns,24,11,8,4.008724676255362,26,26,0,0,0,0,0,152.2,668,151,74,68,14,62,0,3,7,1,100
김진웅,Lions,24,9,7,4.322670983336345,35,24,0,0,0,0,2,135.1,597,126,73,65,12,75,2,8,3,1,99
소소경,Tigers,24,0,1,10.536559386944305,9,1,0,0,0,0,0,13.2,69,20,17,16,1,8,0,2,1,0,11
김광삼,Twins,23,8,7,4.470198675496689,31,26,2,0,0,0,1,151,688,164,85,75,9,76,2,11,10,0,109
구자운,Bears,24,4,5,3.587410194950374,54,0,0,0,32,0,1,47.2,199,45,19,19,7,13,1,0,4,0,39
송신영,Unicorns,27,8,0,3.526529074800233,59,1,0,0,1,0,6,81.2,358,85,37,32,9,28,0,4,3,0,64
권오준,Lions,24,11,5,3.228268044312816,47,17,0,0,2,0,7,153.1,619,128,56,55,15,40,2,7,3,0,142
유동훈,Tigers,27,7,2,2.9834171774079077,68,0,0,0,5,0,7,120.2,487,105,42,40,10,22,1,19,0,0,65
박정진,Eagles,28,3,1,5.510198719454085,31,0,0,0,0,0,4,32.2,150,33,20,20,6,23,0,0,1,0,23
배영수,Lions,23,17,2,2.6098371385976384,35,27,4,2,0,0,0,189.2,792,163,65,55,6,74,1,11,13,1,144
강영식,Lions,23,2,2,6.075015353003202,23,0,0,0,1,0,5,13.1,64,15,9,9,1,7,0,1,0,0,14
이재우,Bears,24,6,3,4.432837587604984,33,4,0,0,0,0,0,89.1,379,85,44,44,8,32,0,4,6,0,56
이정민,Giants,25,2,2,5.514896123635985,48,0,0,0,0,0,3,78.1,374,94,52,48,4,50,9,4,7,0,60
우규민,Twins,19,2,1,3.927279945575961,18,0,0,0,0,0,1,18.1,75,16,8,8,4,7,1,0,0,0,4
정재훈,Bears,24,3,1,3.142242825981652,43,3,0,0,0,0,3,77.1,332,74,30,27,4,33,0,5,2,0,66
장원준,Giants,18,3,8,5.633855898579798,33,16,1,0,0,0,1,84.2,388,84,55,53,8,57,0,5,3,0,36
윤희상,Wyverns,19,0,1,9.450023882449425,11,4,0,0,0,0,0,13.1,67,21,15,14,2,7,0,1,0,0,9
박명환,Bears,27,12,3,2.495792958936667,26,26,0,0,0,0,0,158.2,651,130,50,44,4,52,1,7,8,0,162
손민한,Giants,29,9,2,2.733120455156113,42,11,0,0,8,0,0,108.2,433,90,36,33,8,29,3,2,4,0,88
이혜천,Bears,25,2,2,5.884615384615385,79,2,0,0,1,0,12,52,235,52,35,34,5,31,0,3,4,0,35
임경완,Giants,28,4,6,3.1614024040056767,67,0,0,0,5,0,22,105.1,448,102,39,37,4,41,10,12,1,0,72
이승호,Twins,22,9,7,2.706933759887934,21,21,1,1,0,0,0,129.2,556,111,53,39,9,72,1,3,6,0,115
최향남,Tigers,33,2,1,3.573531917636477,16,7,0,0,0,0,0,45.1,198,40,20,18,1,20,0,7,1,0,37
카브레라,Wyverns,32,4,4,4.646088819686211,38,15,0,0,12,0,0,102.2,454,99,57,53,8,50,0,11,1,2,85
