Name,Team,Age,W,L,ERA,G,GS,CG,ShO,SV,BS,HLD,IP,TBF,H,R,ER,HR,BB,IBB,HBP,WP,BK,SO
김진우,Tigers,30,9,10,4.986820538472813,24,21,0,0,1,1,0,126.1,577,147,77,70,8,49,0,13,13,1,130
신용운,Lions,29,2,0,2.025,44,0,0,0,0,0,2,40,156,26,9,9,5,16,1,0,1,0,36
마정길,Heroes,34,4,1,4.090909090909091,29,0,0,0,1,1,1,33,149,32,20,15,1,18,2,3,0,1,31
윤길현,Wyverns,29,3,1,3.3230793608734137,45,0,0,0,0,0,8,43.1,178,35,17,16,5,21,2,2,4,0,47
노경은,Bears,29,10,10,3.8428908109734534,30,30,0,0,0,0,0,180.1,765,171,88,77,16,75,0,6,8,1,153
김성배,Giants,32,2,4,3.0508474576271185,58,0,0,0,31,8,4,59,241,45,20,20,1,21,1,3,4,0,58
김승회,Giants,32,4,7,5.301369863013699,53,2,0,0,2,2,8,73,338,92,49,43,6,29,4,3,4,0,54
송은범,Tigers,29,1,7,7.346938775510204,41,4,0,0,5,3,6,49,240,71,41,40,4,27,1,0,9,0,29
오주원,Heroes,28,4,0,2.395163132423841,10,7,0,0,0,0,1,41.1,169,28,13,11,1,18,1,1,3,1,31
윤성환,Lions,31,13,8,3.269524721558203,27,27,1,1,0,0,0,170.2,702,167,69,62,16,37,0,4,4,0,122
박근홍,Lions,27,0,1,5.25,14,0,0,0,0,0,0,12,52,13,7,7,0,4,0,0,0,0,13
송창식,Eagles,28,4,6,3.4225352112676055,57,0,0,0,20,4,0,71,310,63,27,27,3,36,5,4,3,1,67
정재원,Eagles,28,0,0,6.545454545454546,10,0,0,0,0,0,0,11,52,16,8,8,1,5,1,1,0,0,6
신재웅,Twins,31,4,4,3.0535714285714284,18,10,0,0,0,0,0,56,227,52,21,19,4,18,1,3,1,1,21
박정배,Wyverns,31,5,2,1.653061224489796,38,0,0,0,0,2,14,49,208,40,11,9,3,24,2,4,2,0,53
서동환,Bears,27,0,1,4.3199912658868,8,1,0,0,0,0,0,16.2,77,15,8,8,0,14,0,1,4,0,4
전유수,Wyverns,26,2,0,4.369939787572636,54,0,0,0,2,2,3,57.2,252,60,28,28,6,23,1,4,4,0,35
이보근,Heroes,27,1,3,4.310920914945751,28,1,0,0,0,0,1,39.2,169,43,19,19,2,11,0,3,1,0,18
박성훈,Heroes,30,2,3,5.062493602939583,50,0,0,0,0,1,8,26.2,124,31,16,15,6,11,0,4,2,0,18
윤근영,Eagles,27,2,5,6.25,49,8,0,0,0,0,5,72,330,84,50,50,6,45,1,5,13,0,45
김선규,Twins,27,2,1,2.793103448275862,29,0,0,0,0,1,3,29,121,31,10,9,2,8,3,5,2,0,9
김진성,Dinos,28,1,2,4.764705882352941,33,0,0,0,2,1,0,34,149,32,20,18,5,17,1,2,6,0,28
신창호,Tigers,26,0,2,5.906259329072966,18,0,0,0,0,0,0,21.1,109,29,14,14,3,15,0,0,1,0,17
김세현,Heroes,25,5,5,5.151332725338861,29,19,0,0,0,0,0,101.1,455,119,62,58,7,48,0,3,3,0,55
장원삼,Lions,30,13,10,4.383116883116883,27,26,1,0,1,0,0,154,658,165,85,75,21,42,2,9,6,1,104
김상수,Heroes,25,0,1,5.082358985564877,16,1,0,0,0,0,0,28.1,125,27,16,16,1,13,0,2,2,0,20
진해수,Wyverns,27,2,5,5.547941581555209,72,0,0,0,0,3,10,48.2,223,52,34,30,4,25,1,5,2,0,40
박경태,Tigers,25,1,5,4.475938111543967,42,5,0,0,0,1,4,62.1,283,70,33,31,2,32,0,2,3,0,53
유원상,Twins,27,2,1,4.778757028869165,37,0,0,0,1,0,8,37.2,166,48,23,20,2,11,2,2,3,0,19
임태훈,Bears,24,1,1,11.322617567661107,9,0,0,0,0,0,0,10.1,60,18,13,13,1,11,0,0,0,0,13
김강률,Bears,24,0,0,3.2033843418906867,17,0,0,0,0,0,0,19.2,92,18,8,7,1,17,0,0,4,0,17
백정현,Lions,25,1,1,6.657543465857406,28,0,0,0,0,0,4,24.1,116,33,19,18,4,13,0,0,0,0,23
이동걸,Lions,29,0,0,7.163280084331453,10,0,0,0,0,0,0,16.1,74,20,13,13,1,7,0,2,2,0,11
김혁민,Eagles,26,5,10,5.399987453143055,42,20,0,0,0,0,11,146.2,635,142,93,88,25,60,2,12,12,0,96
홍상삼,Bears,23,5,4,2.5,55,0,0,0,5,5,9,72,309,51,22,20,8,45,3,2,9,0,77
임창민,Dinos,27,6,6,3.757729889851267,54,0,0,0,4,5,9,64.2,264,41,29,27,10,32,3,2,6,0,63
김수완,Giants,23,1,0,4.085523752461137,15,4,0,0,0,0,0,50.2,222,57,28,23,4,25,0,2,2,0,22
정대훈,Eagles,28,2,0,3.6,13,0,0,0,0,0,1,15,72,17,6,6,0,8,0,4,0,1,2
백청훈,Wyverns,25,5,5,3.547446638351021,19,15,0,0,0,0,0,91.1,390,85,40,36,5,36,0,8,4,1,50
유희관,Bears,27,10,7,3.5298247905437563,41,18,0,0,1,1,3,145.1,612,141,60,57,7,52,1,7,2,2,96
오현택,Bears,27,5,3,2.7000013108693333,67,0,0,0,5,5,7,73.1,302,65,23,22,6,19,3,8,1,0,65
고원준,Giants,23,1,4,5.610393084732331,13,10,0,0,0,0,0,51.1,233,64,37,32,4,22,0,3,3,0,26
강윤구,Heroes,22,6,6,4.361538461538461,41,17,0,0,0,0,7,130,568,112,69,63,6,75,0,8,8,0,131
이우선,Lions,30,0,1,3.272727272727273,10,0,0,0,0,0,0,11,49,11,4,4,0,5,0,1,1,0,2
황재규,Eagles,27,1,0,4.153842344795424,21,1,0,0,0,0,0,34.2,148,37,19,16,2,6,0,2,0,1,25
여건욱,Wyverns,26,1,3,8.64,10,6,0,0,0,0,0,25,124,29,24,24,5,21,0,2,1,0,12
류택현,Twins,41,0,0,3.068185342741515,58,0,0,0,0,0,16,29.1,125,31,10,10,2,6,1,2,1,0,23
정현욱,Twins,34,2,5,3.776221257842499,54,0,0,0,2,3,16,47.2,220,55,23,20,4,25,3,1,3,0,31
이상열,Twins,36,2,3,3.272727272727273,64,0,0,0,0,1,13,33,152,43,15,12,1,12,3,3,1,0,22
최영필,Wyverns,39,0,0,6.230781343585205,22,0,0,0,1,2,3,17.1,84,24,15,12,2,8,1,1,1,0,11
이정훈,Heroes,35,5,2,3,56,0,0,0,1,2,11,69,280,69,25,23,5,24,0,2,1,0,29
송신영,Heroes,36,4,3,3.2108091556398777,61,0,0,0,1,1,15,61.2,266,52,22,22,1,33,1,8,3,0,43
김사율,Giants,33,3,7,3.995517608822075,35,8,0,0,1,3,3,74.1,322,74,35,33,11,34,1,2,6,0,47
유동훈,Tigers,36,1,3,2.923568654861362,49,0,0,0,0,0,5,52.1,226,56,22,17,3,11,1,8,1,0,38
박정진,Eagles,37,1,5,5.815375571180335,30,0,0,0,1,2,6,21.2,96,17,15,14,2,14,1,1,6,0,21
핸킨스,Bears,29,3,3,6.230765965867322,12,10,0,0,0,0,0,60.2,273,79,42,42,5,21,0,3,1,1,30
심창민,Lions,20,1,0,2.682120899251533,50,0,0,0,2,2,14,50.1,201,35,15,15,3,19,2,4,1,1,57
임정우,Twins,22,2,1,4.470201498752555,46,1,0,0,0,0,3,50.1,207,41,26,25,3,24,2,3,5,0,39
배영수,Lions,32,14,4,4.708609271523179,27,26,0,0,0,0,0,151,671,193,83,79,9,38,1,14,5,0,101
강영식,Giants,32,1,3,3.8571397660040927,55,0,0,0,1,2,9,39.2,168,32,17,17,1,19,0,2,4,0,40
이재우,Bears,33,5,2,4.724997476579106,30,11,0,0,0,1,0,66.2,302,59,36,35,5,48,0,4,4,0,44
우규민,Twins,28,10,8,3.9095113050799974,30,25,1,1,0,0,2,147.1,635,162,67,64,5,31,2,12,2,0,92
정재훈,Bears,33,4,1,3.439492535131014,55,0,0,0,14,2,7,52.1,222,46,26,20,3,17,1,3,1,0,38
허준혁,Giants,27,0,1,4.5848969153804955,11,1,0,0,0,0,0,17.2,73,14,9,9,1,10,0,2,1,0,13
윤희상,Wyverns,28,8,6,3.865647471369288,25,23,1,0,0,1,0,151.1,642,147,72,65,17,44,0,7,3,1,120
손승락,Heroes,31,3,2,2.297871174776212,57,0,0,0,46,5,0,62.2,249,50,17,16,1,20,3,1,4,0,52
차우찬,Lions,26,10,7,3.263745225143946,43,12,0,0,0,0,3,121.1,518,100,48,44,6,67,1,6,10,0,111
박희수,Wyverns,29,1,2,2.2657327547054993,43,0,0,0,24,4,1,47.2,185,31,12,12,1,13,1,1,2,0,46
이상화,Giants,25,2,1,4.973690826155356,12,2,0,0,0,0,1,25.1,114,32,17,14,4,9,0,0,0,0,18
이재곤,Giants,24,3,3,6.9,10,8,0,0,0,0,0,30,148,33,23,23,3,20,0,9,0,0,17
고창성,Dinos,28,0,0,4.790314770154558,28,0,0,0,0,1,1,20.2,105,27,12,11,0,12,0,5,2,0,13
손민한,Dinos,38,5,6,3.4309410342543347,28,6,0,0,9,2,3,60.1,250,56,24,23,4,23,4,3,1,0,22
임경완,Wyverns,37,0,2,5.711549564953105,23,0,0,0,0,1,1,17.1,85,22,12,11,0,10,2,2,0,0,10
최향남,Tigers,42,2,2,4.450554394551852,26,0,0,0,0,0,8,30.1,125,28,16,15,2,8,0,1,1,1,24
주키치,Twins,30,4,6,6.303961791472411,15,15,1,0,0,0,0,75.2,341,96,56,53,6,28,0,4,5,0,49
찰리,Dinos,27,11,7,2.4761904761904763,29,29,0,0,0,0,0,189,790,175,60,52,6,60,1,14,6,0,116
송승준,Giants,33,12,6,3.757447631441839,29,29,0,0,0,0,0,167.2,720,171,74,70,11,64,0,4,4,0,133
