Name,Team,Age,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG
김민우,Tigers,35,87,167,210,42,29,10,0,3,34,15,36,0,46,1,0,6,2,7,2,0.25149701
현재윤,Twins,34,14,15,16,8,6,2,0,0,3,2,1,0,3,0,0,0,0,0,0,0.53333333
최형우,Lions,30,113,430,493,153,89,33,0,31,92,100,50,1,62,7,6,0,11,4,2,0.35581395
손주인,Twins,30,120,341,400,99,83,11,0,5,50,30,30,0,42,8,4,17,8,4,2,0.29032258
조동찬,Lions,30,31,74,87,20,15,4,0,1,8,6,10,0,21,1,1,1,5,5,2,0.27027027
신종길,Tigers,30,103,360,399,105,66,24,6,9,60,51,29,0,92,2,3,5,2,20,7,0.29166667
이현곤,Dinos,34,7,11,12,1,1,0,0,0,0,0,0,0,3,0,0,1,1,0,0,0.09090909
이대수,Wyverns,32,15,25,28,4,4,0,0,0,1,2,2,0,5,1,0,0,2,0,0,0.16
박경수,Twins,30,87,162,201,37,28,6,1,2,33,19,25,0,33,5,3,6,6,7,1,0.22839506
이성열,Heroes,29,96,256,291,66,42,10,0,14,46,39,24,1,80,9,1,1,0,2,3,0.2578125
이대형,Tigers,30,126,461,505,149,124,15,9,1,75,40,35,2,57,2,2,5,5,22,15,0.32321041
나주환,Wyverns,30,127,422,478,115,83,25,0,7,64,51,36,0,101,3,3,14,8,10,3,0.27251185
지석훈,Dinos,30,114,212,238,58,34,14,4,6,26,34,16,0,46,6,1,3,8,1,1,0.27358491
박정준,Dinos,30,39,54,60,13,11,1,0,1,8,5,5,0,9,0,0,1,2,0,0,0.24074074
서동욱,Heroes,30,39,34,41,5,4,1,0,0,2,0,3,0,12,1,0,3,1,1,0,0.14705882
한상훈,Eagles,34,77,175,203,50,40,8,1,1,23,21,24,0,40,0,0,4,4,3,1,0.28571429
이양기,Eagles,33,45,125,139,33,28,5,0,0,13,6,10,0,19,2,1,1,3,1,0,0.264
최경철,Twins,33,117,290,334,62,47,11,0,4,36,39,22,0,67,5,1,16,7,4,2,0.2137931
박기남,Tigers,32,90,171,202,49,37,9,0,3,21,21,22,0,25,2,2,5,5,2,5,0.28654971
이시찬,Eagles,29,45,105,119,30,26,4,0,0,14,9,10,0,19,0,1,3,3,4,1,0.28571429
김태완,Lions,32,65,95,108,33,24,7,0,2,14,15,8,0,17,4,0,1,4,0,0,0.34736842
윤석민,Heroes,28,99,281,307,75,53,12,0,10,30,43,18,0,47,2,2,4,11,0,0,0.26690391
용덕한,Giants,33,59,82,92,25,19,5,0,1,13,11,3,0,22,1,3,3,4,0,1,0.30487805
유한준,Heroes,32,122,405,469,128,77,31,0,20,71,91,46,0,53,3,7,8,9,2,1,0.31604938
안태영,Heroes,29,41,63,80,17,10,6,0,1,12,9,7,0,21,10,0,0,3,1,0,0.26984127
김주형,Tigers,28,64,151,176,37,26,4,0,7,16,26,17,0,19,2,2,4,3,0,3,0.24503311
최진행,Eagles,28,99,299,328,78,50,16,0,12,32,45,23,0,79,3,3,0,8,1,2,0.26086957
고동진,Eagles,34,73,187,213,45,39,5,0,1,21,14,18,0,35,2,3,3,2,0,2,0.24064171
임훈,Wyverns,28,90,277,330,87,71,13,1,2,47,27,37,0,61,8,2,6,4,9,2,0.31407942
박정권,Wyverns,32,120,452,499,140,78,33,2,27,81,109,41,2,106,2,4,0,6,7,9,0.30973451
정의윤,Twins,27,97,261,292,69,48,14,0,7,29,38,21,1,40,5,3,2,9,5,4,0.26436782
오재일,Bears,27,75,132,155,32,22,7,0,3,10,18,20,0,39,1,2,0,1,1,1,0.24242424
허준,Dinos,32,28,29,36,5,2,3,0,0,2,1,5,0,10,0,0,2,0,0,0,0.17241379
조영훈,Dinos,31,92,111,124,29,19,4,0,6,15,22,10,0,26,1,1,1,1,1,1,0.26126126
이원석,Bears,27,79,231,255,58,43,8,2,5,29,25,19,0,53,1,2,2,2,0,0,0.25108225
전현태,Eagles,27,10,10,10,1,1,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0.1
정근우,Eagles,31,125,464,549,137,98,28,5,6,91,44,66,0,56,9,3,7,11,32,3,0.29525862
이병규,Twins,30,116,360,450,110,63,28,3,16,66,87,74,2,78,5,8,3,7,5,10,0.30555556
최승준,Twins,26,20,38,40,10,5,3,0,2,4,11,2,0,11,0,0,0,1,0,0,0.26315789
최주환,Bears,26,82,189,211,53,35,14,0,4,38,31,14,0,25,2,2,4,1,1,1,0.28042328
신현철,Wyverns,26,60,65,75,17,13,3,0,1,10,3,8,0,16,0,0,2,3,1,0,0.26153846
김문호,Giants,27,71,192,222,41,25,11,3,2,28,27,19,0,51,5,0,6,2,4,0,0.21354167
이승재,Dinos,31,12,11,11,1,0,0,1,0,1,3,0,0,3,0,0,0,0,0,0,0.09090909
정범모,Eagles,27,85,186,212,47,31,10,0,6,18,23,17,0,39,1,3,5,8,1,0,0.25268817
김태완,Eagles,30,89,186,214,48,33,8,0,7,26,39,24,1,51,3,1,0,10,0,0,0.25806452
송광민,Eagles,31,103,389,421,123,88,22,2,11,52,58,26,2,73,0,2,4,15,3,2,0.31619537
김성현,Wyverns,27,122,398,476,113,87,20,1,5,73,43,55,0,51,7,6,10,7,6,3,0.2839196
이재원,Wyverns,26,120,412,484,139,95,30,2,12,48,83,49,7,66,12,11,0,14,3,0,0.33737864
이명기,Wyverns,26,83,285,314,105,86,13,2,4,54,28,21,0,47,1,0,7,7,8,6,0.36842105
홍명찬,Wyverns,27,10,16,16,1,1,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0.0625
김재현,Wyverns,26,60,25,28,5,4,1,0,0,12,6,0,0,10,2,1,0,0,8,1,0.2
박용근,Twins,30,27,19,25,4,2,2,0,0,8,0,6,0,6,0,0,0,1,1,0,0.21052632
허도환,Heroes,29,93,182,220,40,30,8,0,2,18,12,20,0,52,8,1,9,6,0,0,0.21978022
김종호,Dinos,30,113,317,347,83,66,11,4,2,58,25,19,0,55,6,0,5,4,22,7,0.26182965
채태인,Lions,31,124,492,541,156,103,38,1,14,69,99,41,1,91,2,6,0,8,1,0,0.31707317
임익준,Eagles,26,6,10,10,3,3,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0.3
김민성,Heroes,25,116,438,486,128,85,29,2,12,60,77,30,1,80,10,3,5,10,3,1,0.29223744
김주현,Giants,26,9,12,12,2,1,1,0,0,2,1,0,0,4,0,0,0,0,0,0,0.16666667
박윤,Wyverns,26,6,15,15,4,4,0,0,0,0,2,0,0,5,0,0,0,0,0,0,0.26666667
김용의,Twins,28,103,183,208,44,36,7,1,0,31,22,19,0,46,2,1,3,2,9,7,0.24043716
김재환,Bears,25,52,85,96,26,17,6,0,3,12,13,11,1,12,0,0,0,3,1,0,0.30588235
최재훈,Bears,24,48,112,125,27,22,3,1,1,9,10,5,0,22,3,2,3,3,0,2,0.24107143
이영욱,Lions,28,40,53,64,11,8,3,0,0,16,6,7,0,16,2,0,2,0,6,1,0.20754717
김대우,Giants,29,18,25,26,6,6,0,0,0,0,2,1,0,12,0,0,0,0,1,0,0.24
장성우,Giants,24,43,84,99,23,18,4,0,1,10,9,12,0,19,1,2,0,1,0,0,0.27380952
김선빈,Tigers,24,33,93,98,27,23,4,0,0,7,9,3,0,10,0,0,2,3,2,0,0.29032258
나지완,Tigers,29,118,398,470,124,83,22,0,19,64,79,54,4,97,12,6,0,9,3,3,0.31155779
백용환,Tigers,25,47,79,86,14,8,2,0,4,8,10,5,0,28,0,0,2,1,0,0,0.17721519
이희근,Eagles,29,6,13,14,3,2,0,1,0,2,2,0,0,6,1,0,0,0,0,0,0.23076923
정현석,Eagles,30,53,102,118,23,17,3,0,3,15,6,11,0,21,3,0,2,6,0,2,0.2254902
김다원,Tigers,28,86,189,210,51,32,13,1,5,21,17,12,0,53,5,1,3,3,2,2,0.26984127
모창민,Dinos,29,122,419,468,110,79,15,0,16,62,72,37,0,82,0,4,8,13,14,3,0.26252983
윤요섭,Twins,32,27,68,74,15,11,4,0,0,4,2,2,0,15,1,1,2,1,0,0,0.22058824
오지환,Twins,24,113,397,464,104,68,20,8,8,72,56,51,2,102,7,3,6,8,28,12,0.26196474
문선재,Twins,24,22,20,24,3,2,1,0,0,4,4,3,0,5,0,1,0,0,3,0,0.15
채은성,Twins,24,62,159,197,44,31,11,1,1,18,15,21,0,36,10,5,2,3,5,3,0.27672956
박건우,Bears,23,47,61,66,11,6,4,1,0,7,3,4,0,13,0,0,1,0,1,0,0.18032787
정수빈,Bears,23,128,431,507,132,101,18,7,6,79,49,41,1,68,11,2,22,8,32,5,0.3062645
김진형,Bears,24,28,38,42,9,8,1,0,0,5,5,3,0,7,0,0,1,0,0,0,0.23684211
김지수,Heroes,27,28,23,29,4,4,0,0,0,2,3,4,0,2,0,0,2,1,1,0,0.17391304
박헌도,Heroes,27,47,94,113,23,17,2,0,4,12,14,9,0,19,4,3,3,0,2,0,0.24468085
박동원,Heroes,24,76,174,198,44,29,7,2,6,32,26,13,0,41,5,1,5,7,0,0,0.25287356
오정복,Dinos,27,47,69,79,16,12,4,0,0,9,7,7,0,9,1,2,0,2,2,0,0.23188406
이지영,Lions,28,99,266,299,74,58,10,3,3,37,32,14,0,33,2,4,13,5,3,3,0.27819549
정형식,Lions,23,52,106,121,18,15,2,0,1,9,6,12,0,24,1,1,1,2,4,2,0.16981132
안치홍,Tigers,23,126,434,479,147,96,31,2,18,65,88,33,1,65,6,4,2,11,19,6,0.33870968
김회성,Eagles,28,59,140,162,33,18,8,1,6,21,18,14,0,45,4,1,3,4,0,0,0.23571429
이호준,Dinos,38,122,424,500,115,72,20,0,23,59,78,67,0,104,3,5,1,15,3,5,0.27122642
권용관,Twins,37,8,17,21,2,1,1,0,0,0,2,1,0,5,0,1,2,1,0,0,0.11764706
진갑용,Lions,40,11,17,17,7,7,0,0,0,2,4,0,0,1,0,0,0,0,0,0,0.41176471
임재철,Twins,38,53,66,76,16,15,1,0,0,13,3,5,0,16,1,0,4,1,0,0,0.24242424
정성훈,Twins,34,112,383,455,126,87,25,1,13,71,59,59,2,56,7,4,2,13,10,2,0.32898172
김헌곤,Lions,25,76,123,143,32,21,5,3,3,17,20,13,0,20,6,0,1,1,2,2,0.2601626
신본기,Giants,25,63,113,130,26,15,6,1,4,20,13,5,0,25,4,2,6,0,1,1,0.2300885
임종혁,Giants,24,21,18,25,4,4,0,0,0,3,1,5,0,8,1,0,1,0,2,2,0.22222222
박기혁,Giants,33,22,51,63,8,6,2,0,0,8,2,10,0,11,0,0,2,1,0,1,0.15686275
이범호,Tigers,32,105,350,406,94,52,23,0,19,47,82,41,1,89,11,4,0,9,2,2,0.26857143
최준석,Giants,31,121,371,460,106,70,13,0,23,54,90,81,3,88,2,6,0,14,1,0,0.28571429
이우민,Giants,32,44,80,103,18,18,0,0,0,14,10,14,0,22,2,1,6,1,0,3,0.225
김태균,Eagles,32,118,422,508,154,106,30,0,18,66,84,70,1,73,11,5,0,18,0,2,0.36492891
박용택,Twins,35,124,464,549,159,124,24,2,9,71,73,75,3,65,1,7,2,15,11,9,0.34267241
고영민,Bears,30,52,94,108,27,24,2,0,1,18,7,11,0,18,0,2,1,3,1,1,0.28723404
문규현,Giants,30,77,235,275,66,48,16,0,2,33,27,26,0,30,0,2,12,7,5,2,0.28085106
손시헌,Dinos,33,97,307,361,90,64,20,1,5,39,39,34,0,53,7,8,5,10,2,1,0.29315961
이종욱,Dinos,34,124,438,495,126,88,28,4,6,73,78,40,0,60,3,13,1,5,15,4,0.28767123
이택근,Heroes,33,122,441,527,135,81,32,1,21,87,91,51,0,43,13,10,12,10,11,8,0.30612245
차일목,Tigers,33,94,185,224,35,27,6,0,2,17,18,24,0,28,2,2,11,7,0,2,0.18918919
이용규,Eagles,28,104,358,418,103,87,12,4,0,62,20,52,0,46,5,1,2,5,12,11,0.2877095
김재호,Bears,29,122,341,421,86,68,14,1,3,50,54,54,0,59,2,11,13,14,2,8,0.25219941
박석민,Lions,29,110,356,425,112,64,21,0,27,77,72,54,3,62,12,3,0,12,0,1,0.31460674
강민호,Giants,28,98,310,360,71,39,14,2,16,37,40,33,3,92,13,4,0,6,1,2,0.22903226
최정,Wyverns,27,82,308,361,94,60,20,0,14,65,76,37,0,69,12,3,1,9,7,2,0.30519481
양의지,Bears,27,97,296,338,87,53,23,1,10,40,46,24,1,34,9,4,5,8,4,3,0.29391892
민병헌,Bears,27,124,470,527,162,116,31,3,12,85,79,37,0,63,6,6,8,11,16,8,0.34468085
오재원,Bears,29,110,359,420,114,82,21,6,5,60,40,50,2,61,2,0,9,7,33,7,0.31754875
임태준,Heroes,26,17,12,14,1,1,0,0,0,1,0,2,0,6,0,0,0,1,0,0,0.08333333
손아섭,Giants,26,122,483,570,175,129,25,3,18,105,80,80,7,78,5,2,0,7,10,3,0.36231884
김태군,Dinos,24,109,294,322,77,64,13,0,0,28,23,12,0,47,4,3,9,9,0,1,0.26190476
서건창,Heroes,24,128,543,616,201,136,41,17,7,135,67,59,0,47,8,2,4,1,48,17,0.37016575
우동균,Lions,24,30,39,43,9,8,1,0,0,2,7,4,0,8,0,0,0,1,0,0,0.23076923
전준우,Giants,28,113,415,470,121,82,23,2,14,69,66,34,0,71,9,3,9,10,7,4,0.29156627
하준호,Giants,25,31,73,88,17,11,5,0,1,18,11,8,0,29,6,0,1,0,1,1,0.23287671
허경민,Bears,23,105,198,233,49,40,8,1,0,33,10,21,0,21,6,2,6,7,6,4,0.24747475
김상수,Lions,24,128,427,493,123,90,20,8,5,74,63,41,1,77,7,8,10,7,53,6,0.28805621
이승엽,Lions,37,127,506,548,156,94,30,0,32,83,101,40,3,77,0,2,0,10,5,1,0.3083004
박진만,Wyverns,37,19,32,35,8,7,1,0,0,3,2,2,0,8,0,0,1,0,0,1,0.25
이병규,Twins,39,62,195,207,49,41,6,0,2,23,25,8,0,21,2,0,2,5,1,1,0.25128205
조인성,Eagles,39,75,164,185,37,23,7,0,7,16,34,14,0,40,2,3,2,5,0,0,0.22560976
홍성흔,Bears,37,124,447,521,141,101,19,1,20,63,82,64,0,79,4,1,5,13,5,3,0.31543624
이진영,Twins,34,119,412,468,134,107,19,2,6,53,65,45,5,48,0,9,2,10,4,3,0.32524272
