Name,Team,Age,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG
오재일,Heroes,23,39,60,67,8,3,4,0,1,1,9,4,0,16,1,0,2,6,0,0,0.13333333
허준,Heroes,28,73,49,57,8,7,1,0,0,5,1,4,0,15,1,0,3,2,0,1,0.16326531
조영훈,Lions,27,67,138,159,38,25,6,1,6,22,17,15,2,36,1,2,3,1,6,2,0.27536232
이원석,Bears,23,104,291,330,78,52,14,4,8,36,49,26,1,44,4,2,7,5,1,4,0.26804124
최훈락,Tigers,28,19,40,47,11,9,0,0,2,4,6,2,0,15,3,1,1,0,2,3,0.275
전현태,Eagles,23,100,156,185,32,24,3,0,5,34,21,26,0,52,0,1,2,0,25,8,0.20512821
정희상,Eagles,27,29,64,74,17,14,2,1,0,7,6,9,0,22,0,0,1,0,3,0,0.265625
정근우,Wyverns,27,128,485,563,148,119,25,2,2,75,48,47,5,51,8,1,22,9,33,13,0.30515464
이병규,Twins,26,103,307,362,92,62,17,1,12,57,53,44,1,58,3,3,5,4,5,3,0.29967427
유선정,Heroes,23,53,135,160,34,28,6,0,0,16,14,17,0,30,1,3,4,4,2,1,0.25185185
이여상,Eagles,26,14,14,15,3,2,1,0,0,0,3,1,0,6,0,0,0,0,0,0,0.21428571
황동채,Giants,26,44,31,33,3,2,1,0,0,6,0,1,0,11,1,0,0,1,3,0,0.09677419
김태완,Eagles,26,116,370,473,98,70,13,0,15,62,62,86,3,99,13,2,0,9,7,6,0.26486486
송광민,Eagles,27,77,263,291,68,51,11,0,6,30,34,21,1,68,2,2,3,5,4,4,0.25855513
이재원,Wyverns,22,54,70,79,18,12,5,0,1,8,7,5,2,8,2,1,1,4,0,0,0.25714286
박용근,Twins,26,53,99,110,26,20,2,2,2,17,19,7,0,20,2,0,2,2,8,2,0.26262626
김준호,Twins,26,21,45,47,10,8,1,1,0,4,3,2,0,14,0,0,0,1,0,0,0.22222222
이두환,Bears,22,13,25,30,8,6,1,0,1,2,6,2,0,7,1,2,0,0,1,0,0.32
채태인,Lions,27,102,356,396,104,77,13,0,14,48,54,33,3,94,2,3,2,6,0,3,0.29213483
임익준,Lions,22,64,63,67,11,11,0,0,0,10,5,0,0,16,0,1,3,3,4,3,0.17460317
김민성,Heroes,21,80,180,223,36,30,4,0,2,26,12,18,1,41,11,1,13,6,1,0,0.2
김연훈,Wyverns,25,73,136,146,33,28,4,1,0,20,4,2,0,14,1,0,7,2,8,4,0.24264706
김강,Eagles,21,14,24,26,10,8,2,0,0,2,4,2,0,4,0,0,0,1,0,0,0.41666667
이영욱,Lions,24,120,408,479,111,86,19,2,4,68,42,51,2,86,7,4,9,4,30,8,0.27205882
장성우,Giants,20,61,100,108,18,13,4,0,1,5,7,6,0,27,0,0,2,0,0,1,0.18
김선빈,Tigers,20,115,348,406,102,85,14,2,1,40,28,34,0,44,6,4,14,5,23,7,0.29310345
나지완,Tigers,25,109,316,384,68,42,11,0,15,42,53,45,1,82,18,3,2,9,3,2,0.21518987
최용규,Tigers,24,22,25,29,4,3,1,0,0,4,1,1,0,8,1,1,1,1,0,0,0.16
이희근,Eagles,25,82,136,158,25,24,1,0,0,14,12,10,0,33,6,1,5,6,2,2,0.18382353
정현석,Eagles,26,114,202,227,53,39,10,0,4,20,24,15,0,28,3,1,6,4,3,3,0.26237624
오선진,Eagles,20,108,221,240,44,39,5,0,0,24,14,12,0,57,2,0,5,7,7,2,0.19909502
한윤섭,Eagles,24,30,24,28,4,2,1,1,0,3,2,3,0,4,0,0,1,1,2,0,0.16666667
김다원,Tigers,24,45,56,60,8,6,0,0,2,9,2,2,0,19,2,0,0,2,1,0,0.14285714
모창민,Wyverns,25,65,60,67,11,8,2,0,1,14,2,5,0,15,0,0,2,4,5,3,0.18333333
윤요섭,Twins,28,46,51,57,15,15,0,0,0,4,9,2,0,16,2,1,1,0,1,0,0.29411765
오지환,Twins,20,125,352,417,85,53,13,6,13,59,61,44,0,137,7,7,7,1,13,2,0.24147727
정주현,Twins,19,8,9,11,2,2,0,0,0,0,2,1,0,4,0,1,0,0,1,1,0.22222222
정수빈,Bears,19,76,143,156,46,31,8,6,1,35,19,10,0,25,0,2,1,2,13,3,0.32167832
장영석,Heroes,20,64,138,163,32,21,6,0,5,16,19,12,1,45,9,1,3,3,0,0,0.23188406
오정복,Lions,23,100,221,263,60,42,10,1,7,39,36,25,0,40,4,4,9,4,1,4,0.27149321
배영섭,Lions,24,11,24,26,7,5,2,0,0,5,3,2,0,6,0,0,0,1,1,0,0.29166667
양종민,Giants,19,7,9,10,1,0,1,0,0,0,3,1,0,3,0,0,0,0,0,0,0.11111111
안치홍,Tigers,19,133,461,537,134,102,21,3,8,79,50,49,1,96,7,4,16,12,18,5,0.29067245
김회성,Eagles,24,11,17,19,0,0,0,0,0,0,0,2,0,7,0,0,0,1,0,0,0
안경현,Wyverns,40,8,13,15,2,1,0,0,1,2,2,1,1,2,0,0,1,0,0,0,0.15384615
이도형,Eagles,35,27,86,96,25,19,2,0,4,8,13,7,0,11,2,1,0,0,0,0,0.29069767
양준혁,Lions,41,64,142,175,34,27,6,0,1,10,20,28,2,20,3,2,0,3,0,1,0.23943662
김재현,Wyverns,34,111,267,328,77,50,17,0,10,41,48,52,2,42,2,3,4,10,7,5,0.28838951
최동수,Wyverns,38,56,108,121,22,17,2,0,3,13,13,8,1,14,2,3,0,4,0,1,0.2037037
이숭용,Heroes,39,124,328,374,90,73,15,0,2,37,30,36,0,37,3,2,5,7,5,2,0.27439024
이호준,Wyverns,34,85,194,219,54,37,9,0,8,19,46,20,3,39,1,4,0,6,1,0,0.27835052
권용관,Wyverns,33,61,154,180,35,25,6,1,3,14,21,14,0,34,1,2,9,2,2,2,0.22727273
박재홍,Wyverns,36,82,191,219,42,27,7,0,8,22,27,23,0,34,1,1,3,6,1,2,0.21989529
장성호,Eagles,32,74,237,279,58,46,8,0,4,34,29,35,1,35,2,2,3,9,0,2,0.24472574
이영우,Eagles,36,12,21,21,2,2,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0.0952381
손지환,Eagles,31,25,59,65,13,9,3,0,1,6,3,2,0,5,3,0,1,1,0,2,0.22033898
진갑용,Lions,36,100,259,320,68,50,8,0,10,36,28,45,2,57,2,1,13,7,0,0,0.26254826
김일경,Heroes,31,104,195,220,49,31,13,1,4,30,21,8,0,42,4,1,12,2,21,6,0.25128205
정수성,Heroes,32,8,21,24,5,5,0,0,0,3,0,1,0,8,0,0,2,0,1,0,0.23809524
강동우,Eagles,36,98,309,363,78,65,8,1,4,45,22,43,0,33,1,3,6,10,14,6,0.25242718
손인호,Twins,35,42,62,71,20,14,4,0,2,6,12,5,0,14,0,2,2,1,1,0,0.32258065
신경현,Eagles,34,119,253,292,63,40,13,0,10,29,40,27,1,54,0,3,9,10,6,5,0.24901186
임재철,Bears,34,96,130,173,38,28,5,2,3,27,18,31,2,28,8,1,3,2,7,3,0.29230769
조성환,Giants,33,111,414,458,139,100,31,0,8,83,52,35,1,58,4,3,2,8,8,2,0.33574879
정성훈,Twins,30,111,365,418,96,71,20,1,4,52,38,41,1,58,4,2,6,14,3,1,0.2630137
박기혁,Giants,29,48,153,166,33,30,3,0,0,10,13,6,0,18,1,1,5,5,2,0,0.21568627
최준석,Bears,27,127,424,482,136,87,26,1,22,63,82,50,5,83,5,2,1,17,0,5,0.32075472
이우민,Giants,28,92,82,90,20,15,4,1,0,13,9,2,0,16,4,0,2,0,2,1,0.24390244
박용택,Twins,31,107,370,420,111,81,21,0,9,62,45,38,3,64,5,1,6,6,19,4,0.3
고영민,Bears,26,100,293,344,60,43,10,1,6,53,35,34,1,67,14,1,2,4,11,3,0.20477816
문규현,Giants,26,80,173,201,41,30,8,0,3,18,16,15,1,40,4,3,6,3,2,1,0.23699422
손시헌,Bears,29,128,433,499,118,90,19,1,8,51,62,46,2,64,7,3,10,12,0,2,0.27251732
이종욱,Bears,30,114,413,471,129,106,16,2,5,66,45,45,1,46,4,3,6,3,30,13,0.31234867
이택근,Twins,29,91,337,388,102,70,17,1,14,66,50,38,3,55,4,3,6,10,14,6,0.30267062
차일목,Tigers,29,91,198,250,51,33,11,0,7,30,35,39,1,53,6,3,4,8,1,1,0.25757576
이용규,Tigers,24,129,472,555,145,122,19,1,3,74,51,64,2,50,9,3,7,10,25,12,0.30720339
김재호,Bears,25,83,85,102,19,15,3,1,0,11,8,14,0,15,1,0,2,3,5,1,0.22352941
박석민,Lions,25,112,356,457,108,75,18,0,15,58,64,76,4,84,15,5,5,14,3,2,0.30337079
강민호,Giants,24,117,410,465,125,82,19,1,23,66,72,42,1,65,8,5,0,16,2,7,0.30487805
최정,Wyverns,23,123,400,493,120,68,31,1,20,84,80,49,0,72,20,8,16,7,12,4,0.3
양의지,Bears,23,127,374,430,100,65,14,1,20,48,68,40,1,68,8,3,5,12,4,1,0.26737968
민병헌,Bears,23,64,70,80,20,17,2,1,0,23,4,9,2,14,0,0,1,0,11,4,0.28571429
오재원,Bears,25,123,384,421,106,86,17,3,0,59,37,29,1,76,4,2,2,5,35,10,0.27604167
손아섭,Giants,22,121,422,487,129,95,23,0,11,85,47,50,0,82,1,5,9,2,6,2,0.3056872
김태군,Twins,20,50,51,57,13,12,1,0,0,2,6,2,0,9,1,0,3,1,0,0,0.25490196
전준우,Giants,24,114,350,394,101,66,14,2,19,56,57,26,0,89,8,5,5,7,16,7,0.28857143
김상수,Lions,20,101,282,338,69,59,7,3,0,37,22,31,0,45,12,1,12,10,30,6,0.24468085
박경완,Wyverns,37,129,381,472,100,66,20,0,14,51,67,46,2,88,27,3,15,11,1,1,0.26246719
이종범,Tigers,39,97,265,289,65,44,16,1,4,36,29,15,0,33,3,0,6,5,2,2,0.24528302
박진만,Lions,33,46,131,161,31,24,5,1,1,14,14,24,0,27,1,2,3,1,1,2,0.23664122
송지만,Heroes,37,127,375,432,109,76,15,1,17,52,63,41,4,85,8,6,2,5,5,2,0.29066667
이병규,Twins,35,117,404,451,117,93,14,1,9,49,64,36,5,53,1,6,4,11,3,4,0.28960396
조인성,Twins,35,133,457,511,145,92,24,1,28,69,107,41,8,83,3,5,5,19,2,0,0.31728665
김동주,Bears,34,110,387,470,114,72,22,0,20,60,67,67,4,45,10,5,1,15,0,1,0.29457364
홍성흔,Giants,33,111,431,498,151,96,28,1,26,88,116,54,3,49,7,5,1,18,2,2,0.35034803
이진영,Twins,30,104,378,417,125,90,28,0,7,56,50,32,0,40,1,4,2,7,10,4,0.33068783
