Name,Team,Age,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG
고동진,Eagles,25,94,250,291,50,33,14,0,3,42,11,23,0,45,16,0,2,4,11,3,0.2
박노민,Eagles,19,9,10,10,1,1,0,0,0,1,0,0,0,3,0,0,0,2,0,0,0.1
정의윤,Twins,18,106,314,340,76,55,10,3,8,41,42,17,0,69,4,2,3,6,3,1,0.24203822
윤승균,Bears,22,116,90,99,17,14,2,0,1,34,6,5,0,34,0,0,4,0,39,12,0.18888889
황준영,Giants,23,17,17,21,4,2,1,0,1,7,1,4,0,3,0,0,0,1,0,0,0.23529412
이원석,Giants,18,72,163,200,33,21,10,1,1,21,18,18,0,58,4,2,13,1,0,0,0.20245399
최훈락,Tigers,23,24,22,24,2,1,1,0,0,3,3,1,0,9,1,0,0,1,1,1,0.09090909
송산,Tigers,22,75,125,141,33,26,4,0,3,14,19,10,0,27,1,0,5,3,2,2,0.264
임성민,Tigers,23,47,56,62,13,10,2,0,1,12,3,6,0,14,0,0,0,2,0,0,0.23214286
백승룡,Eagles,22,39,63,79,8,6,2,0,0,9,3,7,0,15,4,1,4,1,1,2,0.12698413
전현태,Eagles,18,21,27,35,4,3,1,0,0,3,0,8,0,13,0,0,0,1,0,1,0.14814815
정근우,Wyverns,22,52,88,106,17,15,2,0,0,11,5,4,0,13,4,2,8,3,4,2,0.19318182
장종훈,Eagles,37,7,11,11,1,0,0,0,1,1,1,0,0,3,0,0,0,0,0,0,0.09090909
김동수,Unicorns,36,96,274,318,60,44,4,2,10,24,30,20,0,56,5,1,18,2,2,1,0.2189781
홍현우,Tigers,32,25,59,64,13,9,3,0,1,6,1,3,0,16,0,0,2,0,0,0,0.22033898
김인철,Eagles,33,103,262,288,72,46,16,0,10,46,39,20,0,59,2,1,3,9,8,3,0.27480916
이종열,Twins,32,85,269,303,68,53,7,2,6,37,29,21,1,37,4,2,7,6,5,1,0.2527881
전상렬,Bears,33,92,311,355,75,58,15,1,1,44,25,32,0,57,2,0,10,5,3,3,0.24115756
전준호,Unicorns,36,94,278,320,74,64,8,2,0,34,22,25,0,42,4,3,10,1,18,8,0.26618705
김기태,Wyverns,36,54,112,130,23,19,4,0,0,5,11,15,1,23,0,1,2,4,0,0,0.20535714
안경현,Bears,35,105,355,415,104,81,19,0,4,54,62,44,1,39,9,3,4,10,1,2,0.29295775
장원진,Bears,36,123,423,478,121,102,16,0,3,58,42,42,1,53,9,2,2,5,4,4,0.28605201
이재주,Tigers,31,79,124,148,31,18,8,0,5,10,19,22,1,32,2,0,0,5,0,1,0.25
황윤성,Bears,31,55,119,137,29,21,4,1,3,16,9,15,0,22,3,0,0,3,0,0,0.24369748
강성우,Wyverns,35,22,18,20,5,1,4,0,0,1,0,0,0,4,0,0,2,2,0,0,0.27777778
박종호,Lions,31,119,392,484,105,80,21,0,4,63,36,46,1,48,18,3,25,4,5,2,0.26785714
김정민,Twins,35,79,186,211,51,37,9,0,5,19,29,7,0,20,6,2,10,8,0,2,0.27419355
이도형,Eagles,30,113,391,431,101,60,18,1,22,43,72,30,0,75,9,1,0,15,0,0,0.25831202
양준혁,Lions,36,124,394,463,103,74,15,1,13,61,50,62,5,44,5,2,0,16,10,3,0.26142132
김재현,Wyverns,29,120,400,499,126,90,17,0,19,63,77,80,10,59,16,3,0,9,2,2,0.315
최동수,Twins,33,77,210,229,67,44,17,0,6,20,36,17,1,29,0,1,1,3,1,0,0.31904762
서용빈,Twins,34,15,39,41,5,3,1,1,0,3,2,1,0,8,0,0,1,0,0,0,0.12820513
심정수,Lions,30,124,433,528,119,77,14,0,28,77,87,89,4,116,4,2,0,12,3,2,0.27482679
이숭용,Unicorns,34,105,330,390,83,56,13,0,14,45,55,46,2,50,9,2,3,10,1,1,0.25151515
김태균,Wyverns,33,110,232,272,55,38,11,1,5,24,22,18,0,57,3,1,18,3,1,0,0.23706897
최익성,Wyverns,33,40,70,84,15,9,1,1,4,13,12,12,0,16,1,1,0,3,3,0,0.21428571
김종훈,Lions,33,70,146,167,42,35,4,1,2,19,18,11,0,30,4,3,3,4,3,1,0.28767123
이호준,Wyverns,29,105,354,411,96,58,16,1,21,59,65,45,2,68,10,2,0,10,5,5,0.27118644
조원우,Eagles,34,95,351,392,106,82,17,1,6,43,42,31,0,50,4,3,3,5,7,3,0.3019943
심재학,Tigers,32,94,252,309,64,43,9,0,12,34,39,43,3,50,7,4,3,6,3,1,0.25396825
권용관,Twins,28,79,194,215,46,27,7,3,9,21,25,7,0,53,3,2,9,1,3,2,0.2371134
정수근,Giants,28,109,370,431,106,83,21,2,0,63,29,49,1,53,4,2,6,3,21,15,0.28648649
김승관,Giants,29,14,14,19,2,2,0,0,0,1,0,5,0,3,0,0,0,0,0,0,0.14285714
박현승,Giants,32,24,38,44,8,7,1,0,0,3,1,5,0,10,0,0,1,2,1,0,0.21052632
마해영,Tigers,34,94,338,387,90,61,17,0,12,46,60,35,2,66,8,4,2,13,0,0,0.26627219
안상준,Twins,32,26,68,78,14,10,4,0,0,8,4,5,0,11,1,0,4,5,2,0,0.20588235
김승권,Unicorns,29,8,23,24,6,3,2,0,1,3,4,0,0,6,0,0,1,1,0,0,0.26086957
강인권,Bears,33,18,28,34,8,7,1,0,0,5,5,5,0,8,1,0,0,0,0,0,0.28571429
최기문,Giants,32,94,177,209,34,26,7,1,0,15,10,13,0,29,9,1,9,5,3,1,0.1920904
박재홍,Wyverns,31,109,421,495,128,88,21,1,18,76,63,67,2,78,2,3,2,10,22,10,0.304038
정경배,Wyverns,31,126,427,502,122,94,16,1,11,49,63,44,1,75,10,7,14,7,7,8,0.28571429
이계성,Giants,28,13,11,12,1,1,0,0,0,1,1,1,0,6,0,0,0,0,0,0,0.09090909
김대익,Lions,32,61,86,100,27,22,4,0,1,14,19,9,2,21,3,1,1,3,0,0,0.31395349
장성호,Tigers,27,123,464,533,139,99,23,1,16,70,74,61,10,48,3,4,1,12,4,1,0.29956897
조효상,Giants,31,38,39,44,7,5,2,0,0,6,2,3,0,12,1,0,1,0,0,0,0.17948718
심광호,Eagles,27,63,102,108,27,17,3,0,7,15,22,1,0,27,3,1,1,2,1,0,0.26470588
홍원기,Bears,32,92,139,162,32,22,6,1,3,17,22,13,0,32,5,1,4,1,0,0,0.23021583
임수민,Eagles,32,64,111,121,26,17,6,0,3,10,25,6,0,24,0,4,0,5,1,0,0.23423423
김수연,Eagles,28,111,273,299,69,57,10,2,0,41,14,20,0,46,1,1,4,3,9,3,0.25274725
손지환,Tigers,26,107,316,357,88,64,13,0,11,37,44,24,1,29,9,3,5,6,1,2,0.27848101
안재만,Twins,30,65,174,199,41,29,10,0,2,16,18,9,0,49,5,2,9,1,15,6,0.23563218
진갑용,Lions,31,110,347,406,100,77,17,0,6,34,41,36,1,47,8,4,11,8,1,1,0.28818444
문희성,Bears,32,114,322,369,88,63,15,0,10,45,50,29,1,54,13,4,1,8,12,3,0.27329193
김일경,Unicorns,26,55,101,121,23,17,4,1,1,14,3,15,0,25,2,0,3,2,4,0,0.22772277
정수성,Unicorns,27,118,366,429,100,81,14,5,0,53,19,21,0,76,20,3,19,9,29,5,0.27322404
김창희,Bears,31,84,221,270,60,48,9,0,3,26,35,35,1,41,5,3,6,3,4,2,0.27149321
백재호,Eagles,31,85,235,260,65,53,8,0,4,29,20,15,0,48,4,1,5,11,5,0,0.27659574
박연수,Giants,31,71,171,193,48,34,9,0,5,15,20,15,0,48,4,0,3,3,1,3,0.28070175
채종국,Unicorns,29,106,342,407,81,61,10,1,9,45,36,25,1,40,19,5,16,6,1,8,0.23684211
강동우,Lions,31,125,367,429,88,64,15,3,6,61,38,43,2,68,3,3,13,8,9,1,0.23978202
서한규,Unicorns,32,93,254,303,63,51,8,2,2,33,17,29,0,47,5,1,14,2,9,2,0.2480315
조경환,Wyverns,32,19,34,35,7,5,0,0,2,4,4,0,0,12,1,0,0,0,0,0,0.20588235
손인호,Giants,30,114,345,387,83,62,16,3,2,25,27,29,1,64,7,1,5,8,3,2,0.24057971
신경현,Eagles,29,110,321,358,89,69,15,1,4,38,23,29,0,47,2,3,3,8,2,3,0.27725857
이승준,Bears,28,24,33,36,6,5,0,0,1,2,4,1,0,13,1,1,0,1,0,0,0.18181818
임재철,Bears,29,109,336,401,104,85,13,3,3,41,30,35,0,51,4,4,22,5,10,3,0.30952381
박경진,Giants,29,12,12,12,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.16666667
한규식,Twins,28,115,275,325,65,55,9,1,0,37,23,36,0,65,1,3,10,4,0,1,0.23636364
정성훈,Unicorns,25,126,458,523,122,84,20,1,17,61,72,49,0,67,7,0,9,14,7,3,0.26637555
장일현,Tigers,29,11,15,16,2,2,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0.13333333
김경진,Tigers,28,42,62,81,13,9,3,0,1,12,7,11,0,19,3,2,3,5,0,0,0.20967742
브리또,Eagles,33,78,287,308,82,51,14,0,17,34,43,11,0,45,8,2,0,11,0,1,0.28571429
데이비스,Eagles,34,118,431,507,139,91,24,0,24,90,86,65,7,76,5,6,0,8,7,3,0.3225058
최경환,Bears,33,102,332,379,87,65,17,2,3,41,38,32,0,33,6,5,4,6,11,4,0.26204819
박기혁,Giants,24,114,335,382,93,74,13,3,3,44,27,36,0,61,1,1,9,5,8,3,0.27761194
이범호,Eagles,23,126,444,513,121,67,27,1,26,69,68,53,0,94,9,6,1,8,6,2,0.27252252
최준석,Giants,22,100,280,309,69,53,8,0,8,19,42,24,0,58,3,1,1,9,4,1,0.24642857
김태균,Eagles,23,124,461,529,146,88,33,2,23,73,100,60,5,73,6,2,0,20,3,1,0.31670282
박용택,Twins,26,126,472,523,132,91,25,1,15,90,71,43,3,98,5,3,0,9,43,7,0.27966102
고영민,Bears,21,16,17,18,2,2,0,0,0,2,0,0,0,9,1,0,0,0,0,0,0.11764706
손시헌,Bears,24,126,416,480,115,88,18,5,4,59,60,48,0,59,4,6,6,7,2,5,0.27644231
이택근,Unicorns,24,71,139,169,46,35,9,0,2,20,14,19,0,22,8,0,3,1,2,1,0.33093525
차일목,Tigers,24,6,8,10,2,2,0,0,0,2,1,1,0,1,0,0,1,0,0,0,0.25
이용규,Tigers,19,124,414,479,110,86,17,2,5,57,37,39,0,64,9,3,14,6,31,10,0.26570048
김재호,Bears,20,47,27,31,6,3,1,1,1,6,4,2,0,5,1,0,1,1,1,0,0.22222222
박석민,Lions,20,52,81,92,16,12,3,1,0,7,4,7,0,13,3,1,0,3,1,0,0.19753086
강민호,Giants,19,104,214,230,52,37,11,2,2,20,18,5,0,56,2,0,9,7,1,4,0.24299065
최정,Wyverns,18,45,85,93,21,15,5,0,1,6,11,5,0,27,2,0,1,3,0,0,0.24705882
신동주,Tigers,32,23,32,35,3,3,0,0,0,2,0,1,1,13,2,0,0,0,0,0,0.09375
김민재,Wyverns,32,125,440,508,122,101,19,0,2,58,37,39,0,48,9,4,16,14,20,5,0.27727273
박경완,Wyverns,32,114,347,425,85,57,17,0,11,43,44,57,7,100,7,6,8,6,1,4,0.24495677
이종범,Tigers,34,118,430,495,134,101,25,2,6,69,36,47,2,49,11,0,7,8,28,5,0.31162791
김한수,Lions,33,114,406,465,119,86,18,0,15,55,73,35,3,68,18,3,3,9,1,0,0.29310345
김재걸,Lions,32,103,231,266,57,49,7,0,1,22,23,17,0,59,5,1,12,6,8,8,0.24675325
박진만,Lions,28,85,281,333,70,47,16,0,7,34,44,32,0,47,9,2,9,8,5,2,0.24911032
김종국,Tigers,31,117,374,429,88,66,15,3,4,39,40,37,0,68,3,5,10,7,11,5,0.23529412
송지만,Unicorns,32,123,436,510,118,72,22,0,24,70,74,43,0,101,24,3,4,9,3,3,0.2706422
이병규,Twins,30,119,466,517,157,122,24,2,9,62,75,34,1,62,9,7,1,10,10,6,0.33690987
조인성,Twins,30,85,201,230,45,28,11,0,6,22,34,14,0,34,4,2,9,2,0,0,0.2238806
김동주,Bears,29,94,268,338,81,57,13,1,10,51,50,57,9,38,12,1,0,10,1,2,0.30223881
홍성흔,Bears,28,115,394,433,107,79,17,0,11,41,74,29,0,57,3,3,4,17,2,2,0.2715736
이진영,Wyverns,25,122,453,523,132,92,19,1,20,76,74,55,3,60,3,4,8,7,8,5,0.29139073
