Name,Team,Age,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG
프레이타스,Heroes,32,43,139,148,36,24,10,0,2,13,14,7,0,29,1,1,0,7,0,0,0.25899281
호잉,Wiz,32,69,262,297,62,39,11,1,11,32,52,26,2,54,4,5,0,2,5,2,0.23664122
알테어,Dinos,30,143,492,565,134,81,19,2,32,83,84,57,2,156,11,5,0,6,20,5,0.27235772
마차도,Giants,29,134,466,539,130,103,21,1,5,83,58,58,1,65,4,7,4,9,8,5,0.27896996
터커,Tigers,30,127,468,539,111,77,24,1,9,42,59,61,1,66,8,2,0,12,0,0,0.23717949
박병호,Heroes,34,118,409,477,93,50,23,0,20,48,76,47,3,141,14,7,0,9,0,0,0.22738386
김현수,Twins,33,140,506,595,144,103,23,1,17,70,96,77,5,42,3,9,0,7,2,0,0.28458498
이대호,Giants,39,114,420,465,120,90,11,0,19,39,81,34,3,50,5,6,0,12,0,0,0.28571429
페르난데스,Bears,33,141,540,617,170,131,24,0,15,73,81,65,3,35,6,6,0,25,0,2,0.31481481
크레익,Heroes,26,61,222,247,55,37,12,0,6,25,30,20,1,43,4,1,0,4,0,1,0.24774775
황재균,Wiz,33,118,456,511,132,104,16,2,10,74,56,47,1,93,3,4,1,11,11,3,0.28947368
추신수,Landers,38,137,461,580,122,80,19,2,21,84,69,103,4,123,12,4,0,8,25,9,0.26464208
로맥,Landers,35,107,355,421,80,49,11,0,20,55,52,59,1,83,4,3,0,9,1,0,0.22535211
이해창,Eagles,34,20,54,60,9,6,3,0,0,4,4,1,0,13,1,1,3,0,0,1,0.16666667
정훈,Giants,33,135,486,561,142,100,27,1,14,70,79,68,8,89,3,3,1,6,9,1,0.29218107
오태곤,Landers,29,122,235,253,63,44,10,0,9,47,35,14,0,52,2,1,1,4,9,4,0.26808511
이상호,Twins,32,45,65,68,20,18,2,0,0,5,12,1,0,10,0,0,2,2,2,1,0.30769231
유강남,Twins,28,130,397,441,100,73,16,0,11,39,60,25,1,75,14,2,3,11,2,1,0.25188917
이천웅,Twins,32,68,181,211,36,27,7,0,2,20,16,25,0,23,3,1,1,11,3,2,0.19889503
최영진,Lions,33,44,57,63,16,12,1,2,1,9,6,5,0,12,1,0,0,1,1,0,0.28070175
정진호,Eagles,32,48,145,167,33,24,9,0,0,9,15,15,1,22,1,2,4,5,3,1,0.22758621
고종욱,Landers,32,88,180,199,48,41,5,0,2,25,18,16,0,30,0,2,1,6,2,3,0.26666667
김민하,Eagles,32,46,115,142,24,18,4,1,1,14,17,17,0,36,8,2,0,3,6,3,0.20869565
강경학,Eagles,28,25,33,39,5,5,0,0,0,3,1,5,0,13,1,0,0,0,1,0,0.15151515
오준혁,Landers,29,26,46,50,10,6,2,0,2,7,5,4,0,15,0,0,0,2,0,0,0.2173913
정진기,Dinos,28,88,193,206,43,29,8,0,6,27,21,10,0,39,1,0,2,2,6,3,0.22279793
이원재,Dinos,32,31,65,69,15,13,2,0,0,3,7,1,0,11,1,1,1,1,1,0,0.23076923
류지혁,Tigers,27,92,273,327,76,66,8,0,2,37,34,42,1,46,7,3,2,7,0,0,0.27838828
박세혁,Bears,31,96,237,270,52,40,12,0,0,25,30,22,0,43,5,3,3,5,4,2,0.21940928
유민상,Tigers,32,24,60,74,14,11,2,0,1,7,6,8,0,18,6,0,0,1,0,0,0.23333333
김재현,Heroes,28,39,46,51,10,3,7,0,0,2,8,3,0,12,0,0,2,1,0,1,0.2173913
박정음,Heroes,32,70,14,18,0,0,0,0,0,19,1,2,0,3,1,1,0,0,4,2,0
구자욱,Lions,28,140,546,614,166,104,30,10,22,107,88,49,3,98,6,12,1,9,27,4,0.3040293
박해민,Lions,31,128,457,546,132,104,22,1,5,78,54,70,2,82,3,7,9,3,35,16,0.28884026
김준태,Giants,26,58,128,149,25,16,5,0,4,17,15,18,0,40,1,2,0,3,0,0,0.1953125
하주석,Eagles,27,138,525,594,143,103,27,3,10,84,68,51,1,135,10,3,5,10,23,6,0.27238095
김민식,Tigers,32,100,250,301,55,44,8,0,3,30,26,41,1,49,4,3,3,2,0,0,0.22
최항,Landers,27,34,69,79,19,16,2,1,0,5,7,6,1,16,2,1,1,4,1,0,0.27536232
최정민,Tigers,32,38,15,19,5,5,0,0,0,5,1,3,0,7,1,0,0,1,2,3,0.33333333
한유섬,Landers,31,135,442,519,123,73,18,1,31,71,95,60,4,96,10,6,1,11,1,0,0.27828054
박민우,Dinos,28,50,180,215,47,38,5,3,1,30,18,22,0,23,7,2,4,4,12,3,0.26111111
황윤호,Tigers,27,7,17,19,3,3,0,0,0,2,0,1,0,3,1,0,0,1,0,0,0.17647059
강진성,Dinos,27,124,406,462,101,74,20,0,7,49,38,36,2,68,14,2,4,13,9,2,0.24876847
노진혁,Dinos,31,107,330,384,95,65,22,0,8,41,58,42,0,90,5,3,4,3,1,1,0.28787879
나성범,Dinos,31,144,570,623,160,97,29,1,33,96,101,38,2,155,11,4,0,5,1,1,0.28070175
강승호,Bears,27,113,301,340,72,47,16,2,7,47,37,22,1,78,6,3,8,8,8,2,0.23920266
장승현,Bears,27,92,177,211,41,29,10,0,2,18,27,19,0,50,8,1,6,2,0,0,0.23163842
김인태,Bears,26,133,344,418,89,65,15,1,8,51,46,62,0,67,3,4,5,10,0,2,0.25872093
이우성,Tigers,26,65,85,100,17,12,5,0,0,12,4,13,0,17,0,1,1,2,2,1,0.2
이흥련,Landers,32,90,127,146,30,24,3,0,3,15,14,12,0,31,5,0,2,4,0,0,0.23622047
정현,Dinos,27,68,117,149,26,20,5,1,0,14,7,17,0,24,7,0,8,7,0,0,0.22222222
이홍구,Wiz,30,37,55,58,9,8,0,0,1,4,5,2,1,28,0,1,0,4,0,0,0.16363636
장운호,Eagles,27,101,285,338,67,57,10,0,0,36,28,36,0,77,7,3,7,7,3,5,0.23508772
노수광,Eagles,30,52,160,180,37,27,7,0,3,21,14,17,0,46,1,0,2,1,13,1,0.23125
한승택,Tigers,27,82,203,239,44,34,7,0,3,17,16,28,0,61,3,0,5,6,0,0,0.21674877
최민재,Giants,27,21,25,27,2,1,1,0,0,2,2,2,0,8,0,0,0,1,2,0,0.08
윤형준,Dinos,27,51,74,81,22,17,0,0,5,10,10,3,0,17,0,1,3,2,0,1,0.2972973
김준완,Dinos,30,13,12,14,2,1,0,1,0,3,1,2,0,0,0,0,0,0,0,0,0.16666667
권희동,Dinos,30,55,133,171,35,24,3,0,8,25,26,29,1,24,5,3,1,4,2,0,0.26315789
김민혁,Wiz,25,75,172,199,55,46,6,2,1,22,13,20,0,26,2,0,5,3,6,3,0.31976744
심우준,Wiz,26,140,410,463,110,82,20,2,6,62,48,32,0,66,4,6,10,2,16,6,0.26829268
문상철,Wiz,30,53,96,106,21,13,6,0,2,14,16,8,0,33,2,0,0,1,2,0,0.21875
송민섭,Wiz,29,123,48,65,11,11,0,0,0,39,7,12,0,22,0,0,5,0,15,1,0.22916667
김병희,Wiz,30,34,52,70,15,7,3,0,5,16,13,13,0,15,3,0,2,0,3,0,0.28846154
안중열,Giants,25,58,125,157,29,21,5,0,3,19,16,27,0,25,1,1,3,1,0,0,0.232
신성현,Bears,30,11,11,15,2,2,0,0,0,3,0,3,0,6,1,0,0,0,0,0,0.18181818
양석환,Bears,29,133,488,546,133,83,22,0,28,66,96,42,2,136,9,7,0,9,2,3,0.27254098
배정대,Wiz,25,145,513,598,132,96,23,1,12,85,68,65,2,133,12,5,3,8,19,6,0.25730994
최용제,Bears,29,78,104,119,29,26,3,0,0,7,15,11,0,21,2,1,1,0,0,1,0.27884615
이성곤,Eagles,29,62,174,208,46,31,12,2,1,17,24,29,0,53,3,1,1,4,0,3,0.26436782
임지열,Heroes,25,19,25,30,3,3,0,0,0,5,0,4,0,10,1,0,0,1,0,1,0.12
김호재,Lions,26,87,75,90,17,15,2,0,0,9,7,9,0,14,2,1,3,0,0,0,0.22666667
박계범,Bears,25,118,322,385,86,68,12,1,5,44,46,44,0,68,9,3,7,8,4,3,0.26708075
