Name,Team,Age,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG
김상현,Tigers,30,101,357,405,91,62,15,0,14,38,64,37,1,83,9,2,0,12,8,0,0.25490196
김원섭,Tigers,32,87,269,316,73,51,18,2,2,36,30,32,1,28,0,5,10,4,1,3,0.27137546
장민석,Heroes,29,84,265,297,64,52,8,1,3,35,15,16,0,54,2,0,14,4,11,7,0.24150943
박한이,Lions,32,121,429,506,110,85,19,2,4,77,30,60,3,88,5,2,10,7,8,2,0.25641026
신명철,Lions,32,117,331,382,69,54,11,2,2,38,39,38,0,68,3,2,8,10,13,10,0.20845921
박종윤,Giants,29,111,149,162,42,33,7,0,2,24,29,7,1,27,0,4,2,3,3,2,0.28187919
김경언,Eagles,28,81,173,204,42,36,4,0,2,22,15,25,0,39,1,1,4,3,5,5,0.24277457
박준서,Giants,29,21,20,23,2,1,1,0,0,2,2,2,0,4,0,0,1,0,0,0,0.1
조중근,Heroes,28,36,98,117,32,22,5,2,3,14,16,12,0,22,1,0,6,2,2,1,0.32653061
김강민,Wyverns,28,80,281,310,79,56,14,1,8,37,33,20,1,56,2,2,5,3,9,4,0.28113879
정상호,Wyverns,28,112,366,401,95,65,19,0,11,40,50,22,1,96,8,2,3,10,0,2,0.25956284
조동화,Wyverns,30,114,296,345,70,59,9,2,0,42,16,27,0,51,1,0,21,1,10,6,0.23648649
박재상,Wyverns,28,93,301,352,77,52,17,4,4,37,39,33,1,54,5,2,11,7,13,5,0.25581395
추승우,Eagles,31,19,44,49,9,9,0,0,0,5,1,2,0,12,1,0,2,0,0,0,0.20454545
안치용,Wyverns,32,93,219,267,68,48,8,0,12,45,42,44,0,56,1,1,2,2,3,0,0.31050228
유재웅,Bears,32,12,13,16,2,1,1,0,0,3,0,2,0,5,1,0,0,3,0,0,0.15384615
김민우,Heroes,32,126,466,535,115,87,22,0,6,66,31,48,1,100,2,2,17,7,23,9,0.24678112
강귀태,Heroes,31,33,81,89,19,13,4,1,1,4,10,5,1,11,0,1,2,4,1,0,0.2345679
허웅,Wyverns,27,27,50,53,11,9,2,0,0,4,3,2,0,10,0,0,1,0,1,0,0.22
강병식,Heroes,34,77,167,189,29,18,8,1,2,16,17,15,0,53,2,1,4,3,2,0,0.17365269
현재윤,Lions,31,38,61,70,13,12,1,0,0,7,5,3,0,7,2,0,4,0,0,0,0.21311475
최형우,Lions,27,133,480,571,163,93,37,3,30,80,118,76,15,88,5,10,0,8,4,3,0.33958333
손주인,Lions,27,63,113,122,30,24,5,0,1,9,8,1,0,19,2,1,5,5,0,1,0.26548673
조동찬,Lions,27,85,208,235,45,34,7,0,4,27,25,19,0,47,2,3,3,4,18,1,0.21634615
신종길,Tigers,27,116,281,315,62,44,12,1,5,40,35,27,0,59,5,1,1,5,23,6,0.22064057
이현곤,Tigers,31,104,222,257,59,47,10,1,1,24,17,20,0,38,2,2,11,4,1,1,0.26576577
채상병,Lions,31,63,109,124,21,16,1,1,3,11,9,7,0,20,1,2,5,4,1,1,0.19266055
이대수,Eagles,29,122,366,420,110,83,16,3,8,46,50,31,0,64,5,4,14,5,8,8,0.30054645
박경수,Twins,27,111,317,386,72,56,11,1,4,36,26,48,0,66,7,4,10,7,10,8,0.22712934
이성열,Bears,26,83,221,246,56,41,7,1,7,23,28,16,0,76,9,0,0,2,4,6,0.25339367
이대형,Twins,27,104,354,398,88,71,11,5,1,56,24,30,0,78,2,1,11,0,34,17,0.24858757
지석훈,Heroes,27,52,109,125,24,15,6,1,2,9,8,12,0,29,1,1,2,5,1,3,0.22018349
강명구,Lions,30,89,58,66,10,8,1,0,1,22,5,5,0,16,0,1,2,0,19,4,0.17241379
정보명,Giants,30,10,16,18,2,0,2,0,0,2,3,1,0,6,1,0,0,0,0,0,0.125
박정준,Heroes,27,50,92,107,19,12,7,0,0,6,5,14,0,24,1,0,0,4,0,1,0.20652174
이인구,Giants,30,81,161,182,43,34,5,2,2,26,14,17,0,22,3,0,1,4,6,1,0.26708075
서동욱,Twins,27,112,303,359,81,62,11,1,7,42,37,33,3,90,8,3,12,4,7,1,0.26732673
한상훈,Eagles,31,131,398,485,107,89,12,3,3,49,39,46,1,66,6,2,33,6,16,10,0.26884422
이양기,Eagles,30,93,147,164,41,28,13,0,0,9,17,9,0,31,6,0,2,5,3,0,0.27891156
최경철,Wyverns,30,20,28,33,4,1,3,0,0,2,4,3,0,8,0,1,1,0,0,0,0.14285714
박기남,Tigers,29,85,152,184,34,22,9,0,3,23,16,20,0,31,4,0,8,7,4,2,0.22368421
이시찬,Twins,26,33,19,23,2,1,0,1,0,6,2,2,0,4,0,1,1,0,4,3,0.10526316
김태완,Twins,29,76,202,246,51,33,12,0,6,26,29,31,0,37,2,1,10,7,4,1,0.25247525
윤석민,Bears,25,80,167,188,48,36,8,0,4,18,19,17,0,30,2,0,2,6,0,2,0.28742515
용덕한,Bears,30,60,47,52,7,5,2,0,0,3,2,0,0,8,2,0,3,1,0,0,0.14893617
유한준,Heroes,29,121,447,511,129,101,23,2,3,64,54,52,3,63,4,4,4,11,4,3,0.2885906
이승주,Heroes,27,3,11,12,2,2,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0.18181818
박진환,Giants,30,11,25,26,2,1,1,0,0,2,2,0,0,6,0,0,1,0,0,0,0.08
김주형,Tigers,25,88,271,300,54,31,14,0,9,23,40,17,0,71,4,1,7,6,1,0,0.19926199
최진행,Eagles,25,127,434,511,120,89,11,1,19,63,85,61,7,107,13,3,0,9,3,5,0.2764977
고동진,Eagles,31,97,195,222,49,37,9,0,3,31,19,15,0,33,5,1,6,5,3,2,0.25128205
박노민,Eagles,25,37,72,81,18,13,3,0,2,10,11,6,0,16,1,0,2,1,1,0,0.25
임훈,Wyverns,25,93,229,281,61,46,9,6,0,34,24,33,0,33,0,3,16,4,5,5,0.26637555
박정권,Wyverns,29,122,453,507,114,78,21,2,13,54,53,42,5,103,3,3,6,9,9,3,0.25165563
정의윤,Twins,24,93,242,272,62,53,9,0,0,13,23,17,1,32,4,3,6,7,3,2,0.25619835
오재일,Heroes,24,46,100,118,23,17,5,0,1,13,11,15,1,24,1,1,1,2,2,0,0.23
허준,Heroes,29,55,89,102,17,14,2,0,1,5,11,7,0,25,2,0,4,2,0,1,0.19101124
조영훈,Lions,28,98,245,280,60,43,11,0,6,33,34,27,0,76,5,3,0,1,7,2,0.24489796
이원석,Bears,24,110,264,311,57,38,11,0,8,36,35,29,0,58,3,3,12,7,1,0,0.21590909
최훈락,Tigers,29,35,49,54,11,7,4,0,0,9,2,3,0,12,2,0,0,3,0,0,0.2244898
백승룡,Eagles,28,38,51,64,9,7,2,0,0,7,3,7,0,13,2,0,4,1,1,1,0.17647059
전현태,Eagles,24,78,69,87,13,10,1,0,2,26,11,13,1,27,2,1,2,0,7,4,0.1884058
오재필,Eagles,28,54,86,98,19,13,3,1,2,14,14,6,0,36,3,0,3,1,8,1,0.22093023
정근우,Wyverns,28,90,326,385,100,75,19,0,6,60,40,38,2,37,4,2,15,10,20,9,0.30674847
이병규,Twins,27,33,88,112,22,15,3,0,4,13,14,20,0,32,1,2,1,2,1,1,0.25
박진원,Wyverns,24,7,11,11,1,1,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0.09090909
신현철,Heroes,23,13,9,12,0,0,0,0,0,1,0,2,0,4,1,0,0,0,0,0,0
유선정,Heroes,24,37,39,50,3,2,0,1,0,1,1,10,0,11,0,0,1,0,0,0,0.07692308
황선일,Twins,24,7,9,10,2,2,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0.22222222
이여상,Eagles,27,120,320,372,71,51,15,2,3,31,38,24,0,67,4,5,19,11,15,4,0.221875
양영동,Twins,27,51,70,83,11,9,2,0,0,9,2,12,0,20,1,0,0,1,4,1,0.15714286
모상기,Lions,24,32,74,85,14,7,3,0,4,7,11,10,0,29,0,1,0,2,0,0,0.18918919
김문호,Giants,24,19,26,29,6,5,1,0,0,4,1,3,1,7,0,0,0,0,1,1,0.23076923
손용석,Giants,24,49,57,71,15,11,3,1,0,11,12,10,0,9,1,1,2,1,1,0,0.26315789
황동채,Giants,27,57,62,77,14,10,3,1,0,16,5,10,0,12,1,0,4,3,3,1,0.22580645
류은재,Tigers,27,10,13,14,4,0,1,1,2,3,7,1,0,5,0,0,0,0,0,0,0.30769231
김성현,Wyverns,24,10,9,10,0,0,0,0,0,3,0,0,0,5,0,0,1,0,1,0,0
홍명찬,Wyverns,24,8,11,13,2,1,1,0,0,2,0,2,0,4,0,0,0,2,0,0,0.18181818
허도환,Heroes,26,79,166,191,37,30,6,1,0,13,15,11,0,43,2,3,9,6,2,2,0.22289157
채태인,Lions,28,53,182,218,40,27,7,1,5,25,28,33,0,59,1,2,0,1,1,0,0.21978022
김민성,Heroes,22,124,314,373,74,59,10,1,4,37,23,26,0,51,9,2,22,4,12,3,0.23566879
김연훈,Wyverns,26,84,149,170,28,24,3,0,1,15,13,7,0,40,6,2,6,4,2,6,0.18791946
김강,Eagles,22,8,19,23,2,1,1,0,0,0,1,3,0,6,1,0,0,0,0,0,0.10526316
박윤,Wyverns,23,10,15,17,3,3,0,0,0,3,0,2,0,4,0,0,0,0,0,0,0.2
김재환,Bears,22,30,54,56,10,5,3,0,2,4,8,1,0,14,1,0,0,2,1,1,0.18518519
이영욱,Lions,25,111,203,234,47,32,9,3,3,37,20,21,0,68,4,3,3,1,14,6,0.23152709
장성우,Giants,21,64,62,73,16,16,0,0,0,6,6,10,0,17,0,1,0,1,0,0,0.25806452
김선빈,Tigers,21,98,335,412,97,79,12,2,4,58,47,50,0,42,2,5,20,8,22,9,0.28955224
나지완,Tigers,26,85,291,331,88,61,9,0,18,41,66,35,0,63,4,1,0,4,0,1,0.3024055
이희근,Eagles,26,75,123,138,29,24,3,1,1,17,10,4,0,26,3,0,8,2,1,0,0.23577236
오선진,Eagles,21,68,107,120,22,19,3,0,0,15,7,5,0,21,4,1,3,3,3,3,0.20560748
김다원,Tigers,25,19,9,10,0,0,0,0,0,3,0,1,0,3,0,0,0,1,0,0,0
윤요섭,Twins,29,67,77,91,17,9,3,0,5,8,18,13,1,22,0,1,0,4,0,0,0.22077922
오지환,Twins,21,63,156,180,33,24,7,0,2,17,15,19,0,57,1,1,3,2,5,2,0.21153846
정주현,Twins,20,15,18,21,3,3,0,0,0,6,2,3,0,4,0,0,0,1,2,0,0.16666667
윤진호,Twins,25,75,88,99,14,10,4,0,0,11,2,6,0,26,0,0,5,3,2,1,0.15909091
정수빈,Bears,20,128,414,476,118,92,17,8,1,66,38,40,0,77,11,3,8,5,31,8,0.28502415
장영석,Heroes,21,35,78,89,14,11,2,1,0,7,7,5,0,22,4,1,1,2,0,0,0.17948718
박헌도,Heroes,24,7,10,11,0,0,0,0,0,0,0,1,0,4,0,0,0,1,0,0,0
오정복,Lions,24,24,26,28,5,4,1,0,0,4,3,1,0,6,0,0,1,0,0,0,0.19230769
정형식,Lions,20,52,74,88,17,13,3,0,1,9,5,12,0,15,0,0,2,0,4,3,0.22972973
배영섭,Lions,25,99,340,384,100,83,15,0,2,51,24,29,1,47,9,2,4,9,33,8,0.29411765
양종민,Giants,20,58,55,64,13,11,2,0,0,11,5,5,0,21,0,0,4,1,0,3,0.23636364
안치홍,Tigers,20,115,378,433,119,89,21,4,5,54,46,33,1,55,3,2,17,13,9,4,0.31481481
김회성,Eagles,25,37,49,59,7,2,3,0,2,5,6,5,0,19,3,1,1,2,0,0,0.14285714
최동수,Wyverns,39,80,181,199,55,45,8,0,2,16,30,11,0,21,2,3,2,6,0,1,0.3038674
이숭용,Heroes,40,88,146,172,37,30,7,0,0,7,12,18,1,18,1,1,6,4,1,0,0.25342466
이호준,Wyverns,35,114,368,417,93,67,12,0,14,41,62,44,2,78,1,1,3,10,2,2,0.25271739
권용관,Wyverns,34,28,57,68,12,7,3,1,1,8,10,6,0,23,1,0,4,0,0,1,0.21052632
박재홍,Wyverns,37,74,161,187,30,21,8,0,1,11,12,15,0,36,0,4,7,2,4,1,0.1863354
장성호,Eagles,33,116,390,478,95,74,13,0,8,53,37,81,2,66,4,0,3,9,0,6,0.24358974
심광호,Twins,33,25,35,39,4,3,1,0,0,1,1,1,0,15,2,0,1,1,0,0,0.11428571
진갑용,Lions,37,112,286,331,78,61,7,0,10,26,42,35,2,53,3,1,6,10,1,0,0.27272727
김일경,Heroes,32,41,47,48,12,12,0,0,0,11,0,1,0,13,0,0,0,1,9,7,0.25531915
강동우,Eagles,37,133,518,599,149,120,13,3,13,83,51,62,1,71,2,4,12,9,17,15,0.28764479
손인호,Twins,36,23,47,51,12,8,2,0,2,6,9,2,0,7,0,1,1,1,0,0,0.25531915
신경현,Eagles,35,103,233,267,62,52,9,0,1,18,27,23,0,50,2,2,7,7,5,4,0.26609442
임재철,Bears,35,36,84,105,27,17,8,0,2,20,10,16,0,16,1,1,3,4,0,2,0.32142857
조성환,Giants,34,117,407,459,99,74,19,0,6,45,36,37,1,87,3,2,10,11,9,6,0.24324324
정성훈,Twins,31,127,422,494,123,94,18,1,10,61,57,49,1,69,5,7,11,16,9,2,0.29146919
김헌곤,Lions,22,11,12,12,1,1,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0.08333333
이범호,Tigers,29,101,318,405,96,58,21,0,17,63,77,75,3,56,7,5,0,8,2,0,0.30188679
최준석,Bears,28,124,421,485,114,73,26,0,15,49,75,56,1,104,1,5,2,11,0,1,0.27078385
이우민,Giants,29,70,75,90,9,7,1,1,0,12,3,10,0,26,2,1,2,0,3,1,0.12
박용택,Twins,32,115,414,450,125,88,21,1,15,57,64,26,4,71,5,4,1,8,13,3,0.30193237
고영민,Bears,27,93,176,208,37,28,5,1,3,31,16,18,0,50,7,2,5,4,6,6,0.21022727
문규현,Giants,27,125,327,379,79,61,13,3,2,40,39,28,0,60,7,3,14,4,5,2,0.24159021
손시헌,Bears,30,92,298,351,84,69,10,1,4,39,28,37,0,44,9,0,7,9,2,1,0.28187919
이종욱,Bears,31,121,436,499,132,111,11,5,5,64,44,49,0,51,5,4,5,6,20,15,0.30275229
이택근,Twins,30,85,317,368,94,73,17,0,4,44,29,40,1,45,3,3,5,9,10,6,0.29652997
차일목,Tigers,30,111,304,373,73,58,8,0,7,31,37,49,0,52,5,2,13,12,3,3,0.24013158
이용규,Tigers,25,111,421,503,140,119,16,2,3,84,33,63,2,33,9,3,7,5,30,6,0.33254157
김재호,Bears,26,57,109,122,20,14,5,1,0,6,9,7,0,15,2,2,2,4,1,1,0.18348624
박석민,Lions,26,128,457,537,127,85,24,3,15,74,86,59,1,105,13,3,5,13,3,1,0.27789934
강민호,Giants,25,124,450,506,130,84,25,2,19,63,66,47,2,81,8,1,0,18,4,6,0.28888889
최정,Wyverns,24,113,403,488,125,79,25,1,20,64,75,46,1,72,20,6,13,8,15,5,0.3101737
양의지,Bears,24,119,376,438,113,92,14,3,4,43,46,44,2,58,3,4,11,12,3,3,0.30053191
오재원,Bears,26,129,466,529,129,101,18,4,6,73,46,39,0,62,9,3,12,6,46,7,0.27682403
손아섭,Giants,23,116,442,492,144,99,25,5,15,79,83,43,1,80,2,4,1,6,13,4,0.32579186
김태군,Twins,21,38,47,53,11,11,0,0,0,4,1,4,0,4,0,0,2,2,0,0,0.23404255
전준우,Giants,25,133,539,601,162,108,38,5,11,97,64,50,4,101,7,3,2,14,23,9,0.30055659
김상수,Lions,21,128,406,476,113,91,16,4,2,53,47,47,1,61,7,1,15,7,29,7,0.27832512
박경완,Wyverns,38,10,15,16,2,2,0,0,0,0,1,1,0,6,0,0,0,2,0,0,0.13333333
이종범,Tigers,40,97,235,273,65,46,15,1,3,27,24,22,1,35,1,3,12,6,3,2,0.27659574
박진만,Wyverns,34,100,282,340,79,55,18,0,6,42,39,34,2,44,5,4,15,6,6,5,0.28014184
송지만,Heroes,38,106,301,350,80,62,8,1,9,43,43,38,3,78,3,3,5,5,9,1,0.26578073
이병규,Twins,36,127,485,519,164,124,24,0,16,64,75,28,1,47,2,2,2,10,2,1,0.33814433
조인성,Twins,36,117,390,441,104,73,14,2,15,46,59,44,3,70,3,1,2,10,2,1,0.26666667
김동주,Bears,35,120,406,483,116,74,24,1,17,57,75,66,5,54,8,3,0,18,6,1,0.28571429
홍성흔,Giants,34,132,474,535,145,113,24,2,6,70,67,53,0,80,3,5,0,22,2,5,0.30590717
이진영,Twins,31,97,323,355,89,68,18,1,2,43,37,26,0,29,2,2,2,9,3,2,0.2755418
