Name,Team,Age,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG
대니돈,Heroes,32,20,50,57,7,4,2,0,1,5,2,7,0,16,0,0,0,3,0,0,0.14
초이스,Heroes,27,46,176,201,54,28,8,1,17,37,42,17,0,49,7,1,0,5,0,0,0.30681818
번즈,Giants,26,116,423,468,128,75,38,0,15,71,57,29,0,100,11,3,2,18,10,7,0.30260047
이대호,Giants,35,142,540,608,173,126,13,0,34,73,111,50,8,84,15,3,0,22,1,1,0.32037037
워스,Wyverns,31,3,9,11,1,1,0,0,0,0,0,2,0,2,0,0,0,1,0,0,0.11111111
김하성,Heroes,21,141,526,601,159,97,36,3,23,90,114,58,2,65,8,7,2,8,16,8,0.30228137
모넬,Wiz,31,28,85,105,14,8,4,0,2,10,9,17,1,28,1,2,0,2,2,1,0.16470588
로니,Twins,33,23,79,93,22,14,5,0,3,7,12,11,1,14,1,2,0,1,0,0,0.27848101
로맥,Wyverns,31,102,359,416,87,37,19,0,31,58,64,50,2,116,6,1,0,6,1,1,0.24233983
히메네스,Twins,29,51,181,198,50,36,6,1,7,29,30,13,0,19,3,1,0,8,3,5,0.27624309
버나디나,Tigers,33,139,557,621,178,117,26,8,27,118,111,41,2,112,11,9,3,9,32,7,0.31956912
스크럭스,Dinos,29,115,437,518,131,72,24,0,35,91,111,65,2,134,12,4,0,9,4,0,0.29977117
에반스,Bears,31,138,514,581,152,106,19,0,27,82,90,61,0,114,3,3,0,15,2,0,0.29571984
로사리오,Eagles,28,119,445,510,151,83,30,1,37,100,111,50,4,61,10,5,0,12,10,5,0.33932584
러프,Lions,30,134,515,591,162,93,38,0,31,90,124,60,4,107,12,4,0,14,2,2,0.31456311
백진우,Twins,29,52,101,122,33,20,9,0,4,15,18,12,0,18,4,2,3,4,1,0,0.32673267
이해창,Wiz,30,114,254,283,69,47,11,0,11,33,44,19,1,50,1,2,6,5,1,4,0.27165354
백상원,Lions,29,28,46,51,6,6,0,0,0,4,2,3,0,11,0,1,1,0,0,0,0.13043478
정훈,Giants,29,68,109,136,27,16,8,2,1,16,6,18,0,28,5,1,3,4,3,1,0.24770642
오태곤,Wiz,25,135,374,410,106,67,29,1,9,53,42,16,0,93,6,6,8,7,15,9,0.28342246
이상호,Dinos,28,95,227,241,76,68,8,0,0,33,15,7,0,15,2,0,5,7,12,2,0.33480176
최윤석,Eagles,30,21,32,33,7,7,0,0,0,3,2,0,0,6,0,0,1,0,0,0,0.21875
유강남,Twins,24,118,324,364,90,60,13,0,17,43,66,14,0,72,15,2,9,4,2,0,0.27777778
정병곤,Lions,29,74,74,82,16,14,0,0,2,16,7,4,0,21,2,0,2,3,1,0,0.21621622
김재율,Twins,28,75,181,198,55,40,9,0,6,21,28,10,0,35,2,1,4,8,0,1,0.3038674
이천웅,Twins,28,75,232,266,66,50,14,0,2,35,27,24,2,45,6,0,4,10,8,3,0.28448276
최영진,Lions,29,14,20,22,4,1,0,2,1,4,4,1,0,4,0,0,1,0,1,0,0.2
김동한,Giants,29,81,178,205,42,20,19,0,3,26,14,14,0,25,0,0,13,2,4,3,0.23595506
정진호,Bears,28,97,198,224,56,38,11,2,5,43,31,19,1,32,1,2,4,2,1,1,0.28282828
고종욱,Heroes,28,123,426,453,133,93,24,8,8,70,54,22,2,92,3,2,0,11,16,4,0.31220657
김정혁,Lions,31,31,84,91,23,18,5,0,0,15,13,4,0,18,2,1,0,1,3,1,0.27380952
김사훈,Giants,30,57,76,89,14,11,3,0,0,1,8,6,0,21,1,1,5,2,1,0,0.18421053
강경학,Eagles,24,59,84,93,18,15,2,1,0,17,4,8,0,19,1,0,0,1,1,1,0.21428571
나성용,Lions,29,6,11,11,2,2,0,0,0,0,1,0,0,7,0,0,0,1,0,1,0.18181818
오준혁,Tigers,25,14,12,13,3,3,0,0,0,1,1,1,0,3,0,0,0,0,0,0,0.25
정진기,Wyverns,24,90,197,212,46,29,5,1,11,37,35,9,0,55,4,0,2,1,4,0,0.23350254
김지성,Tigers,31,37,47,49,11,6,3,0,2,6,4,1,0,14,1,0,0,1,1,0,0.23404255
윤병호,Dinos,27,49,55,58,11,8,3,0,0,11,2,2,0,10,0,0,1,2,2,0,0.2
조윤준,Twins,27,25,38,43,9,9,0,0,0,3,8,2,0,6,0,1,2,2,0,0,0.23684211
서상우,Twins,27,10,13,17,1,0,0,0,1,4,2,3,1,8,1,0,0,0,1,0,0.07692308
류지혁,Bears,23,125,297,330,77,57,13,4,3,60,26,21,0,55,4,0,8,2,7,5,0.25925926
