Name,Team,Age,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG
박병호,Heroes,28,140,528,622,181,92,35,1,53,129,146,78,6,161,12,4,0,10,10,3,0.34280303
김현수,Bears,27,141,512,630,167,113,26,0,28,103,121,101,12,63,8,9,0,13,11,5,0.32617188
황재균,Giants,27,144,534,596,155,86,41,2,26,95,97,48,1,122,4,6,4,14,11,10,0.29026217
최희섭,Tigers,36,42,125,149,32,23,3,0,6,18,20,22,0,34,1,1,0,2,0,0,0.256
김하성,Heroes,19,140,511,582,148,89,35,5,19,89,73,56,2,115,5,6,4,10,22,4,0.28962818
마르테,Wiz,31,115,425,487,148,95,32,1,20,85,89,51,7,60,2,8,0,19,0,0,0.34823529
한나한,Twins,35,32,107,126,35,22,9,0,4,17,22,12,0,31,3,3,1,4,0,0,0.3271028
테임즈,Dinos,28,142,472,595,180,86,42,5,47,130,140,103,11,91,13,7,0,7,40,8,0.38135593
루츠,Bears,29,8,27,30,3,2,0,0,1,2,3,2,0,6,0,1,0,1,0,0,0.11111111
브라운,Wyverns,30,137,464,539,121,70,21,2,28,82,76,66,4,127,7,2,0,12,5,2,0.26077586
모건,Eagles,34,10,33,42,9,7,2,0,0,2,5,4,0,8,4,1,0,1,1,1,0.27272727
나바로,Lions,27,140,534,643,153,85,19,1,48,126,137,93,8,72,6,9,1,10,22,6,0.28651685
필,Tigers,30,143,536,591,174,116,35,1,22,81,101,43,6,74,3,9,0,12,14,10,0.32462687
스나이더,Heroes,33,113,431,487,121,68,26,1,26,88,71,37,0,135,11,5,3,2,4,2,0.28074246
폭스,Eagles,32,38,108,121,30,19,4,0,7,16,25,8,1,27,3,2,0,9,0,0,0.27777778
히메네스,Twins,27,70,279,299,87,57,17,2,11,37,46,12,1,48,4,4,0,4,8,2,0.31182796
아두치,Giants,30,132,526,594,165,98,34,5,28,105,106,55,8,118,8,4,1,9,24,10,0.31368821
백진우,Twins,27,25,31,36,10,6,4,0,0,4,0,3,0,3,0,0,2,0,0,0,0.32258065
