Name,Team,Age,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG
쿡슨,Twins,33,23,70,86,15,13,0,0,2,6,5,14,0,19,2,0,0,3,1,1,0.21428571
프랭클린,Unicorns,31,38,136,167,30,16,4,0,10,24,28,25,0,57,3,3,0,0,6,2,0.22058824
쿨바,Bears,31,44,149,162,32,16,6,0,10,15,24,12,0,46,1,0,0,4,0,0,0.2147651
이시온,Giants,27,90,338,377,98,65,19,1,13,45,45,33,1,92,6,0,0,10,7,1,0.28994083
이대호,Giants,21,54,152,173,37,27,6,0,4,8,13,13,0,37,6,0,2,3,0,2,0.24342105
강봉규,Bears,25,6,13,15,3,2,0,0,1,3,3,2,0,2,0,0,0,1,1,0,0.23076923
전근표,Unicorns,26,61,156,182,40,26,7,0,7,19,21,20,0,44,4,0,2,1,0,0,0.25641026
박정환,Lions,25,81,177,207,42,29,12,0,1,24,20,21,0,33,2,3,4,6,0,0,0.23728814
김주찬,Giants,22,55,125,131,20,11,5,1,3,12,3,5,0,33,0,0,1,1,7,2,0.16
양현석,Wyverns,25,55,84,89,19,15,3,0,1,6,9,3,0,18,0,2,0,1,2,0,0.22619048
김상훈,Tigers,25,125,423,467,118,87,23,1,7,43,46,30,2,69,3,1,10,9,3,2,0.27895981
홍세완,Tigers,25,129,487,549,141,92,26,1,22,75,100,45,0,54,3,9,5,13,7,7,0.28952772
김상현,Twins,22,55,182,209,49,32,9,1,7,24,28,16,0,50,7,3,1,1,7,1,0.26923077
조윤채,Eagles,25,59,68,92,15,13,2,0,0,27,2,13,0,21,5,1,5,1,1,1,0.22058824
채종범,Wyverns,25,94,223,247,54,41,10,0,3,20,15,11,1,34,6,3,4,5,0,0,0.24215247
김원섭,Tigers,24,19,13,17,2,1,1,0,0,0,1,3,0,1,1,0,0,0,1,0,0.15384615
박한이,Lions,24,133,528,612,170,123,34,1,12,113,59,63,1,55,8,5,8,7,17,7,0.3219697
조정권,Eagles,27,14,16,17,3,3,0,0,0,2,0,1,0,1,0,0,0,1,0,0,0.1875
신명철,Giants,24,101,271,296,67,47,11,3,6,31,33,13,1,52,1,1,10,1,3,7,0.24723247
권오현,Giants,25,38,52,58,11,6,4,0,1,11,2,1,0,15,3,0,2,3,2,1,0.21153846
김민철,Tigers,21,26,37,41,4,4,0,0,0,2,0,3,0,4,1,0,0,0,1,0,0.10810811
김경언,Tigers,20,125,329,388,85,65,12,4,4,36,46,38,1,58,3,4,14,2,7,7,0.25835866
박준서,Giants,21,29,27,30,4,3,1,0,0,2,0,3,0,8,0,0,0,0,0,1,0.14814815
조중근,Wyverns,20,11,20,21,2,2,0,0,0,2,0,1,0,6,0,0,0,0,0,0,0.1
정상호,Wyverns,20,21,38,45,8,3,4,1,0,5,2,3,0,11,0,0,4,0,0,0,0.21052632
김용우,Twins,23,45,73,84,18,14,3,0,1,8,10,9,0,20,2,0,0,1,2,1,0.24657534
김광희,Twins,19,6,9,11,4,2,1,1,0,3,2,2,0,2,0,0,0,1,0,0,0.44444444
안치용,Twins,24,37,42,49,5,3,2,0,0,9,7,4,0,12,0,0,3,0,4,0,0.11904762
이경환,Bears,20,21,22,23,4,4,0,0,0,1,0,1,0,3,0,0,0,0,0,0,0.18181818
김민우,Unicorns,24,15,19,22,7,6,1,0,0,1,2,3,0,6,0,0,0,0,0,1,0.36842105
강귀태,Unicorns,23,66,117,132,30,21,6,0,3,19,12,10,0,16,1,0,4,5,1,1,0.25641026
조재호,Unicorns,23,97,135,151,33,25,6,0,2,18,13,10,0,25,2,0,4,2,3,1,0.24444444
