Name,Team,Age,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG
베탄코트,Dinos,27,53,203,224,50,34,8,0,8,23,29,18,0,51,1,2,0,1,1,1,0.24630542
조셉,Twins,27,55,197,217,54,42,3,0,9,17,36,14,0,46,4,2,0,3,0,1,0.27411168
호잉,Eagles,30,124,476,525,135,89,26,2,18,74,73,38,5,90,5,5,1,6,22,7,0.28361345
윌슨,Giants,28,68,231,268,58,34,15,0,9,21,37,31,0,60,5,1,0,8,1,2,0.25108225
터커,Tigers,28,95,357,399,111,69,33,0,9,50,50,38,0,44,3,1,0,12,0,0,0.31092437
윌리엄슨,Lions,28,40,154,168,42,30,7,1,4,19,15,13,0,50,0,1,0,2,0,1,0.27272727
아수아헤,Giants,27,49,163,194,41,30,5,4,2,34,21,26,1,24,1,1,3,0,4,2,0.25153374
박병호,Heroes,32,122,432,532,121,66,22,0,33,92,98,78,5,117,13,9,0,7,0,1,0.28009259
김현수,Twins,31,140,526,595,160,112,37,0,11,75,82,54,9,52,6,9,0,11,3,1,0.30418251
이대호,Giants,37,135,485,549,138,98,23,1,16,48,88,47,4,65,10,7,0,19,0,0,0.28453608
페르난데스,Bears,31,144,572,645,197,148,34,0,15,87,88,61,4,54,6,6,0,16,1,2,0.34440559
황재균,Wiz,31,124,448,507,127,88,16,3,20,78,67,52,2,71,2,5,0,10,10,7,0.28348214
김하성,Heroes,23,139,540,625,166,107,38,2,19,112,104,70,4,80,7,7,1,12,33,4,0.30740741
샌즈,Heroes,31,139,525,613,160,92,39,1,28,100,113,77,1,101,6,5,0,17,1,2,0.3047619
스몰린스키,Dinos,30,55,205,228,47,23,14,1,9,32,42,16,0,31,5,2,0,7,3,1,0.22926829
로맥,Wyverns,33,137,504,589,139,81,28,1,29,86,95,73,3,117,6,6,0,11,6,3,0.27579365
페게로,Twins,32,52,199,214,57,38,10,0,9,24,44,12,0,63,2,1,0,2,2,1,0.28643216
해즐베이커,Tigers,31,11,41,46,6,2,2,0,2,5,5,4,0,18,1,0,0,0,1,1,0.14634146
러프,Lions,32,133,472,568,138,79,35,2,22,80,101,80,6,87,7,9,0,18,6,3,0.29237288
백진우,Eagles,31,16,44,48,10,7,3,0,0,4,3,0,0,18,2,0,2,1,0,0,0.22727273
김응민,Lions,27,8,13,13,3,2,1,0,0,0,0,0,0,6,0,0,0,1,0,0,0.23076923
이해창,Wiz,32,30,40,43,5,5,0,0,0,0,0,2,0,11,1,0,0,0,0,0,0.125
정훈,Giants,31,88,190,222,43,36,4,1,2,26,17,23,1,47,5,1,3,4,4,3,0.22631579
오태곤,Wiz,27,123,352,392,88,65,16,1,6,63,35,31,0,78,4,2,3,8,19,2,0.25
이상호,Dinos,30,102,234,256,65,58,7,0,0,30,12,9,0,22,2,3,8,10,10,5,0.27777778
홍재호,Tigers,32,10,19,20,4,4,0,0,0,2,0,1,0,5,0,0,0,1,0,0,0.21052632
이인행,Tigers,28,9,16,20,3,2,1,0,0,1,2,2,0,6,1,0,1,1,0,0,0.1875
최윤석,Eagles,32,7,12,15,3,3,0,0,0,3,1,3,0,4,0,0,0,0,0,0,0.25
유강남,Twins,26,132,418,468,113,75,22,0,16,44,49,30,2,82,13,6,1,21,0,0,0.27033493
정병곤,Bears,31,20,27,31,5,4,1,0,0,6,4,2,0,4,2,0,0,2,0,0,0.18518519
이천웅,Twins,30,138,546,613,168,139,24,3,2,88,48,57,1,82,5,1,4,13,21,10,0.30769231
최영진,Lions,31,96,251,275,63,42,15,1,5,29,20,14,2,47,2,0,8,4,4,1,0.25099602
김동한,Giants,31,42,78,85,22,18,4,0,0,9,2,6,0,15,0,0,1,1,3,2,0.28205128
정진호,Bears,30,66,96,110,20,19,0,0,1,13,3,11,0,24,0,0,3,2,5,2,0.20833333
고종욱,Wyverns,30,137,492,513,159,124,25,7,3,76,56,18,1,89,1,2,0,5,31,10,0.32317073
김민하,Eagles,30,72,125,140,32,24,6,0,2,14,14,9,0,41,3,1,2,4,5,2,0.256
허일,Giants,26,71,149,162,38,33,4,0,1,14,17,12,0,28,1,0,0,1,2,1,0.25503356
강경학,Eagles,26,52,113,135,27,23,4,0,0,21,12,15,0,32,3,1,3,3,1,2,0.23893805
정진기,Wyverns,26,13,16,17,3,3,0,0,0,1,2,1,0,2,0,0,0,0,0,0,0.1875
이원재,Dinos,30,94,256,285,66,47,11,0,8,31,36,20,0,47,1,3,5,5,1,2,0.2578125
서상우,Twins,29,13,21,24,5,4,1,0,0,2,1,3,0,8,0,0,0,1,0,0,0.23809524
류지혁,Bears,25,118,276,316,69,61,6,2,0,36,34,24,0,40,7,3,6,6,18,5,0.25
박세혁,Bears,29,137,441,505,123,91,19,9,4,58,63,41,1,68,7,6,10,5,8,2,0.27891156
유민상,Tigers,30,61,175,202,51,31,15,0,5,23,26,24,0,35,3,0,0,6,0,0,0.29142857
박정음,Heroes,30,60,71,88,14,11,2,1,0,13,7,11,0,31,5,0,1,1,6,5,0.1971831
김규민,Heroes,26,94,222,250,55,43,8,1,3,33,24,22,0,68,4,2,0,4,2,4,0.24774775
구자욱,Lions,26,122,475,526,127,79,27,6,15,66,71,38,2,88,7,6,0,5,11,3,0.26736842
박찬도,Lions,30,30,32,34,9,8,1,0,0,10,2,2,1,10,0,0,0,0,0,1,0.28125
박해민,Lions,29,144,506,581,121,93,16,7,5,64,44,58,0,82,2,3,12,4,24,7,0.23913043
김준태,Giants,24,43,88,104,14,11,3,0,0,10,8,12,0,23,2,0,2,1,0,0,0.15909091
하주석,Eagles,25,5,19,20,5,3,2,0,0,3,2,0,0,4,0,0,1,1,0,0,0.26315789
양성우,Eagles,30,56,119,129,20,16,3,0,1,11,6,9,0,28,0,0,1,2,1,0,0.16806723
박승욱,Wiz,26,101,223,245,52,42,3,4,3,24,15,14,0,50,2,0,6,5,4,1,0.23318386
김민식,Tigers,30,53,96,116,16,14,2,0,0,6,14,15,0,29,3,2,0,1,2,0,0.16666667
최항,Wyverns,25,52,127,147,29,24,5,0,0,12,14,16,0,24,2,1,1,3,2,0,0.22834646
한유섬,Wyverns,29,125,427,502,113,81,20,0,12,52,52,55,4,100,20,0,0,6,0,1,0.264637
박민우,Dinos,26,125,468,526,161,129,23,8,1,89,45,41,1,40,9,6,2,10,18,7,0.34401709
황윤호,Tigers,25,57,123,130,37,29,5,2,1,9,9,5,0,12,0,1,1,2,2,2,0.30081301
강진성,Dinos,25,41,97,104,24,17,4,1,2,11,14,3,0,20,4,0,0,6,2,1,0.24742268
노진혁,Dinos,29,110,348,390,92,54,23,2,13,51,43,31,2,80,2,3,6,7,0,1,0.26436782
김성욱,Dinos,26,116,287,333,66,40,16,1,9,38,36,29,1,69,3,5,9,4,6,4,0.22996516
나성범,Dinos,29,23,93,106,34,17,12,1,4,19,14,12,0,26,1,0,0,2,2,1,0.3655914
김진곤,Wiz,31,19,30,34,8,6,2,0,0,4,6,2,0,8,0,0,2,1,1,1,0.26666667
강승호,Wyverns,25,15,39,42,6,4,0,0,2,5,5,2,0,18,0,0,1,1,0,0,0.15384615
장승현,Bears,25,35,41,46,7,5,2,0,0,3,3,3,0,13,1,1,0,0,0,0,0.17073171
김인태,Bears,24,26,60,70,14,9,2,1,2,6,7,8,0,12,0,1,1,2,1,1,0.23333333
이우성,Tigers,24,60,151,168,33,23,4,0,6,19,22,12,0,40,2,2,1,3,0,0,0.21854305
이흥련,Bears,30,27,42,44,13,10,2,1,0,3,5,2,0,12,0,0,0,1,0,0,0.30952381
김영환,Wiz,26,13,14,15,1,1,0,0,0,1,0,1,0,3,0,0,0,1,0,0,0.07142857
정현,Wyverns,25,27,38,45,3,3,0,0,0,3,2,6,0,17,0,1,0,1,1,1,0.07894737
정준혁,Giants,25,6,11,11,3,3,0,0,0,1,1,0,0,6,0,0,0,0,0,0,0.27272727
백동훈,Bears,28,41,47,52,8,6,2,0,0,8,2,4,0,16,1,0,0,0,0,1,0.17021277
조홍석,Giants,29,42,60,65,7,4,2,1,0,8,5,4,0,14,0,1,0,1,1,0,0.11666667
고장혁,Tigers,29,22,31,32,7,6,0,1,0,2,3,0,0,8,1,0,0,1,0,1,0.22580645
장운호,Eagles,25,7,10,12,1,1,0,0,0,2,0,1,0,1,0,0,1,0,0,1,0.1
박한결,Eagles,24,9,11,11,2,2,0,0,0,0,0,0,0,4,0,0,0,1,0,1,0.18181818
노수광,Wyverns,28,117,388,445,97,78,16,1,2,69,28,46,0,68,2,0,9,1,27,10,0.25
한승택,Tigers,25,105,251,288,56,43,9,1,3,22,27,27,1,82,1,2,7,8,1,0,0.22310757
김준완,Dinos,28,8,16,19,4,4,0,0,0,0,1,2,0,2,0,1,0,0,0,0,0.25
권희동,Dinos,28,116,348,413,89,66,17,0,6,37,41,50,1,60,7,3,5,10,3,0,0.25574713
김민혁,Wiz,23,127,466,521,131,120,10,1,0,68,32,32,0,61,13,5,5,8,22,10,0.28111588
심우준,Wiz,24,138,391,433,109,92,13,1,3,54,28,23,0,68,6,1,12,7,24,3,0.27877238
문상철,Wiz,28,33,60,68,12,9,1,0,2,8,7,4,0,26,2,2,0,1,2,0,0.2
안승한,Wiz,27,36,44,47,6,5,1,0,0,4,5,1,0,13,1,0,1,1,0,0,0.13636364
송민섭,Wiz,27,105,53,64,16,15,0,1,0,24,4,6,0,13,3,1,1,0,1,3,0.30188679
안중열,Giants,23,73,136,145,26,17,6,1,2,10,4,6,0,41,2,0,1,2,0,1,0.19117647
신성현,Bears,28,35,41,54,8,7,0,0,1,9,6,10,0,14,1,2,0,0,0,0,0.19512195
류형우,Twins,24,10,11,12,2,2,0,0,0,2,1,1,0,3,0,0,0,1,0,0,0.18181818
배정대,Wiz,23,66,74,84,15,11,4,0,0,15,6,7,0,23,1,0,2,2,0,2,0.2027027
김경호,Bears,23,32,26,27,5,4,1,0,0,4,2,0,0,7,0,0,1,0,0,0,0.19230769
이성곤,Lions,27,13,28,28,5,2,3,0,0,1,0,0,0,6,0,0,0,0,0,0,0.17857143
임지열,Heroes,23,11,15,18,2,1,1,0,0,0,3,1,0,7,1,0,1,1,0,0,0.13333333
임병욱,Heroes,23,117,379,419,92,70,17,5,0,39,41,23,0,110,11,0,6,6,10,2,0.24274406
김호재,Lions,24,28,32,33,7,6,1,0,0,1,0,1,0,7,0,0,0,1,0,1,0.21875
백승민,Lions,28,19,42,45,10,9,1,0,0,4,4,2,0,12,0,1,0,2,0,0,0.23809524
박계범,Lions,23,58,168,204,43,30,8,1,4,26,25,22,0,45,5,3,6,7,5,1,0.25595238
송준석,Lions,25,26,51,56,12,8,3,0,1,6,4,2,0,14,1,1,1,3,0,0,0.23529412
배성근,Giants,24,36,44,48,9,8,1,0,0,4,2,4,0,13,0,0,0,0,1,0,0.20454545
오윤석,Giants,27,76,198,228,44,41,2,0,1,21,21,20,1,43,2,4,4,4,0,0,0.22222222
이창진,Tigers,28,133,400,470,108,76,25,1,6,57,48,57,0,92,4,5,4,8,8,8,0.27
박찬호,Tigers,24,133,504,541,131,110,15,4,2,60,49,26,0,83,4,2,5,8,39,6,0.25992063
박준태,Tigers,27,38,41,47,7,4,3,0,0,13,4,4,0,15,0,2,0,1,1,1,0.17073171
이창열,Eagles,27,11,13,16,2,2,0,0,0,3,1,1,0,5,1,0,1,1,0,0,0.15384615
지시완,Eagles,25,58,104,109,26,18,6,0,2,7,11,5,0,21,0,0,0,3,0,0,0.25
김민수,Lions,28,29,39,41,8,7,1,0,0,5,2,1,0,16,0,1,0,0,0,0,0.20512821
조용호,Wiz,29,87,188,211,55,46,6,3,0,15,19,21,0,28,0,0,2,0,3,4,0.29255319
강민국,Wiz,27,58,88,94,24,23,0,1,0,12,7,6,0,17,0,0,0,2,2,0,0.27272727
김태진,Dinos,23,123,374,399,103,79,14,5,5,44,46,16,0,67,1,3,5,3,12,4,0.27540107
백승현,Twins,24,14,30,30,5,4,1,0,0,1,0,0,0,10,0,0,0,1,1,0,0.16666667
박지규,Twins,27,10,11,18,1,1,0,0,0,2,1,4,0,7,2,0,1,0,0,0,0.09090909
신민재,Twins,23,81,81,94,19,16,3,0,0,25,5,8,0,17,3,1,1,0,10,8,0.2345679
김은성,Heroes,26,5,8,10,1,1,0,0,0,1,0,2,0,2,0,0,0,1,0,0,0.125
송성문,Heroes,22,103,308,335,70,50,12,5,3,33,34,19,0,53,0,4,4,7,2,1,0.22727273
허정협,Heroes,29,37,68,77,16,15,1,0,0,3,8,7,0,19,1,1,0,1,0,0,0.23529412
최정용,Tigers,22,8,21,21,6,6,0,0,0,4,1,0,0,10,0,0,0,0,0,0,0.28571429
강로한,Giants,27,104,288,306,69,44,15,6,4,38,25,13,0,107,3,1,1,3,7,1,0.23958333
