Name,Team,Age,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG
호잉,Eagles,29,142,529,590,162,83,47,2,30,85,110,51,10,93,5,5,0,5,23,9,0.30623819
초이스,Heroes,28,96,349,397,90,54,19,0,17,55,61,33,2,79,10,5,0,4,2,1,0.25787966
번즈,Giants,27,133,462,505,124,62,34,5,23,80,64,33,2,133,9,0,1,8,5,2,0.26839827
가르시아,Twins,33,50,183,206,62,45,9,0,8,27,34,9,0,25,8,6,0,3,5,0,0.33879781
박병호,Heroes,31,113,400,488,138,75,20,0,43,88,112,68,10,114,17,3,0,9,0,1,0.345
김현수,Twins,30,117,453,511,164,103,39,2,20,95,101,47,6,61,1,10,0,9,1,3,0.36203091
이대호,Giants,36,144,543,604,181,114,30,0,37,81,125,43,7,75,14,4,0,18,0,1,0.33333333
황재균,Wiz,30,142,530,588,157,88,41,3,25,76,88,49,1,120,4,3,2,5,14,7,0.29622642
김하성,Heroes,22,129,511,576,147,96,27,4,20,95,84,54,2,81,5,5,1,16,8,2,0.28767123
샌즈,Heroes,30,25,86,93,27,13,1,1,12,17,37,6,0,27,0,1,0,2,0,1,0.31395349
반슬라이크,Bears,31,12,39,44,5,3,1,0,1,1,4,4,0,6,0,1,0,2,0,0,0.12820513
파레디스,Bears,29,21,65,71,9,5,2,1,1,7,4,4,1,17,1,1,0,0,1,0,0.13846154
로맥,Wyverns,32,141,528,616,167,105,19,0,43,102,107,72,0,123,10,6,0,7,10,5,0.31628788
버나디나,Tigers,34,131,513,590,159,111,25,3,20,106,70,63,3,103,10,1,3,9,32,13,0.30994152
스크럭스,Dinos,30,142,501,571,129,68,35,0,26,75,97,55,2,144,12,3,0,14,3,2,0.25748503
러프,Lions,31,137,506,597,167,98,32,4,33,97,125,65,0,107,18,8,0,17,5,3,0.33003953
백진우,Eagles,30,70,152,169,37,18,15,1,3,21,18,12,0,36,4,1,0,5,0,0,0.24342105
김창혁,Eagles,27,6,10,10,2,1,1,0,0,1,0,0,0,3,0,0,0,0,0,0,0.2
이해창,Wiz,31,83,162,174,35,23,4,0,8,19,24,8,0,49,3,0,1,3,0,3,0.21604938
정훈,Giants,30,91,174,194,53,35,10,1,7,33,26,16,1,39,1,3,0,4,4,2,0.3045977
오태곤,Wiz,26,128,342,374,87,56,17,2,12,55,39,24,0,92,4,1,3,7,13,8,0.25438596
이상호,Dinos,29,114,187,204,47,45,2,0,0,32,8,8,0,15,2,0,7,8,13,5,0.2513369
홍재호,Tigers,31,56,76,87,20,13,6,0,1,16,9,8,0,12,0,0,3,2,0,0,0.26315789
유강남,Twins,25,132,425,465,126,74,33,0,19,53,66,28,1,80,9,1,2,21,0,0,0.29647059
정병곤,Lions,30,6,15,16,1,1,0,0,0,1,2,0,0,5,0,1,0,1,0,0,0.06666667
김재율,Twins,29,25,36,41,8,5,3,0,0,5,3,3,0,9,2,0,0,1,0,0,0.22222222
이천웅,Twins,29,112,359,405,122,95,22,3,2,61,39,39,2,48,3,2,2,11,10,10,0.33983287
최영진,Lions,30,61,126,140,37,26,7,0,4,13,18,10,0,30,0,2,2,6,2,4,0.29365079
김동한,Giants,30,55,83,96,16,13,1,0,2,11,9,9,0,18,0,2,2,1,3,1,0.19277108
정진호,Bears,29,111,269,299,81,66,12,1,2,53,37,19,0,44,1,1,9,8,8,1,0.30111524
고종욱,Heroes,29,102,330,351,92,64,22,0,6,47,54,15,1,96,1,4,1,2,17,4,0.27878788
김민하,Eagles,29,59,97,108,21,14,4,0,3,13,17,5,0,30,3,1,2,6,5,5,0.21649485
허일,Giants,25,9,14,15,5,5,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0.35714286
김사훈,Giants,31,56,74,79,17,14,3,0,0,7,6,1,0,22,1,0,3,0,0,0,0.22972973
윤정우,Wyverns,30,22,40,43,10,7,2,0,1,6,2,2,0,7,1,0,0,4,2,1,0.25
강경학,Eagles,25,77,245,289,68,51,11,1,5,42,27,38,0,59,4,1,1,7,6,3,0.27755102
오준혁,Wiz,26,30,44,50,6,6,0,0,0,6,2,3,0,11,1,1,1,1,1,1,0.13636364
정진기,Wyverns,25,96,201,212,49,37,8,1,3,33,17,6,0,45,2,0,3,2,11,3,0.24378109
윤병호,Dinos,28,14,33,37,6,5,1,0,0,3,0,2,0,10,1,0,1,0,1,0,0.18181818
이원재,Dinos,29,77,138,150,42,27,10,0,5,12,19,10,0,33,0,2,0,3,0,2,0.30434783
서상우,Twins,28,51,69,84,20,18,0,0,2,10,14,12,0,18,1,2,0,1,0,1,0.28985507
류지혁,Bears,24,128,228,280,61,53,7,0,1,52,29,29,0,43,10,2,11,3,7,2,0.26754386
박세혁,Bears,28,89,170,194,48,33,12,0,3,37,22,16,0,55,4,1,3,0,5,0,0.28235294
유민상,Tigers,29,31,48,58,13,7,2,1,3,9,14,8,0,14,0,2,0,3,0,0,0.27083333
김재현,Heroes,25,116,202,234,46,36,7,0,3,22,18,12,0,58,8,3,9,2,0,0,0.22772277
박정음,Heroes,29,16,16,17,1,0,0,0,1,1,1,0,0,4,1,0,0,0,0,0,0.0625
김규민,Heroes,25,104,298,336,88,74,9,2,3,47,40,27,0,89,6,4,1,3,8,4,0.29530201
구자욱,Lions,25,116,478,529,159,108,26,5,20,100,84,43,2,110,5,2,1,4,10,0,0.33263598
박찬도,Lions,29,54,73,82,17,12,4,1,0,13,5,8,0,28,0,0,1,0,3,3,0.23287671
박해민,Lions,28,144,576,649,172,123,30,10,9,114,68,56,0,99,3,6,8,9,36,10,0.29861111
윤수강,Dinos,28,44,73,79,14,7,6,0,1,8,8,5,0,21,0,0,1,1,0,0,0.19178082
하주석,Eagles,24,141,484,517,123,91,20,3,9,67,52,28,0,130,4,0,1,7,14,12,0.25413223
양성우,Eagles,29,73,209,236,53,42,9,0,2,32,13,22,2,32,4,1,0,8,1,1,0.25358852
박승욱,Wyverns,25,51,65,79,20,17,3,0,0,11,9,10,0,16,2,0,2,1,4,1,0.30769231
김민식,Tigers,29,125,310,365,76,58,9,3,6,53,37,39,0,63,3,2,11,8,5,2,0.24516129
최항,Wyverns,24,98,222,257,65,45,12,1,7,38,35,25,0,57,8,0,2,1,2,2,0.29279279
최정민,Tigers,29,57,83,95,21,17,2,0,2,17,6,7,0,20,1,0,4,2,1,3,0.25301205
한유섬,Wyverns,28,136,486,562,138,66,31,0,41,97,115,52,3,124,16,8,0,10,4,2,0.28395062
박민우,Dinos,25,115,411,460,133,101,22,5,5,68,33,32,3,51,10,4,3,4,17,5,0.32360097
황윤호,Tigers,24,82,57,62,9,8,1,0,0,11,4,0,0,6,3,0,2,2,2,2,0.15789474
박헌욱,Dinos,25,10,22,23,6,3,2,0,1,1,3,1,0,5,0,0,0,1,1,0,0.27272727
강진성,Dinos,24,45,68,75,16,13,3,0,0,5,1,4,0,17,0,1,2,3,0,0,0.23529412
노진혁,Dinos,28,125,420,458,119,83,21,4,11,52,42,33,0,92,2,2,1,8,4,3,0.28333333
김성욱,Dinos,25,111,323,358,84,56,13,2,13,49,45,29,0,64,1,3,2,10,11,2,0.26006192
나성범,Dinos,28,144,556,620,177,115,36,3,23,110,91,44,4,131,15,5,0,11,15,2,0.31834532
김진곤,Wiz,30,19,21,23,3,2,1,0,0,4,0,2,0,3,0,0,0,0,0,2,0.14285714
강승호,Wyverns,24,69,184,212,47,34,10,0,3,14,31,18,0,57,3,1,6,2,1,1,0.25543478
장승현,Bears,24,20,13,16,5,5,0,0,0,2,1,1,0,2,0,0,2,2,0,0,0.38461538
김인태,Bears,23,46,95,109,25,17,7,0,1,16,10,12,0,26,0,1,1,0,0,0,0.26315789
이우성,Dinos,23,71,177,199,40,27,9,0,4,24,24,16,0,57,4,1,1,6,1,2,0.2259887
정현,Wiz,24,65,117,132,31,22,7,0,2,16,9,9,0,28,0,0,6,3,3,0,0.26495726
백동훈,Bears,27,23,27,34,6,3,2,0,1,7,4,5,0,11,1,1,0,1,0,0,0.22222222
조홍석,Giants,28,39,62,71,14,13,1,0,0,14,1,6,0,13,2,0,1,2,0,2,0.22580645
노수광,Wyverns,27,135,515,588,161,124,21,8,8,93,53,48,0,86,13,3,9,3,25,4,0.31262136
한승택,Tigers,24,61,89,101,22,13,6,0,3,10,15,7,0,24,2,0,3,4,0,0,0.24719101
윤형준,Twins,24,11,23,23,5,4,1,0,0,0,3,0,0,9,0,0,0,0,0,0,0.2173913
권희동,Dinos,27,104,343,391,97,69,19,1,8,43,57,35,2,58,4,4,5,5,1,3,0.28279883
심우준,Wiz,23,135,367,403,95,65,23,3,4,49,29,20,1,58,4,1,11,4,11,11,0.25885559
송민섭,Wiz,26,47,27,29,4,4,0,0,0,7,0,1,0,8,0,0,1,1,2,1,0.14814815
안중열,Giants,22,60,154,176,38,23,11,0,4,19,18,12,0,56,3,0,7,4,0,0,0.24675325
신성현,Bears,27,16,24,27,4,3,0,0,1,5,2,2,0,9,0,1,0,1,0,0,0.16666667
양석환,Twins,26,140,483,519,127,78,27,0,22,53,82,24,0,81,6,5,1,9,2,2,0.26293996
이성곤,Lions,26,9,16,19,3,3,0,0,0,1,0,3,0,7,0,0,0,1,0,0,0.1875
임병욱,Heroes,22,134,423,447,124,79,29,3,13,76,60,22,1,119,0,2,0,6,16,3,0.29314421
백승민,Lions,27,14,31,32,8,6,2,0,0,3,5,1,0,9,0,0,0,1,0,0,0.25806452
오윤석,Giants,26,13,12,13,2,2,0,0,0,3,0,1,0,5,0,0,0,1,0,0,0.16666667
이창진,Tigers,27,20,29,30,5,4,1,0,0,5,0,0,0,3,1,0,0,2,0,1,0.17241379
강한울,Lions,26,83,193,209,50,43,5,2,0,20,8,12,0,34,1,0,3,1,3,4,0.25906736
박준태,Tigers,26,85,123,150,28,17,5,1,5,32,24,13,0,37,9,0,5,1,0,2,0.22764228
지시완,Eagles,24,99,207,224,57,43,7,0,7,22,29,12,0,55,2,1,2,6,1,0,0.27536232
조용호,Wyverns,28,16,13,14,1,1,0,0,0,4,0,0,0,5,0,0,1,0,0,1,0.07692308
박대온,Dinos,22,27,25,30,4,4,0,0,0,3,1,4,0,9,0,0,1,0,0,0,0.16
김태진,Dinos,22,20,31,35,11,10,0,0,1,5,3,3,0,5,0,0,1,0,1,2,0.35483871
안익훈,Twins,22,62,123,135,27,23,4,0,0,13,10,8,0,12,1,1,2,4,0,1,0.2195122
박지규,Twins,26,26,47,53,8,5,2,0,1,6,5,3,0,17,0,1,2,2,2,0,0.17021277
김민혁,Bears,22,22,53,58,12,8,2,0,2,7,10,5,0,19,0,0,0,3,0,0,0.22641509
송성문,Heroes,21,78,211,238,66,40,19,0,7,35,45,24,0,49,0,1,2,2,2,4,0.31279621
허정협,Heroes,28,25,24,24,6,4,2,0,0,4,2,0,0,7,0,0,0,1,0,0,0.25
홍창기,Twins,24,12,18,25,3,1,2,0,0,1,0,7,0,8,0,0,0,0,0,1,0.16666667
황경태,Bears,21,27,13,13,3,1,2,0,0,9,0,0,0,3,0,0,0,0,0,1,0.23076923
조수행,Bears,24,119,183,198,51,40,6,4,1,35,17,9,0,33,0,1,5,4,9,0,0.27868852
주효상,Heroes,20,80,110,126,24,20,3,0,1,9,12,10,0,36,2,0,4,2,1,2,0.21818182
김성훈,Lions,24,110,185,212,45,33,9,3,0,24,24,16,0,23,6,2,3,2,12,6,0.24324324
최원준,Tigers,21,101,302,331,82,63,14,1,4,46,32,20,0,58,4,1,4,4,10,4,0.27152318
