Name,Team,Age,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG
강정호,Heroes,25,124,436,519,137,80,32,0,25,77,82,71,8,78,6,5,1,16,21,5,0.31422018
박병호,Heroes,25,133,469,560,136,71,34,0,31,76,105,73,3,111,11,7,0,6,20,9,0.28997868
김현수,Bears,24,122,437,491,127,102,17,1,7,47,65,46,2,50,3,5,0,9,6,3,0.29061785
황재균,Giants,24,133,448,504,122,98,19,1,4,42,51,38,3,81,5,2,11,10,26,8,0.27232143
최희섭,Tigers,33,80,246,301,62,38,17,0,7,31,42,50,5,53,2,3,0,9,1,1,0.25203252
정훈,Giants,24,78,125,137,25,18,4,1,2,12,12,3,0,42,0,1,8,2,1,0,0.2
홍재호,Tigers,25,55,92,107,17,13,3,0,1,13,6,11,1,22,0,0,4,1,1,0,0.18478261
이종환,Tigers,26,6,13,13,5,2,2,0,1,2,3,0,0,3,0,0,0,0,0,0,0.38461538
이준호,Tigers,24,113,255,295,58,42,12,4,0,25,21,29,0,48,0,3,8,5,4,4,0.22745098
이상훈,Eagles,25,17,25,28,3,3,0,0,0,3,0,1,0,3,2,0,0,1,1,0,0.12
최윤석,Wyverns,25,109,170,213,39,37,1,0,1,17,15,33,0,36,2,1,7,4,6,5,0.22941176
안정광,Wyverns,22,6,15,16,4,3,1,0,0,1,0,1,0,4,0,0,0,0,0,1,0.26666667
유강남,Twins,19,13,24,28,3,3,0,0,0,1,1,0,0,5,1,1,2,0,0,0,0.125
김재율,Twins,23,19,36,41,3,2,0,0,1,3,5,4,0,10,0,1,0,1,0,0,0.08333333
이천웅,Twins,23,6,14,18,3,2,0,0,1,2,2,3,0,4,1,0,0,0,2,0,0.21428571
이민재,Twins,24,7,14,14,1,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0.07142857
최영진,Twins,24,43,79,87,19,15,4,0,0,9,7,3,0,11,2,1,2,1,0,0,0.24050633
정진호,Bears,23,46,75,84,17,15,2,0,0,14,5,6,0,13,1,1,1,1,8,3,0.22666667
문우람,Heroes,20,25,65,71,15,11,4,0,0,4,3,4,0,13,1,1,0,0,0,0,0.23076923
김사훈,Giants,25,17,15,15,4,3,1,0,0,0,2,0,0,7,0,0,0,0,0,0,0.26666667
윤정우,Twins,24,29,21,21,2,2,0,0,0,4,0,0,0,7,0,0,0,1,4,1,0.0952381
한성구,Tigers,23,17,30,33,11,7,4,0,0,1,4,2,0,7,0,0,1,0,0,0,0.36666667
오준혁,Eagles,20,10,15,16,2,2,0,0,0,1,2,0,0,3,1,0,0,1,0,0,0.13333333
정진기,Wyverns,19,14,8,10,1,1,0,0,0,1,0,2,0,3,0,0,0,0,0,0,0.125
김지성,Twins,26,6,13,14,1,1,0,0,0,0,2,1,0,3,0,0,0,0,1,0,0.07692308
조윤준,Twins,22,23,46,47,9,8,1,0,0,2,4,0,0,12,0,0,1,1,0,0,0.19565217
서상우,Twins,22,6,9,10,0,0,0,0,0,0,0,0,0,5,0,0,1,1,0,0,0
지재옥,Heroes,23,29,50,66,6,4,1,0,1,3,3,10,0,10,2,0,4,2,1,0,0.12
김상호,Giants,23,8,12,15,2,2,0,0,0,1,0,3,0,5,0,0,0,0,0,0,0.16666667
황정립,Tigers,22,18,47,57,7,6,0,0,1,4,5,10,0,15,0,0,0,0,0,0,0.14893617
윤해진,Tigers,23,68,90,101,24,22,2,0,0,17,6,6,0,22,2,0,3,2,5,3,0.26666667
하주석,Eagles,18,70,127,141,22,20,1,0,1,10,4,9,0,50,0,0,5,2,7,2,0.17322835
양성우,Eagles,23,45,87,103,17,14,3,0,0,12,3,15,0,27,1,0,0,1,6,1,0.1954023
최승환,Eagles,34,24,46,53,13,11,1,0,1,3,6,5,0,11,2,0,0,2,0,0,0.2826087
강봉규,Lions,34,102,235,274,60,43,10,1,6,30,38,28,1,49,2,6,3,5,5,3,0.25531915
오윤,Heroes,30,94,173,208,40,33,3,1,3,16,20,29,0,41,3,0,3,7,5,2,0.23121387
김주찬,Giants,31,118,435,488,128,93,27,3,5,62,39,30,1,48,7,5,11,7,32,13,0.29425287
김상훈,Tigers,34,80,163,192,28,21,5,0,2,11,20,18,1,39,2,0,9,5,0,0,0.17177914
김상현,Tigers,31,32,116,126,30,17,9,0,4,17,17,6,0,26,3,0,1,3,1,2,0.25862069
김원섭,Tigers,33,120,386,472,117,89,21,4,3,60,61,69,1,54,2,3,12,12,8,4,0.30310881
장민석,Heroes,30,116,414,475,102,80,9,5,8,64,35,40,0,67,3,4,14,1,32,10,0.24637681
박한이,Lions,33,111,388,463,118,94,19,4,1,61,51,58,3,72,1,3,13,8,4,6,0.30412371
신명철,Lions,33,44,100,112,21,16,2,1,2,9,7,8,0,18,0,0,4,2,1,2,0.21
박종윤,Giants,30,121,416,459,107,75,19,4,9,41,47,22,5,64,5,1,15,10,5,2,0.25721154
김경언,Eagles,29,110,268,313,65,45,14,2,4,25,31,39,2,73,1,1,4,1,7,4,0.24253731
박준서,Giants,30,87,182,207,50,36,9,3,2,21,12,11,0,33,1,1,12,2,5,1,0.27472527
조중근,Heroes,29,45,95,112,13,12,0,0,1,3,5,10,0,31,1,2,4,2,1,2,0.13684211
김강민,Wyverns,29,123,427,474,116,91,20,0,5,49,31,29,0,72,4,3,11,7,11,10,0.27166276
정상호,Wyverns,29,78,176,206,38,22,12,0,4,13,24,15,1,61,4,3,8,3,0,2,0.21590909
조동화,Wyverns,31,24,62,77,15,13,2,0,0,6,3,7,0,16,0,1,7,0,3,3,0.24193548
박재상,Wyverns,29,100,269,322,58,42,12,0,4,37,23,34,0,60,1,2,16,8,6,9,0.21561338
추승우,Eagles,32,18,52,59,9,3,5,1,0,4,8,6,0,11,1,0,0,1,3,0,0.17307692
안치용,Wyverns,33,92,198,232,44,27,10,1,6,23,23,31,0,66,1,0,2,3,3,0,0.22222222
유재웅,Wyverns,33,9,13,14,2,2,0,0,0,1,1,1,0,3,0,0,0,0,0,0,0.15384615
김민우,Heroes,33,69,197,230,45,32,6,2,5,20,25,22,1,49,3,2,6,2,5,4,0.2284264
강귀태,Heroes,32,12,19,21,4,4,0,0,0,2,1,0,0,4,1,0,1,0,0,0,0.21052632
