Name,Team,Age,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG
강정호,Unicorns,20,20,15,15,2,2,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0.13333333
김현수,Bears,19,99,319,353,87,60,19,3,5,33,32,26,1,46,5,2,1,12,5,2,0.27272727
이대호,Giants,25,121,415,514,139,88,21,1,29,79,87,81,25,55,13,5,0,9,1,0,0.33493976
황재균,Unicorns,19,63,160,171,48,40,6,0,2,19,12,5,0,33,1,1,4,1,2,2,0.3
최희섭,Tigers,28,52,199,220,67,43,17,0,7,20,46,18,0,37,0,3,0,9,3,1,0.33668342
크루즈,Eagles,34,121,418,498,134,82,30,0,22,68,85,69,6,73,7,4,0,15,1,0,0.32057416
서튼,Tigers,37,34,106,128,29,19,7,0,3,14,10,21,4,25,1,0,0,0,0,0,0.27358491
최승환,Twins,29,22,20,23,5,4,1,0,0,1,0,1,0,1,0,0,2,0,0,0,0.25
강봉규,Lions,29,83,142,170,40,29,9,1,1,20,13,16,0,25,5,2,5,4,4,2,0.28169014
정원석,Bears,30,78,62,68,15,11,1,2,1,18,8,2,0,21,3,0,1,0,5,1,0.24193548
오윤,Unicorns,25,30,41,44,8,5,2,0,1,5,6,3,0,13,0,0,0,1,0,0,0.19512195
박정환,Lions,29,46,76,84,17,13,3,1,0,7,5,4,0,19,0,2,2,5,1,0,0.22368421
김주찬,Giants,26,113,387,416,101,78,17,1,5,49,30,13,3,69,8,1,7,4,22,8,0.26098191
김상훈,Tigers,29,109,320,362,84,64,17,0,3,28,30,20,0,40,7,2,13,6,3,0,0.2625
홍세완,Tigers,29,59,199,230,52,38,7,0,7,22,27,20,0,22,4,2,5,8,0,2,0.26130653
김상현,Twins,26,121,378,434,89,55,27,0,7,44,41,33,0,85,10,3,10,12,6,0,0.23544974
최길성,Giants,29,56,91,105,15,9,4,0,2,6,6,11,0,30,1,2,0,2,1,0,0.16483516
김원섭,Tigers,28,114,313,360,76,58,11,4,3,40,28,38,0,58,2,1,6,5,9,9,0.2428115
박한이,Lions,28,123,479,559,128,113,12,1,2,68,27,67,5,47,4,5,4,7,10,3,0.26722338
신명철,Lions,28,126,416,471,105,78,20,2,5,43,31,27,0,68,3,2,23,11,19,9,0.25240385
김동건,Wyverns,25,10,10,10,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0
박준서,Giants,25,75,61,70,13,10,2,0,1,10,8,6,0,14,0,0,3,0,0,0,0.21311475
조중근,Unicorns,24,22,36,39,8,7,1,0,0,5,5,0,0,16,3,0,0,2,0,0,0.22222222
김강민,Wyverns,24,124,334,374,81,64,10,3,4,51,18,28,0,57,6,1,5,6,19,10,0.24251497
정상호,Wyverns,24,66,83,90,18,12,4,0,2,7,12,6,0,25,0,1,0,1,1,0,0.21686747
조동화,Wyverns,26,121,290,345,79,68,8,3,0,48,18,31,1,59,7,4,13,1,25,6,0.27241379
박재상,Wyverns,24,123,312,368,84,57,16,1,10,53,37,42,2,50,6,0,8,5,21,7,0.26923077
김용우,Twins,27,41,50,61,15,13,1,1,0,3,3,9,1,4,2,0,0,2,0,0,0.3
안치용,Twins,28,12,18,19,4,3,1,0,0,2,1,1,0,4,0,0,0,0,1,0,0.22222222
오태근,Twins,29,68,55,63,14,12,2,0,0,9,1,6,0,15,0,0,2,0,5,5,0.25454545
유재웅,Bears,28,20,33,37,6,5,1,0,0,0,2,4,0,11,0,0,0,1,0,0,0.18181818
강귀태,Unicorns,27,55,108,116,25,17,8,0,0,5,6,5,0,13,0,1,2,5,0,0,0.23148148
강병식,Unicorns,30,91,135,150,37,29,4,0,4,11,17,13,1,24,0,2,0,5,0,1,0.27407407
이태호,Lions,23,45,33,35,4,2,2,0,0,4,0,0,0,10,1,0,1,0,0,1,0.12121212
조동찬,Lions,23,38,106,129,20,17,3,0,0,14,10,11,1,23,6,0,6,2,3,1,0.18867925
이현곤,Tigers,27,126,453,521,153,120,31,0,2,63,48,43,0,61,3,8,13,11,4,2,0.33774834
채상병,Bears,27,91,279,307,66,45,13,1,7,32,30,10,0,69,10,0,8,4,2,2,0.23655914
김재구,Wyverns,29,24,22,23,3,2,1,0,0,0,0,1,0,8,0,0,0,0,0,0,0.13636364
이대수,Bears,25,109,310,366,78,60,14,1,3,33,36,29,0,47,7,6,14,7,5,3,0.2516129
박경수,Twins,23,115,248,295,59,45,8,3,3,32,19,33,1,42,5,1,8,9,10,3,0.23790323
이성열,Twins,22,75,141,158,35,26,6,2,1,20,14,9,1,51,5,1,2,2,7,1,0.24822695
이대형,Twins,23,125,451,509,139,124,13,1,1,68,31,38,1,54,5,2,13,3,53,20,0.30820399
나주환,Wyverns,23,117,284,331,69,52,13,2,2,30,27,22,0,42,4,6,15,6,3,4,0.24295775
지석훈,Unicorns,23,89,203,235,37,28,6,1,2,22,17,22,0,53,2,1,7,1,0,3,0.18226601
권도영,Unicorns,26,7,9,11,2,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0.22222222
강명구,Lions,26,68,27,32,3,2,0,1,0,13,2,5,0,9,0,0,0,0,13,3,0.11111111
